,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
8096,INV-16842200045,01/09/2019,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106,POINT (-96.36432 42.43609000000001),97.0,WOODBURY,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,36650,Caliber Vodka,6,1750,6.92,10.38,18,186.84,31.5,8.32
8097,INV-16838400089,01/09/2019,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90.0,Wapello,1081400.0,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,7.87,11.81,12,141.72,12.0,3.17
8098,INV-16917700031,01/14/2019,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54.0,KEOKUK,1062200.0,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.84,11.76,6,70.56,10.5,2.77
8099,INV-16918100002,01/14/2019,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92.0,WASHINGTON,1011600.0,Straight Rye Whiskies,240,William Grant & Sons Inc,927156,HA Hudson Maple Cask,6,750,27.5,41.25,2,82.5,1.5,0.39
8100,INV-16808900006,01/08/2019,5126,Price Chopper  /  Merle Hay #1315,4343 Merle Hay Rd,Des Moines,50310,POINT (-93.697647 41.63740800000001),77.0,POLK,1052100.0,Imported Brandies,389,REMY COINTREAU USA INC,50686,St. Remy Vsop Napoleon Brandy,12,750,7.24,10.86,12,130.32,9.0,2.37
8101,INV-16790400126,01/07/2019,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77.0,POLK,1082200.0,Imported Schnapps,421,SAZERAC COMPANY  INC,69715,Dr McGillicuddys Peach,12,750,8.66,12.99,1,12.99,0.75,0.19
8102,INV-16875000047,01/11/2019,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77.0,Polk,1062100.0,Gold Rum,389,REMY COINTREAU USA INC,42666,Mt. Gay Eclipse Rum,12,750,9.98,14.97,3,44.91,2.25,0.59
8103,INV-16908800017,01/14/2019,5645,Phillips 66 / Grinnell,1031 West St,Grinnell,50112,POINT (-92.727379 41.745903),79.0,POWESHIEK,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,27781,Jim Beam Apple,48,100,1.25,1.88,12,22.56,1.2,0.31
8104,INV-16800800034,01/08/2019,3565,Hartig Drug Store #10 / Iowa City,701 Mormon Trek Blvd,Iowa City,52246,POINT (-91.574025 41.651984),52.0,JOHNSON,1052100.0,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.74,16.11,12,188.88,4.5,1.18
8105,INV-16889500081,01/11/2019,2585,Hy-Vee Wine and Spirits / Algona,1516 Highway 169 North,Algona,50511,POINT (-94.236003 43.081288),55.0,KOSSUTH,1012100.0,Canadian Whiskies,65,Jim Beam Brands,15296,Windsor Canadian PET,12,750,4.67,7.01,12,84.12,9.0,2.37
8106,INV-16902700043,01/14/2019,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7.0,BLACK HAWK,1022200.0,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,24,990.0,18.0,4.75
8107,INV-16922500008,01/14/2019,5075,Pronto Market  / New Sharon,"202, S Main St",New Sharon,50207,POINT (-92.651525 41.468516),62.0,MAHASKA,1062400.0,Spiced Rum,395,PROXIMO,46506,Kraken Black Spiced Rum,6,1750,16.31,24.47,6,146.82,10.5,2.77
8108,INV-16844700019,01/09/2019,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82.0,SCOTT,1031200.0,American Flavored Vodka,259,Heaven Hill Brands,41316,Burnetts Raspberry,12,750,4.48,6.72,12,80.64,9.0,2.37
8109,INV-16923000010,01/14/2019,4627,Casey's General Store #1388 / Sully,807 1st St,Sully,50251,POINT (-92.844307 41.581097),50.0,JASPER,1062400.0,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04,9.0,2.37
8110,INV-16800900025,01/08/2019,5060,L&M Mighty Shop,"504, E Burlington St",Iowa City,52240,POINT (-91.52843 41.657818),52.0,JOHNSON,1031200.0,American Flavored Vodka,205,E & J Gallo Winery,40313,New Amsterdam Peach,6,1750,14.0,21.0,1,21.0,1.75,0.46
8111,INV-16842500081,01/09/2019,3723,J D Spirits Liquor,1023  9th St,Onawa,51040,POINT (-96.095845 42.025841),67.0,MONONA,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12.0,3.17
8112,INV-16876000020,01/11/2019,3826,Lakeside Hotel & Casino,777 Casino Dr,Osceola,50213,POINT (-93.797561 41.040078),20.0,CLARKE,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,14.99,22.49,12,269.88,12.0,3.17
8113,INV-16849500012,01/09/2019,5200,Otter Creek Country Store,"3445, County Home Rd",Robins,52328,,57.0,LINN,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,10,102.0,6.0,1.58
8114,INV-16872400055,01/10/2019,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14.0,CARROLL,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,12,325.68,9.0,2.37
8115,INV-17050400002,01/22/2019,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31.0,DUBUQUE,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,24,423.12,24.0,6.34
8116,INV-16944500002,01/15/2019,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77.0,POLK,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,5.4,8.1,2,16.2,1.0,0.26
8117,INV-17052500008,01/22/2019,5209,Kwik Stop #848 / Dubuque,3201 Central Ave,Dubuque,52001,POINT (-90.683052 42.527726),31.0,DUBUQUE,1031100.0,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,72,194.4,27.0,7.13
8118,INV-16992400023,01/16/2019,4635,Kwik Shop #563 / Cedar Rapids,1001 1st Ave SW,Cedar Rapids,52405,POINT (-91.684707 41.972397),57.0,LINN,1031100.0,American Vodkas,297,Laird & Company,35913,Five O'Clock Vodka,48,200,1.13,1.7,16,27.2,3.2,0.84
8119,INV-16948400022,01/15/2019,5010,Sac City Food Pride,106 S 16th St,Sac City,50583,POINT (-95.002637 42.422404),81.0,SAC,1022100.0,Mixto Tequila,421,SAZERAC COMPANY  INC,88767,Tortilla White Tequila,12,1000,6.64,9.96,3,29.88,3.0,0.79
8120,INV-17053800018,01/22/2019,4369,Kum & Go #28 / Norwalk,2992 Sunset Dr,Norwalk,50211,POINT (-93.67405100000002 41.494857),91.0,WARREN,1012100.0,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,8.14,12.21,2,27.42,3.5,0.92
8121,INV-17055300038,01/22/2019,5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,455 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715903 41.97805),57.0,LINN,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Label,48,200,4.23,6.35,3,19.05,0.6,0.15
8122,INV-17047300021,01/22/2019,4161,Fareway Stores #950 / Iowa City,2530 Westwinds Dr,Iowa City,52246,POINT (-91.575636 41.650842),52.0,JOHNSON,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,3,70.17,2.25,0.59
8123,INV-17033600005,01/18/2019,3790,Wal-Mart 0784 / Mt Pleasan,1045 N Grand Ave,Mt Pleasant,52641,POINT (-91.539034 40.978416),44.0,Henry,1011100.0,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.0,16.5,6,99.0,10.5,2.77
8124,INV-17022900037,01/18/2019,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402,POINT (-91.630677 42.027805),57.0,LINN,1032200.0,Imported Flavored Vodka,370,PERNOD RICARD USA,34052,Absolut Raspberri,12,750,11.49,17.24,1,17.24,0.75,0.19
8125,INV-16926500008,01/14/2019,4000,Foodland Super Markets / Woodbine,62 5th St,Woodbine,51579,POINT (-95.702814 41.737038),43.0,HARRISON,1031100.0,American Vodkas,260,DIAGEO AMERICAS,38008,Smirnoff 80prf PET,6,1750,14.75,22.13,6,132.78,10.5,2.77
8126,INV-17036000032,01/18/2019,2558,Hy-Vee Food Store / Mount Pleasant,1700 E Washington,Mount Pleasant,52641,POINT (-91.52888 40.962331000000006),44.0,HENRY,1031100.0,American Vodkas,260,DIAGEO AMERICAS,38006,Smirnoff 80prf PET,12,750,8.25,12.38,12,148.56,9.0,2.37
8127,INV-17014800020,01/17/2019,4371,Kum & Go #50 / West Des Moines,745 S 51st St,West Des Moines,50265,POINT (-93.77275 41.55871),77.0,POLK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,1,10.13,0.75,0.19
8128,INV-16947000023,01/15/2019,4637,Kwik Shop #560 / Cedar Rapids,3301 J St,Cedar Rapids,52404,POINT (-91.666812 41.944676),57.0,LINN,1011100.0,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,5,26.25,3.75,0.99
8129,INV-16941700058,01/15/2019,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31.0,DUBUQUE,1082000.0,Imported Cordials & Liqueurs,35,BACARDI USA INC,64336,B&b D.o.m.,12,750,19.5,29.25,3,87.75,2.25,0.59
8130,INV-17012700027,01/17/2019,4301,Sahota Food Mart,1805 SE 14th St,Des Moines,50320,POINT (-93.59684900000002 41.57222),77.0,POLK,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8.0,12.0,24,288.0,9.0,2.37
8131,INV-17013600088,01/17/2019,2535,Hy-Vee Food Store #1 / WDM,1700 Valley West Dr,West Des Moines,50265,,77.0,POLK,1031100.0,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,24,120.24,18.0,4.75
8132,INV-17051700048,01/22/2019,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31.0,DUBUQUE,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,21.0,31.5,6,189.0,4.5,1.18
8133,INV-16995500016,01/17/2019,5156,Casey's General Store #1020  / Le Cl,"210, Jones St",Le Claire,52753,POINT (-90.345923 41.598593),82.0,SCOTT,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75212,Kinky Blue Mini,6,500,4.84,7.26,2,14.52,1.0,0.26
8134,INV-17034100002,01/18/2019,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70.0,MUSCATINE,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,24,110.64,9.0,2.37
8135,INV-16989500093,01/16/2019,5701,The Hut 23,603 10th Street,Onawa,51040,POINT (-96.097184 42.03192),67.0,MONONA,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,1,23.39,0.75,0.19
8136,INV-16986600006,01/16/2019,4565,KUM & GO #228 / Sioux city,1925 S Lakeport St,Sioux City,51106,POINT (-96.346548 42.469008),97.0,WOODBURY,1031200.0,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,12,135.0,9.0,2.37
8137,INV-16959400005,01/15/2019,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72.0,OSCEOLA,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.0,2.37
8138,INV-17048000016,01/22/2019,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52.0,JOHNSON,1011200.0,Straight Bourbon Whiskies,434,LUXCO INC,18196,Ezra Brooks Sour Mash Bourbon,12,750,7.5,11.25,12,135.0,9.0,2.37
8139,INV-16924800130,01/14/2019,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78.0,POTTAWATTA,1081300.0,American Cordials & Liqueur,259,Heaven Hill Brands,72722,Christian Bros Honey,12,750,5.43,8.15,6,48.9,4.5,1.18
8140,INV-17051300076,01/22/2019,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003,POINT (-90.705328 42.491862),31.0,DUBUQUE,1042100.0,Imported Dry Gins,370,PERNOD RICARD USA,28087,Beefeater Gin,12,1000,14.49,21.74,3,65.22,3.0,0.79
8141,INV-16986500008,01/16/2019,4884,Tobacco Hut #11 / Sioux City,"4523, Morningside Ave",Sioux City,51106,POINT (-96.348659 42.470479),97.0,WOODBURY,1011200.0,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,86867,Southern Comfort 80prf,10,600,6.0,9.0,4,36.0,2.4,0.63
8142,INV-16942000006,01/15/2019,5042,Super Stop III / Dubuque,1101 Rhomberg Ave,Dubuque,52001,POINT (-90.660269 42.519502),31.0,DUBUQUE,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
8143,INV-16969400101,01/16/2019,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30.0,DICKINSON,1052100.0,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.74,16.11,2,31.48,0.75,0.19
8144,INV-17074500087,01/23/2019,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21.0,CLAY,1062500.0,Flavored Rum,35,BACARDI USA INC,43136,Bacardi Limon,12,750,8.26,12.39,3,37.17,2.25,0.59
8145,INV-17093600095,01/23/2019,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97.0,WOODBURY,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43333,Captain Morgan Spiced Rum Pet,48,200,2.75,4.13,6,24.78,1.2,0.31
8146,INV-17069000073,01/22/2019,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77.0,POLK,1082000.0,Imported Cordials & Liqueurs,260,DIAGEO AMERICAS,66636,Romana Sambuca Italian Liquore,12,750,13.5,20.25,12,243.0,9.0,2.37
8147,INV-17088300015,01/23/2019,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90.0,WAPELLO,1011600.0,Straight Rye Whiskies,85,Brown Forman Corp.,27181,Jack Daniels Tennessee Rye,12,750,15.57,23.36,1,25.61,0.75,0.19
8148,INV-17106400008,01/24/2019,4025,Karam Kaur Khasriya Llc,702 13th St,Belle Plaine,52208,POINT (-92.277759 41.897052),6.0,BENTON,1082000.0,Imported Cordials & Liqueurs,130,DISARONNO INTERNATIONAL,64136,Disaronno Amaretto,12,750,13.86,20.79,12,249.48,9.0,2.37
8149,INV-17096500009,01/23/2019,5683,Casey's General Store #2697 / Onawa,706 10th St,Onawa,51040,POINT (-96.097205 42.03035700000001),67.0,MONONA,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9.0,2.37
8150,INV-17165300050,01/28/2019,5244,The Ox & Wren Spirits and Gifts,708 2nd  AVE  SE,Cresco,52136,POINT (-92.106529 43.371131),45.0,HOWARD,1031100.0,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,18,194.4,31.5,8.32
8151,INV-17108800009,01/24/2019,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82.0,SCOTT,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65258,Jagermeister Liqueur,6,1750,26.05,39.08,6,234.48,10.5,2.77
8152,INV-17096000005,01/23/2019,3723,J D Spirits Liquor,1023  9th St,Onawa,51040,POINT (-96.095845 42.025841),67.0,MONONA,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,500,3.3,4.95,1,4.95,0.5,0.13
8153,INV-17170100009,01/28/2019,2850,CVS / Pharmacy #10161 / Des Moines,215 E Euclid Ave,Des Moines,50313,POINT (-93.615656 41.627686),77.0,POLK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,2,46.72,1.5,0.39
8154,INV-17188900079,01/28/2019,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92.0,WASHINGTON,1032100.0,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,14.99,22.49,24,539.76,24.0,6.34
8155,INV-17097400011,01/24/2019,4511,Super Quick / SE 30 DM,303 SE 30th St,Des Moines,50317,POINT (-93.558326 41.585264),77.0,POLK,1022100.0,Mixto Tequila,395,PROXIMO,89194,Jose Cuervo Especial Reposado Flask,24,375,5.5,8.25,7,57.75,2.62,0.69
8156,INV-17144800005,01/25/2019,4848,Kum & Go #246 / Winterset,111 E Jefferson St,Winterset,50273,POINT (-94.012692 41.335457),61.0,MADISON,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,4,180.0,12.0,3.17
8157,INV-17097900005,01/24/2019,5566,East End Liquor & Tobacco,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77.0,POLK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26906,Jack Daniels Single Barrel,6,750,27.59,41.39,2,82.78,1.5,0.39
8158,INV-17167300015,01/28/2019,5366,Liquor Beer & Tobacco Outlet,1908 Clark St,Charles City,50616,POINT (-92.661881 43.05913400000001),34.0,FLOYD,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65258,Jagermeister Liqueur,6,1750,26.05,39.08,6,234.48,10.5,2.77
8159,INV-17090400094,01/23/2019,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722,POINT (-90.483701 41.552338),82.0,SCOTT,1011100.0,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77
8160,INV-17192200006,01/28/2019,5260,GM Food Mart,"2881, Highway 61",Muscatine,52761,POINT (-91.097752 41.387459),70.0,MUSCATINE,1031100.0,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
8161,INV-17114200029,01/24/2019,4209,Wal-Mart 5748 / Grimes,2150 East 1st St,Grimes,50111,POINT (-93.771698 41.688332),77.0,POLK,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,36648,Caliber Vodka,12,750,3.31,4.97,12,59.64,9.0,2.37
8162,INV-17190500023,01/28/2019,5593,Grandview Mart,714 Grandview Ave,Muscatine,52761,POINT (-91.063364 41.409049),70.0,MUSCATINE,1022200.0,100% Agave Tequila,35,BACARDI USA INC,87306,Cazadores Tequila Blanco,12,750,14.0,21.0,1,21.0,0.75,0.19
8163,INV-17157400024,01/25/2019,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315,POINT (-93.628783 41.526511),77.0,POLK,1051100.0,American Brandies,205,E & J Gallo Winery,52593,E & J VS,24,200,2.0,3.0,24,72.0,4.8,1.26
8164,INV-17183000038,01/28/2019,4908,Zapf's Pronto Market,107 1st St SW,Elkader,52043,POINT (-91.405293 42.85389),22.0,CLAYTON,1081200.0,Cream Liqueurs,260,DIAGEO AMERICAS,68031,Baileys Original Irish Cream Mini,4,1000,25.25,37.88,1,37.88,1.0,0.26
8165,INV-17090100112,01/23/2019,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,,82.0,SCOTT,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10808,Crown Royal Regal Apple,12,1000,18.89,28.34,48,1360.32,48.0,12.68
8166,INV-17084700042,01/23/2019,5167,New Star Liquor & Tobacco  / Ft Dodg,1724 5th  Ave S,Fort Dodge,50501,POINT (-94.173816 42.501131),94.0,WEBSTER,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,12,280.68,9.0,2.37
8167,INV-17096600007,01/23/2019,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63.0,MARION,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,21.0,31.5,6,189.0,4.5,1.18
8168,INV-17271300023,01/31/2019,4604,Pit Stop Liquors / Newton,"1324, 1st Ave E",Newton,50208,POINT (-93.035654 41.699173),50.0,JASPER,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12.0,3.17
8169,INV-17209100070,01/29/2019,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57.0,LINN,1012300.0,Single Malt Scotch,240,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,23.48,35.22,1,35.22,0.75,0.19
8170,INV-17204200024,01/28/2019,4313,Fareway Stores #940 / Atlantic,301 Poplar St,Atlantic,50022,POINT (-95.014379 41.407927),15.0,CASS,1012100.0,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12408,Canadian Ltd Whisky,6,1750,8.14,12.21,6,82.26,10.5,2.77
8171,INV-17265100020,01/31/2019,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77.0,Polk,1081300.0,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,12,72.96,12.0,3.17
8172,INV-17288300063,02/01/2019,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801,POINT (-94.237509 40.715722),88.0,UNION,1081400.0,American Schnapps,65,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.5,9.75,6,58.5,4.5,1.18
8173,INV-17286600072,02/01/2019,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601,POINT (-95.385111 40.761736),73.0,PAGE,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8.0,2,16.0,0.75,0.19
8174,INV-17322000022,02/04/2019,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656,POINT (-91.452491 40.717867),56.0,LEE,1062500.0,Flavored Rum,65,Jim Beam Brands,44557,Cruzan Strawberry,12,750,7.0,10.5,2,21.0,1.5,0.39
8175,INV-17308200019,02/04/2019,5333,Fareway Stores #166/ Anamosa,402 E Main,Anamosa,52205,POINT (-91.281344 42.108275),53.0,JONES,1011200.0,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,14.97,22.46,4,89.84,3.0,0.79
8176,INV-17310400012,02/04/2019,4126,Sam's Mainstreet Market / Solon,123 E Main St,Solon,52333,POINT (-91.494611 41.807199),52.0,JOHNSON,1041100.0,American Dry Gins,55,SAZERAC NORTH AMERICA,29287,Barton Gin,12,1000,3.92,5.88,12,70.56,12.0,3.17
8177,INV-17239300043,01/30/2019,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32.0,EMMET,1062500.0,Flavored Rum,370,PERNOD RICARD USA,43615,Malibu Lime,12,750,7.49,11.24,3,33.72,2.25,0.59
8178,INV-17254600006,01/30/2019,4444,Kum & Go #4127 / Sloan,1864 Hwy 141,Sloan,51055,POINT (-96.236082 42.228581),97.0,WOODBURY,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,2,90.0,6.0,1.58
8179,INV-17253100006,01/30/2019,5269,Lefty's Convenience Store Inc,"105, Main St",Alburnett,52202,POINT (-91.618537 42.148),57.0,LINN,1031100.0,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
8180,INV-17258500091,01/31/2019,3869,Bootleggin' Barzini's Fin,412  1st Ave,Coralville,52241,POINT (-91.565517 41.672672),52.0,JOHNSON,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,86668,Jack Daniels Tennessee Honey Mini,12,500,9.06,13.59,1,13.59,0.5,0.13
8181,INV-17209000012,01/29/2019,4491,Casey's General Store #2772 / Cedar Rapids,3349 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.619027 41.976807),57.0,LINN,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.37
8182,INV-17208600065,01/29/2019,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57.0,LINN,1032100.0,Imported Vodkas,239,RUSSIAN STANDARD VODKA,35109,Russian Standard,12,750,9.43,14.15,2,28.3,1.5,0.39
8183,INV-17269300027,01/31/2019,5490,Rockwell Area Market,202 4th St North,Rockwell,50469,POINT (-93.188172 42.986351000000006),17.0,CERRO GORD,1062500.0,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,2,22.48,1.5,0.39
8184,INV-17256600048,01/30/2019,3757,Wal-Mart 3590 / Sioux City,3101 Floyd Blvd,Sioux City,51108,POINT (-96.37287 42.530454),97.0,WOODBURY,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12.0,3.17
8185,INV-17303300093,02/04/2019,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9.0,BREMER,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,2,19.48,1.5,0.39
