County,Income,Families,Families ME,Year
Dubuque,"$30,000 to $34,999","1,132",149,2011-2015
Dubuque,"$35,000 to $39,999","1,055",165,2011-2015
Dubuque,"$40,000 to $44,999","1,301",194,2011-2015
Dubuque,"$45,000 to $49,999","1,171",203,2011-2015
Dubuque,"$50,000 to $59,999","2,251",238,2011-2015
Dubuque,"$60,000 to $74,999","3,490",246,2011-2015
Dubuque,"$75,000 to $99,999","4,768",302,2011-2015
Dubuque,"$100,000 to $124,999","2,797",269,2011-2015
Dubuque,"$125,000 to $149,999","1,239",159,2011-2015
Dubuque,"$150,000 to $199,999","1,143",154,2011-2015
Dubuque,"$200,000 or more",929,169,2011-2015
Emmet,"Less than $10,000",82,59,2011-2015
Emmet,"$10,000 to $14,999",44,28,2011-2015
Emmet,"$15,000 to $19,999",77,41,2011-2015
Emmet,"$20,000 to $24,999",77,44,2011-2015
Emmet,"$25,000 to $29,999",166,58,2011-2015
Emmet,"$30,000 to $34,999",203,71,2011-2015
Emmet,"$35,000 to $39,999",139,51,2011-2015
Emmet,"$40,000 to $44,999",109,43,2011-2015
Emmet,"$45,000 to $49,999",108,38,2011-2015
Emmet,"$50,000 to $59,999",209,62,2011-2015
Emmet,"$60,000 to $74,999",367,81,2011-2015
Emmet,"$75,000 to $99,999",410,84,2011-2015
Emmet,"$100,000 to $124,999",294,72,2011-2015
Emmet,"$125,000 to $149,999",148,55,2011-2015
Emmet,"$150,000 to $199,999",47,28,2011-2015
Emmet,"$200,000 or more",114,38,2011-2015
Fayette,"Less than $10,000",154,55,2011-2015
Fayette,"$10,000 to $14,999",127,59,2011-2015
Fayette,"$15,000 to $19,999",220,68,2011-2015
Fayette,"$20,000 to $24,999",176,46,2011-2015
Fayette,"$25,000 to $29,999",295,74,2011-2015
Fayette,"$30,000 to $34,999",309,82,2011-2015
Fayette,"$35,000 to $39,999",383,77,2011-2015
Fayette,"$40,000 to $44,999",313,78,2011-2015
Fayette,"$45,000 to $49,999",393,106,2011-2015
Fayette,"$50,000 to $59,999",487,88,2011-2015
Fayette,"$60,000 to $74,999",679,91,2011-2015
Fayette,"$75,000 to $99,999",956,139,2011-2015
Fayette,"$100,000 to $124,999",506,92,2011-2015
Fayette,"$125,000 to $149,999",165,52,2011-2015
Fayette,"$150,000 to $199,999",152,48,2011-2015
Fayette,"$200,000 or more",139,41,2011-2015
Floyd,"Less than $10,000",117,64,2011-2015
Floyd,"$10,000 to $14,999",132,68,2011-2015
Floyd,"$15,000 to $19,999",236,75,2011-2015
Floyd,"$20,000 to $24,999",263,89,2011-2015
Floyd,"$25,000 to $29,999",215,71,2011-2015
Floyd,"$30,000 to $34,999",261,81,2011-2015
Floyd,"$35,000 to $39,999",257,67,2011-2015
Floyd,"$40,000 to $44,999",290,106,2011-2015
Floyd,"$45,000 to $49,999",155,62,2011-2015
Floyd,"$50,000 to $59,999",498,130,2011-2015
Floyd,"$60,000 to $74,999",649,130,2011-2015
Floyd,"$75,000 to $99,999",543,129,2011-2015
Floyd,"$100,000 to $124,999",426,99,2011-2015
Floyd,"$125,000 to $149,999",219,73,2011-2015
Floyd,"$150,000 to $199,999",141,51,2011-2015
Floyd,"$200,000 or more",108,50,2011-2015
Franklin,"Less than $10,000",177,83,2011-2015
Franklin,"$10,000 to $14,999",46,31,2011-2015
Franklin,"$15,000 to $19,999",87,45,2011-2015
Franklin,"$20,000 to $24,999",76,48,2011-2015
Franklin,"$25,000 to $29,999",148,60,2011-2015
Franklin,"$30,000 to $34,999",174,69,2011-2015
Franklin,"$35,000 to $39,999",182,76,2011-2015
Franklin,"$40,000 to $44,999",146,56,2011-2015
Franklin,"$45,000 to $49,999",219,83,2011-2015
Franklin,"$50,000 to $59,999",253,58,2011-2015
Franklin,"$60,000 to $74,999",399,84,2011-2015
Franklin,"$75,000 to $99,999",481,72,2011-2015
Franklin,"$100,000 to $124,999",245,54,2011-2015
Franklin,"$125,000 to $149,999",112,42,2011-2015
Franklin,"$150,000 to $199,999",115,68,2011-2015
Franklin,"$200,000 or more",84,37,2011-2015
Fremont,"Less than $10,000",84,37,2011-2015
Fremont,"$10,000 to $14,999",51,23,2011-2015
Fremont,"$15,000 to $19,999",55,24,2011-2015
Fremont,"$20,000 to $24,999",93,32,2011-2015
Fremont,"$25,000 to $29,999",82,28,2011-2015
Fremont,"$30,000 to $34,999",91,28,2011-2015
Fremont,"$35,000 to $39,999",44,21,2011-2015
Fremont,"$40,000 to $44,999",75,26,2011-2015
Fremont,"$45,000 to $49,999",128,43,2011-2015
Fremont,"$50,000 to $59,999",203,43,2011-2015
Fremont,"$60,000 to $74,999",317,63,2011-2015
Fremont,"$75,000 to $99,999",270,44,2011-2015
Fremont,"$100,000 to $124,999",206,43,2011-2015
Fremont,"$125,000 to $149,999",119,39,2011-2015
Fremont,"$150,000 to $199,999",97,29,2011-2015
Fremont,"$200,000 or more",113,39,2011-2015
Greene,"Less than $10,000",120,43,2011-2015
Greene,"$10,000 to $14,999",104,58,2011-2015
Greene,"$15,000 to $19,999",129,47,2011-2015
Greene,"$20,000 to $24,999",72,27,2011-2015
Greene,"$25,000 to $29,999",98,50,2011-2015
Greene,"$30,000 to $34,999",145,51,2011-2015
Greene,"$35,000 to $39,999",92,43,2011-2015
Greene,"$40,000 to $44,999",161,57,2011-2015
Greene,"$45,000 to $49,999",138,50,2011-2015
Greene,"$50,000 to $59,999",291,68,2011-2015
Greene,"$60,000 to $74,999",261,61,2011-2015
Greene,"$75,000 to $99,999",481,85,2011-2015
Greene,"$100,000 to $124,999",258,54,2011-2015
Greene,"$125,000 to $149,999",100,48,2011-2015
Greene,"$150,000 to $199,999",107,47,2011-2015
Greene,"$200,000 or more",106,49,2011-2015
Grundy,"Less than $10,000",38,25,2011-2015
Grundy,"$10,000 to $14,999",32,25,2011-2015
Grundy,"$15,000 to $19,999",62,29,2011-2015
Grundy,"$20,000 to $24,999",104,41,2011-2015
Grundy,"$25,000 to $29,999",135,34,2011-2015
Grundy,"$30,000 to $34,999",139,33,2011-2015
Grundy,"$35,000 to $39,999",185,52,2011-2015
Grundy,"$40,000 to $44,999",190,50,2011-2015
Grundy,"$45,000 to $49,999",200,55,2011-2015
Grundy,"$50,000 to $59,999",305,70,2011-2015
Grundy,"$60,000 to $74,999",551,76,2011-2015
Grundy,"$75,000 to $99,999",676,106,2011-2015
Grundy,"$100,000 to $124,999",451,77,2011-2015
Grundy,"$125,000 to $149,999",160,52,2011-2015
Grundy,"$150,000 to $199,999",170,51,2011-2015
Grundy,"$200,000 or more",166,44,2011-2015
Guthrie,"Less than $10,000",101,41,2011-2015
Guthrie,"$10,000 to $14,999",66,28,2011-2015
Guthrie,"$15,000 to $19,999",73,27,2011-2015
Guthrie,"$20,000 to $24,999",159,43,2011-2015
Guthrie,"$25,000 to $29,999",125,38,2011-2015
Guthrie,"$30,000 to $34,999",130,37,2011-2015
Guthrie,"$35,000 to $39,999",134,42,2011-2015
Guthrie,"$40,000 to $44,999",154,38,2011-2015
Guthrie,"$45,000 to $49,999",150,48,2011-2015
Guthrie,"$50,000 to $59,999",401,68,2011-2015
Guthrie,"$60,000 to $74,999",370,73,2011-2015
Guthrie,"$75,000 to $99,999",545,82,2011-2015
Guthrie,"$100,000 to $124,999",231,56,2011-2015
Guthrie,"$125,000 to $149,999",120,40,2011-2015
Guthrie,"$150,000 to $199,999",128,48,2011-2015
Guthrie,"$200,000 or more",161,57,2011-2015
Hamilton,"Less than $10,000",142,67,2011-2015
Hamilton,"$10,000 to $14,999",42,32,2011-2015
Hamilton,"$15,000 to $19,999",188,84,2011-2015
Hamilton,"$20,000 to $24,999",170,56,2011-2015
Hamilton,"$25,000 to $29,999",173,75,2011-2015
Hamilton,"$30,000 to $34,999",246,89,2011-2015
Hamilton,"$35,000 to $39,999",233,86,2011-2015
Hamilton,"$40,000 to $44,999",208,68,2011-2015
Hamilton,"$45,000 to $49,999",173,61,2011-2015
Hamilton,"$50,000 to $59,999",505,141,2011-2015
Hamilton,"$60,000 to $74,999",714,128,2011-2015
Hamilton,"$75,000 to $99,999",625,115,2011-2015
Hamilton,"$100,000 to $124,999",430,81,2011-2015
Hamilton,"$125,000 to $149,999",183,55,2011-2015
Hamilton,"$150,000 to $199,999",101,39,2011-2015
Hamilton,"$200,000 or more",97,43,2011-2015
Hancock,"Less than $10,000",72,32,2011-2015
Hancock,"$10,000 to $14,999",69,48,2011-2015
Hancock,"$15,000 to $19,999",83,40,2011-2015
Hancock,"$20,000 to $24,999",92,36,2011-2015
Hancock,"$25,000 to $29,999",103,36,2011-2015
Hancock,"$30,000 to $34,999",147,46,2011-2015
Hancock,"$35,000 to $39,999",120,34,2011-2015
Hancock,"$40,000 to $44,999",150,50,2011-2015
Hancock,"$45,000 to $49,999",159,60,2011-2015
Hancock,"$50,000 to $59,999",345,73,2011-2015
Hancock,"$60,000 to $74,999",541,97,2011-2015
Hancock,"$75,000 to $99,999",598,107,2011-2015
Hancock,"$100,000 to $124,999",257,66,2011-2015
Hancock,"$125,000 to $149,999",177,57,2011-2015
Hancock,"$150,000 to $199,999",63,29,2011-2015
Hancock,"$200,000 or more",108,37,2011-2015
Hardin,"Less than $10,000",88,39,2011-2015
Hardin,"$10,000 to $14,999",69,33,2011-2015
Hardin,"$15,000 to $19,999",103,41,2011-2015
Hardin,"$20,000 to $24,999",147,49,2011-2015
Hardin,"$25,000 to $29,999",165,47,2011-2015
Hardin,"$30,000 to $34,999",240,61,2011-2015
Hardin,"$35,000 to $39,999",186,56,2011-2015
Hardin,"$40,000 to $44,999",214,60,2011-2015
Hardin,"$45,000 to $49,999",268,83,2011-2015
Hardin,"$50,000 to $59,999",427,76,2011-2015
Hardin,"$60,000 to $74,999",658,97,2011-2015
Hardin,"$75,000 to $99,999",889,107,2011-2015
Hardin,"$100,000 to $124,999",453,91,2011-2015
Hardin,"$125,000 to $149,999",255,71,2011-2015
Hardin,"$150,000 to $199,999",126,44,2011-2015
Hardin,"$200,000 or more",105,35,2011-2015
Harrison,"Less than $10,000",111,40,2011-2015
Harrison,"$10,000 to $14,999",95,36,2011-2015
Harrison,"$15,000 to $19,999",96,38,2011-2015
Harrison,"$20,000 to $24,999",152,44,2011-2015
Harrison,"$25,000 to $29,999",126,37,2011-2015
Harrison,"$30,000 to $34,999",138,37,2011-2015
Harrison,"$35,000 to $39,999",206,57,2011-2015
Harrison,"$40,000 to $44,999",214,61,2011-2015
Harrison,"$45,000 to $49,999",203,60,2011-2015
Harrison,"$50,000 to $59,999",400,78,2011-2015
Harrison,"$60,000 to $74,999",540,92,2011-2015
Harrison,"$75,000 to $99,999",717,93,2011-2015
Harrison,"$100,000 to $124,999",388,72,2011-2015
Harrison,"$125,000 to $149,999",253,58,2011-2015
Harrison,"$150,000 to $199,999",199,48,2011-2015
Harrison,"$200,000 or more",96,35,2011-2015
Henry,"Less than $10,000",190,73,2011-2015
Henry,"$10,000 to $14,999",190,88,2011-2015
Henry,"$15,000 to $19,999",195,62,2011-2015
Henry,"$20,000 to $24,999",234,75,2011-2015
Henry,"$25,000 to $29,999",251,83,2011-2015
Henry,"$30,000 to $34,999",265,87,2011-2015
Henry,"$35,000 to $39,999",337,100,2011-2015
Henry,"$40,000 to $44,999",201,56,2011-2015
Henry,"$45,000 to $49,999",258,78,2011-2015
Henry,"$50,000 to $59,999",416,81,2011-2015
Henry,"$60,000 to $74,999",882,134,2011-2015
Henry,"$75,000 to $99,999",863,108,2011-2015
Henry,"$100,000 to $124,999",328,72,2011-2015
Henry,"$125,000 to $149,999",286,90,2011-2015
Henry,"$150,000 to $199,999",135,39,2011-2015
Henry,"$200,000 or more",95,39,2011-2015
Howard,"Less than $10,000",56,30,2011-2015
Howard,"$10,000 to $14,999",66,31,2011-2015
Howard,"$15,000 to $19,999",59,36,2011-2015
Howard,"$20,000 to $24,999",112,59,2011-2015
Howard,"$25,000 to $29,999",101,44,2011-2015
Howard,"$30,000 to $34,999",139,62,2011-2015
Howard,"$35,000 to $39,999",125,53,2011-2015
Howard,"$40,000 to $44,999",114,45,2011-2015
Howard,"$45,000 to $49,999",119,49,2011-2015
Howard,"$50,000 to $59,999",294,71,2011-2015
Howard,"$60,000 to $74,999",371,83,2011-2015
Howard,"$75,000 to $99,999",428,98,2011-2015
Howard,"$100,000 to $124,999",168,57,2011-2015
Howard,"$125,000 to $149,999",118,38,2011-2015
Howard,"$150,000 to $199,999",72,40,2011-2015
Howard,"$200,000 or more",88,43,2011-2015
Humboldt,"Less than $10,000",47,32,2011-2015
Humboldt,"$10,000 to $14,999",94,51,2011-2015
Humboldt,"$15,000 to $19,999",106,53,2011-2015
Humboldt,"$20,000 to $24,999",176,55,2011-2015
Humboldt,"$25,000 to $29,999",167,56,2011-2015
Humboldt,"$30,000 to $34,999",201,51,2011-2015
Humboldt,"$35,000 to $39,999",121,42,2011-2015
Humboldt,"$40,000 to $44,999",117,36,2011-2015
Humboldt,"$45,000 to $49,999",119,44,2011-2015
Humboldt,"$50,000 to $59,999",252,66,2011-2015
Humboldt,"$60,000 to $74,999",333,71,2011-2015
Humboldt,"$75,000 to $99,999",474,80,2011-2015
Humboldt,"$100,000 to $124,999",234,60,2011-2015
Humboldt,"$125,000 to $149,999",196,68,2011-2015
Humboldt,"$150,000 to $199,999",106,44,2011-2015
Humboldt,"$200,000 or more",55,31,2011-2015
Ida,"Less than $10,000",60,29,2011-2015
Ida,"$10,000 to $14,999",101,50,2011-2015
Ida,"$15,000 to $19,999",88,30,2011-2015
Ida,"$20,000 to $24,999",89,36,2011-2015
Ida,"$25,000 to $29,999",101,31,2011-2015
Ida,"$30,000 to $34,999",98,32,2011-2015
Ida,"$35,000 to $39,999",76,29,2011-2015
Ida,"$40,000 to $44,999",77,24,2011-2015
Ida,"$45,000 to $49,999",135,52,2011-2015
Ida,"$50,000 to $59,999",207,54,2011-2015
Ida,"$60,000 to $74,999",261,52,2011-2015
Ida,"$75,000 to $99,999",329,60,2011-2015
Ida,"$100,000 to $124,999",172,42,2011-2015
Ida,"$125,000 to $149,999",99,38,2011-2015
Ida,"$150,000 to $199,999",76,28,2011-2015
Ida,"$200,000 or more",103,43,2011-2015
Iowa,"Less than $10,000",91,45,2011-2015
Iowa,"$10,000 to $14,999",51,38,2011-2015
Iowa,"$15,000 to $19,999",163,69,2011-2015
Iowa,"$20,000 to $24,999",136,57,2011-2015
Iowa,"$25,000 to $29,999",219,124,2011-2015
Iowa,"$30,000 to $34,999",167,63,2011-2015
Iowa,"$35,000 to $39,999",138,41,2011-2015
Iowa,"$40,000 to $44,999",250,62,2011-2015
Iowa,"$45,000 to $49,999",289,104,2011-2015
Iowa,"$50,000 to $59,999",319,97,2011-2015
Iowa,"$60,000 to $74,999",727,149,2011-2015
Iowa,"$75,000 to $99,999",967,190,2011-2015
Iowa,"$100,000 to $124,999",643,129,2011-2015
Iowa,"$125,000 to $149,999",295,94,2011-2015
Iowa,"$150,000 to $199,999",243,79,2011-2015
Iowa,"$200,000 or more",147,60,2011-2015
Jackson,"Less than $10,000",293,104,2011-2015
Jackson,"$10,000 to $14,999",132,57,2011-2015
Jackson,"$15,000 to $19,999",132,43,2011-2015
Jackson,"$20,000 to $24,999",202,54,2011-2015
Jackson,"$25,000 to $29,999",212,62,2011-2015
Jackson,"$30,000 to $34,999",271,66,2011-2015
Jackson,"$35,000 to $39,999",256,78,2011-2015
Jackson,"$40,000 to $44,999",418,114,2011-2015
Jackson,"$45,000 to $49,999",279,60,2011-2015
Jackson,"$50,000 to $59,999",692,121,2011-2015
Jackson,"$60,000 to $74,999",732,117,2011-2015
Jackson,"$75,000 to $99,999",956,109,2011-2015
Jackson,"$100,000 to $124,999",501,94,2011-2015
Jackson,"$125,000 to $149,999",273,71,2011-2015
Jackson,"$150,000 to $199,999",210,65,2011-2015
Jackson,"$200,000 or more",139,41,2011-2015
Jasper,"Less than $10,000",186,73,2011-2015
Jasper,"$10,000 to $14,999",167,68,2011-2015
Jasper,"$15,000 to $19,999",289,126,2011-2015
Jasper,"$20,000 to $24,999",268,78,2011-2015
Jasper,"$25,000 to $29,999",428,107,2011-2015
Jasper,"$30,000 to $34,999",497,124,2011-2015
Jasper,"$35,000 to $39,999",485,126,2011-2015
Jasper,"$40,000 to $44,999",469,119,2011-2015
Jasper,"$45,000 to $49,999",487,115,2011-2015
Jasper,"$50,000 to $59,999",880,166,2011-2015
Jasper,"$60,000 to $74,999","1,409",212,2011-2015
Jasper,"$75,000 to $99,999","1,969",222,2011-2015
Jasper,"$100,000 to $124,999","1,162",189,2011-2015
Jasper,"$125,000 to $149,999",525,123,2011-2015
Jasper,"$150,000 to $199,999",312,76,2011-2015
Jasper,"$200,000 or more",227,80,2011-2015
Jefferson,"Less than $10,000",197,107,2011-2015
Jefferson,"$10,000 to $14,999",83,50,2011-2015
Jefferson,"$15,000 to $19,999",131,85,2011-2015
Jefferson,"$20,000 to $24,999",190,80,2011-2015
Jefferson,"$25,000 to $29,999",290,126,2011-2015
Jefferson,"$30,000 to $34,999",190,89,2011-2015
Jefferson,"$35,000 to $39,999",218,103,2011-2015
Jefferson,"$40,000 to $44,999",282,119,2011-2015
Jefferson,"$45,000 to $49,999",182,68,2011-2015
Jefferson,"$50,000 to $59,999",333,111,2011-2015
Jefferson,"$60,000 to $74,999",628,176,2011-2015
Jefferson,"$75,000 to $99,999",582,136,2011-2015
Jefferson,"$100,000 to $124,999",419,126,2011-2015
Jefferson,"$125,000 to $149,999",194,81,2011-2015
Jefferson,"$150,000 to $199,999",106,58,2011-2015
Jefferson,"$200,000 or more",120,52,2011-2015
Johnson,"Less than $10,000","1,019",224,2011-2015
Johnson,"$10,000 to $14,999",647,157,2011-2015
Johnson,"$15,000 to $19,999",558,177,2011-2015
Johnson,"$20,000 to $24,999",790,203,2011-2015
Johnson,"$25,000 to $29,999",596,181,2011-2015
Johnson,"$30,000 to $34,999",980,246,2011-2015
Johnson,"$35,000 to $39,999","1,048",208,2011-2015
Johnson,"$40,000 to $44,999","1,421",279,2011-2015
Johnson,"$45,000 to $49,999",953,215,2011-2015
Johnson,"$50,000 to $59,999","2,001",312,2011-2015
Johnson,"$60,000 to $74,999","3,112",326,2011-2015
Johnson,"$75,000 to $99,999","5,610",493,2011-2015
Johnson,"$100,000 to $124,999","4,200",435,2011-2015
Johnson,"$125,000 to $149,999","2,331",319,2011-2015
Johnson,"$150,000 to $199,999","2,642",348,2011-2015
Johnson,"$200,000 or more","2,663",294,2011-2015
Jones,"Less than $10,000",105,44,2011-2015
Jones,"$10,000 to $14,999",107,61,2011-2015
Jones,"$15,000 to $19,999",125,46,2011-2015
Jones,"$20,000 to $24,999",166,60,2011-2015
Jones,"$25,000 to $29,999",187,53,2011-2015
Jones,"$30,000 to $34,999",281,97,2011-2015
Jones,"$35,000 to $39,999",309,81,2011-2015
Jones,"$40,000 to $44,999",315,93,2011-2015
Jones,"$45,000 to $49,999",161,55,2011-2015
Jones,"$50,000 to $59,999",653,130,2011-2015
Jones,"$60,000 to $74,999","1,017",164,2011-2015
Jones,"$75,000 to $99,999","1,053",146,2011-2015
Jones,"$100,000 to $124,999",538,122,2011-2015
Jones,"$125,000 to $149,999",234,66,2011-2015
Jones,"$150,000 to $199,999",234,89,2011-2015
Jones,"$200,000 or more",199,74,2011-2015
Keokuk,"Less than $10,000",80,40,2011-2015
Keokuk,"$10,000 to $14,999",85,31,2011-2015
Keokuk,"$15,000 to $19,999",96,30,2011-2015
Keokuk,"$20,000 to $24,999",162,54,2011-2015
Keokuk,"$25,000 to $29,999",189,54,2011-2015
Keokuk,"$30,000 to $34,999",144,43,2011-2015
Keokuk,"$35,000 to $39,999",125,36,2011-2015
Keokuk,"$40,000 to $44,999",192,53,2011-2015
Keokuk,"$45,000 to $49,999",118,40,2011-2015
Keokuk,"$50,000 to $59,999",301,71,2011-2015
Keokuk,"$60,000 to $74,999",415,66,2011-2015
Keokuk,"$75,000 to $99,999",375,61,2011-2015
Keokuk,"$100,000 to $124,999",287,55,2011-2015
Keokuk,"$125,000 to $149,999",99,35,2011-2015
Keokuk,"$150,000 to $199,999",82,41,2011-2015
Keokuk,"$200,000 or more",35,21,2011-2015
Kossuth,"Less than $10,000",68,30,2011-2015
Kossuth,"$10,000 to $14,999",88,40,2011-2015
Kossuth,"$15,000 to $19,999",114,39,2011-2015
Kossuth,"$20,000 to $24,999",254,92,2011-2015
Kossuth,"$25,000 to $29,999",190,63,2011-2015
Kossuth,"$30,000 to $34,999",236,59,2011-2015
Kossuth,"$35,000 to $39,999",205,54,2011-2015
Kossuth,"$40,000 to $44,999",194,51,2011-2015
Kossuth,"$45,000 to $49,999",141,50,2011-2015
Kossuth,"$50,000 to $59,999",442,87,2011-2015
Kossuth,"$60,000 to $74,999",627,98,2011-2015
Kossuth,"$75,000 to $99,999",813,117,2011-2015
Kossuth,"$100,000 to $124,999",469,93,2011-2015
Kossuth,"$125,000 to $149,999",142,42,2011-2015
Kossuth,"$150,000 to $199,999",166,59,2011-2015
Kossuth,"$200,000 or more",190,52,2011-2015
Lee,"Less than $10,000",462,124,2011-2015
Lee,"$10,000 to $14,999",201,66,2011-2015
Lee,"$15,000 to $19,999",474,114,2011-2015
Lee,"$20,000 to $24,999",354,100,2011-2015
Lee,"$25,000 to $29,999",583,125,2011-2015
Lee,"$30,000 to $34,999",611,148,2011-2015
Lee,"$35,000 to $39,999",429,103,2011-2015
Lee,"$40,000 to $44,999",542,135,2011-2015
Lee,"$45,000 to $49,999",431,90,2011-2015
Lee,"$50,000 to $59,999",936,133,2011-2015
Lee,"$60,000 to $74,999","1,315",171,2011-2015
Lee,"$75,000 to $99,999","1,601",175,2011-2015
Lee,"$100,000 to $124,999",743,138,2011-2015
Lee,"$125,000 to $149,999",245,66,2011-2015
Lee,"$150,000 to $199,999",214,66,2011-2015
Lee,"$200,000 or more",125,62,2011-2015
Linn,"Less than $10,000","1,509",272,2011-2015
Linn,"$10,000 to $14,999","1,062",228,2011-2015
Linn,"$15,000 to $19,999","1,020",205,2011-2015
Linn,"$20,000 to $24,999","1,638",289,2011-2015
Linn,"$25,000 to $29,999","1,577",212,2011-2015
Linn,"$30,000 to $34,999","2,046",334,2011-2015
Linn,"$35,000 to $39,999","2,267",365,2011-2015
Linn,"$40,000 to $44,999","1,949",334,2011-2015
Linn,"$45,000 to $49,999","2,358",334,2011-2015
Linn,"$50,000 to $59,999","4,120",411,2011-2015
Linn,"$60,000 to $74,999","6,760",487,2011-2015
Linn,"$75,000 to $99,999","10,271",580,2011-2015
Linn,"$100,000 to $124,999","6,529",524,2011-2015
Linn,"$125,000 to $149,999","4,513",398,2011-2015
Linn,"$150,000 to $199,999","4,095",400,2011-2015
Linn,"$200,000 or more","2,939",304,2011-2015
Louisa,"Less than $10,000",93,34,2011-2015
Louisa,"$10,000 to $14,999",66,32,2011-2015
Louisa,"$15,000 to $19,999",105,39,2011-2015
Louisa,"$20,000 to $24,999",133,45,2011-2015
Louisa,"$25,000 to $29,999",147,62,2011-2015
Louisa,"$30,000 to $34,999",202,51,2011-2015
Louisa,"$35,000 to $39,999",176,58,2011-2015
Louisa,"$40,000 to $44,999",145,47,2011-2015
Louisa,"$45,000 to $49,999",138,44,2011-2015
Louisa,"$50,000 to $59,999",314,64,2011-2015
Louisa,"$60,000 to $74,999",424,81,2011-2015
Louisa,"$75,000 to $99,999",508,89,2011-2015
Louisa,"$100,000 to $124,999",288,81,2011-2015
Louisa,"$125,000 to $149,999",103,47,2011-2015
Louisa,"$150,000 to $199,999",126,57,2011-2015
Louisa,"$200,000 or more",77,45,2011-2015
Lucas,"Less than $10,000",105,57,2011-2015
Lucas,"$10,000 to $14,999",54,33,2011-2015
Lucas,"$15,000 to $19,999",84,43,2011-2015
Lucas,"$20,000 to $24,999",161,51,2011-2015
Lucas,"$25,000 to $29,999",111,43,2011-2015
Lucas,"$30,000 to $34,999",75,33,2011-2015
Lucas,"$35,000 to $39,999",97,39,2011-2015
Lucas,"$40,000 to $44,999",184,63,2011-2015
Lucas,"$45,000 to $49,999",124,49,2011-2015
Lucas,"$50,000 to $59,999",242,75,2011-2015
Lucas,"$60,000 to $74,999",433,74,2011-2015
Lucas,"$75,000 to $99,999",275,72,2011-2015
Lucas,"$100,000 to $124,999",172,49,2011-2015
Lucas,"$125,000 to $149,999",104,40,2011-2015
Lucas,"$150,000 to $199,999",86,33,2011-2015
Lucas,"$200,000 or more",49,24,2011-2015
Lyon,"Less than $10,000",66,31,2011-2015
Lyon,"$10,000 to $14,999",51,23,2011-2015
Lyon,"$15,000 to $19,999",68,27,2011-2015
Lyon,"$20,000 to $24,999",57,25,2011-2015
Lyon,"$25,000 to $29,999",120,38,2011-2015
Lyon,"$30,000 to $34,999",152,54,2011-2015
Lyon,"$35,000 to $39,999",165,52,2011-2015
Lyon,"$40,000 to $44,999",126,44,2011-2015
Lyon,"$45,000 to $49,999",161,48,2011-2015
Lyon,"$50,000 to $59,999",388,61,2011-2015
Lyon,"$60,000 to $74,999",570,79,2011-2015
Lyon,"$75,000 to $99,999",488,72,2011-2015
Lyon,"$100,000 to $124,999",367,73,2011-2015
Lyon,"$125,000 to $149,999",142,48,2011-2015
Lyon,"$150,000 to $199,999",170,65,2011-2015
Lyon,"$200,000 or more",146,53,2011-2015
Madison,"Less than $10,000",69,38,2011-2015
Madison,"$10,000 to $14,999",46,30,2011-2015
Madison,"$15,000 to $19,999",54,35,2011-2015
Madison,"$20,000 to $24,999",126,54,2011-2015
Madison,"$25,000 to $29,999",221,98,2011-2015
Madison,"$30,000 to $34,999",211,105,2011-2015
Madison,"$35,000 to $39,999",163,75,2011-2015
Madison,"$40,000 to $44,999",195,81,2011-2015
Madison,"$45,000 to $49,999",225,99,2011-2015
Madison,"$50,000 to $59,999",302,89,2011-2015
Madison,"$60,000 to $74,999",561,131,2011-2015
Madison,"$75,000 to $99,999",848,131,2011-2015
Madison,"$100,000 to $124,999",424,101,2011-2015
Madison,"$125,000 to $149,999",356,101,2011-2015
Madison,"$150,000 to $199,999",252,77,2011-2015
Madison,"$200,000 or more",162,79,2011-2015
Mahaska,"Less than $10,000",226,69,2011-2015
Mahaska,"$10,000 to $14,999",199,80,2011-2015
Mahaska,"$15,000 to $19,999",235,78,2011-2015
Mahaska,"$20,000 to $24,999",276,74,2011-2015
Mahaska,"$25,000 to $29,999",268,90,2011-2015
Mahaska,"$30,000 to $34,999",325,107,2011-2015
Mahaska,"$35,000 to $39,999",189,59,2011-2015
Mahaska,"$40,000 to $44,999",327,98,2011-2015
Mahaska,"$45,000 to $49,999",288,81,2011-2015
Mahaska,"$50,000 to $59,999",799,120,2011-2015
Mahaska,"$60,000 to $74,999",658,83,2011-2015
Mahaska,"$75,000 to $99,999",966,113,2011-2015
Mahaska,"$100,000 to $124,999",569,110,2011-2015
Mahaska,"$125,000 to $149,999",167,63,2011-2015
Mahaska,"$150,000 to $199,999",223,54,2011-2015
Mahaska,"$200,000 or more",124,50,2011-2015
Marion,"Less than $10,000",289,104,2011-2015
Marion,"$10,000 to $14,999",164,69,2011-2015
Marion,"$15,000 to $19,999",280,93,2011-2015
Marion,"$20,000 to $24,999",186,73,2011-2015
Marion,"$25,000 to $29,999",302,91,2011-2015
Marion,"$30,000 to $34,999",372,96,2011-2015
Marion,"$35,000 to $39,999",453,103,2011-2015
Marion,"$40,000 to $44,999",311,100,2011-2015
Marion,"$45,000 to $49,999",347,94,2011-2015
Marion,"$50,000 to $59,999",888,162,2011-2015
Marion,"$60,000 to $74,999","1,269",195,2011-2015
Marion,"$75,000 to $99,999","1,990",244,2011-2015
Marion,"$100,000 to $124,999",993,195,2011-2015
Marion,"$125,000 to $149,999",507,108,2011-2015
Marion,"$150,000 to $199,999",255,72,2011-2015
