County,Year,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME
Fayette,2014,"19,790",85,223,103,105,79,157,28,0,17,39,34,275,111
Fayette,2015,"19,790",85,223,103,105,79,157,28,0,17,39,34,275,111
Floyd,2016,"14,651",150,241,96,87,95,240,15,107,93,47,40,340,181
Floyd,2017,"14,651",150,241,96,87,95,240,15,107,93,47,40,340,181
Floyd,2018,"14,651",150,241,96,87,95,240,15,107,93,47,40,340,181
Floyd,2019,"14,651",150,241,96,87,95,240,15,107,93,47,40,340,181
Floyd,2020,"14,651",150,241,96,87,95,240,15,107,93,47,40,340,181
Floyd,2011,"15,202",83,325,124,1,2,121,88,7,11,58,51,336,140
Floyd,2012,"15,202",83,325,124,1,2,121,88,7,11,58,51,336,140
Floyd,2013,"15,202",83,325,124,1,2,121,88,7,11,58,51,336,140
Floyd,2014,"15,202",83,325,124,1,2,121,88,7,11,58,51,336,140
Floyd,2015,"15,202",83,325,124,1,2,121,88,7,11,58,51,336,140
Franklin,2016,"9,688",137,133,71,5,6,0,16,0,16,18,26,247,158
Franklin,2017,"9,688",137,133,71,5,6,0,16,0,16,18,26,247,158
Franklin,2018,"9,688",137,133,71,5,6,0,16,0,16,18,26,247,158
Franklin,2019,"9,688",137,133,71,5,6,0,16,0,16,18,26,247,158
Franklin,2020,"9,688",137,133,71,5,6,0,16,0,16,18,26,247,158
Franklin,2011,"9,660",178,112,59,7,10,24,24,0,15,555,176,131,99
Franklin,2012,"9,660",178,112,59,7,10,24,24,0,15,555,176,131,99
Franklin,2013,"9,660",178,112,59,7,10,24,24,0,15,555,176,131,99
Franklin,2014,"9,660",178,112,59,7,10,24,24,0,15,555,176,131,99
Franklin,2015,"9,660",178,112,59,7,10,24,24,0,15,555,176,131,99
Fremont,2016,"6,611",57,58,40,18,13,0,14,0,14,85,55,123,57
Fremont,2017,"6,611",57,58,40,18,13,0,14,0,14,85,55,123,57
Fremont,2018,"6,611",57,58,40,18,13,0,14,0,14,85,55,123,57
Fremont,2019,"6,611",57,58,40,18,13,0,14,0,14,85,55,123,57
Fremont,2020,"6,611",57,58,40,18,13,0,14,0,14,85,55,123,57
Fremont,2011,"6,880",48,21,18,45,26,0,13,0,13,60,49,100,27
Fremont,2012,"6,880",48,21,18,45,26,0,13,0,13,60,49,100,27
Fremont,2013,"6,880",48,21,18,45,26,0,13,0,13,60,49,100,27
Fremont,2014,"6,880",48,21,18,45,26,0,13,0,13,60,49,100,27
Fremont,2015,"6,880",48,21,18,45,26,0,13,0,13,60,49,100,27
Greene,2016,"8,540",88,33,28,13,22,47,18,0,14,72,51,218,77
Greene,2017,"8,540",88,33,28,13,22,47,18,0,14,72,51,218,77
Greene,2018,"8,540",88,33,28,13,22,47,18,0,14,72,51,218,77
Greene,2019,"8,540",88,33,28,13,22,47,18,0,14,72,51,218,77
Greene,2020,"8,540",88,33,28,13,22,47,18,0,14,72,51,218,77
Greene,2011,"8,982",4,5,5,4,5,40,17,3,6,0,13,140,19
Greene,2012,"8,982",4,5,5,4,5,40,17,3,6,0,13,140,19
Greene,2013,"8,982",4,5,5,4,5,40,17,3,6,0,13,140,19
Greene,2014,"8,982",4,5,5,4,5,40,17,3,6,0,13,140,19
Greene,2015,"8,982",4,5,5,4,5,40,17,3,6,0,13,140,19
Grundy,2016,"11,992",24,85,52,9,12,40,15,0,16,0,16,136,62
Grundy,2017,"11,992",24,85,52,9,12,40,15,0,16,0,16,136,62
Grundy,2018,"11,992",24,85,52,9,12,40,15,0,16,0,16,136,62
Grundy,2019,"11,992",24,85,52,9,12,40,15,0,16,0,16,136,62
Grundy,2020,"11,992",24,85,52,9,12,40,15,0,16,0,16,136,62
Grundy,2011,"12,196",29,51,31,16,17,47,7,0,15,13,14,84,34
Grundy,2012,"12,196",29,51,31,16,17,47,7,0,15,13,14,84,34
Grundy,2013,"12,196",29,51,31,16,17,47,7,0,15,13,14,84,34
Grundy,2014,"12,196",29,51,31,16,17,47,7,0,15,13,14,84,34
Grundy,2015,"12,196",29,51,31,16,17,47,7,0,15,13,14,84,34
Guthrie,2016,"10,287",50,26,27,14,14,27,10,0,16,103,51,245,47
Guthrie,2017,"10,287",50,26,27,14,14,27,10,0,16,103,51,245,47
Guthrie,2018,"10,287",50,26,27,14,14,27,10,0,16,103,51,245,47
Guthrie,2019,"10,287",50,26,27,14,14,27,10,0,16,103,51,245,47
Guthrie,2020,"10,287",50,26,27,14,14,27,10,0,16,103,51,245,47
Guthrie,2011,"10,495",30,81,44,12,8,16,22,25,35,49,29,62,18
Guthrie,2012,"10,495",30,81,44,12,8,16,22,25,35,49,29,62,18
Guthrie,2013,"10,495",30,81,44,12,8,16,22,25,35,49,29,62,18
Guthrie,2014,"10,495",30,81,44,12,8,16,22,25,35,49,29,62,18
Guthrie,2015,"10,495",30,81,44,12,8,16,22,25,35,49,29,62,18
Hamilton,2016,"13,890",119,184,26,26,31,405,73,40,64,93,81,267,90
Hamilton,2017,"13,890",119,184,26,26,31,405,73,40,64,93,81,267,90
Hamilton,2018,"13,890",119,184,26,26,31,405,73,40,64,93,81,267,90
Hamilton,2019,"13,890",119,184,26,26,31,405,73,40,64,93,81,267,90
Hamilton,2020,"13,890",119,184,26,26,31,405,73,40,64,93,81,267,90
Hamilton,2011,"14,326",170,102,48,0,15,342,53,0,15,357,170,170,78
Hamilton,2012,"14,326",170,102,48,0,15,342,53,0,15,357,170,170,78
Hamilton,2013,"14,326",170,102,48,0,15,342,53,0,15,357,170,170,78
Hamilton,2014,"14,326",170,102,48,0,15,342,53,0,15,357,170,170,78
Hamilton,2015,"14,326",170,102,48,0,15,342,53,0,15,357,170,170,78
Hancock,2016,"10,241",82,143,62,30,18,41,42,0,16,114,68,140,64
Hancock,2017,"10,241",82,143,62,30,18,41,42,0,16,114,68,140,64
Hancock,2018,"10,241",82,143,62,30,18,41,42,0,16,114,68,140,64
Hancock,2019,"10,241",82,143,62,30,18,41,42,0,16,114,68,140,64
Hancock,2020,"10,241",82,143,62,30,18,41,42,0,16,114,68,140,64
Hancock,2011,"10,769",36,72,40,14,21,34,15,8,11,45,33,150,50
Hancock,2012,"10,769",36,72,40,14,21,34,15,8,11,45,33,150,50
Hancock,2013,"10,769",36,72,40,14,21,34,15,8,11,45,33,150,50
Hancock,2014,"10,769",36,72,40,14,21,34,15,8,11,45,33,150,50
Hancock,2015,"10,769",36,72,40,14,21,34,15,8,11,45,33,150,50
Hardin,2016,"16,007",99,225,78,102,46,64,57,19,29,113,89,394,125
Hardin,2017,"16,007",99,225,78,102,46,64,57,19,29,113,89,394,125
Hardin,2018,"16,007",99,225,78,102,46,64,57,19,29,113,89,394,125
Hardin,2019,"16,007",99,225,78,102,46,64,57,19,29,113,89,394,125
Hardin,2020,"16,007",99,225,78,102,46,64,57,19,29,113,89,394,125
Hardin,2011,"16,659",117,178,69,48,45,167,91,0,15,171,106,170,92
Hardin,2012,"16,659",117,178,69,48,45,167,91,0,15,171,106,170,92
Hardin,2013,"16,659",117,178,69,48,45,167,91,0,15,171,106,170,92
Hardin,2014,"16,659",117,178,69,48,45,167,91,0,15,171,106,170,92
Hardin,2015,"16,659",117,178,69,48,45,167,91,0,15,171,106,170,92
Harrison,2016,"13,666",37,41,32,34,29,37,24,19,24,16,15,230,59
Harrison,2017,"13,666",37,41,32,34,29,37,24,19,24,16,15,230,59
Harrison,2018,"13,666",37,41,32,34,29,37,24,19,24,16,15,230,59
Harrison,2019,"13,666",37,41,32,34,29,37,24,19,24,16,15,230,59
Harrison,2020,"13,666",37,41,32,34,29,37,24,19,24,16,15,230,59
Harrison,2011,"14,125",38,8,9,58,25,39,8,4,6,34,25,199,41
Harrison,2012,"14,125",38,8,9,58,25,39,8,4,6,34,25,199,41
Harrison,2013,"14,125",38,8,9,58,25,39,8,4,6,34,25,199,41
Harrison,2014,"14,125",38,8,9,58,25,39,8,4,6,34,25,199,41
Harrison,2015,"14,125",38,8,9,58,25,39,8,4,6,34,25,199,41
Henry,2016,"18,091",176,446,62,68,65,545,71,9,13,156,101,574,160
Henry,2017,"18,091",176,446,62,68,65,545,71,9,13,156,101,574,160
Henry,2018,"18,091",176,446,62,68,65,545,71,9,13,156,101,574,160
Henry,2019,"18,091",176,446,62,68,65,545,71,9,13,156,101,574,160
Henry,2020,"18,091",176,446,62,68,65,545,71,9,13,156,101,574,160
Henry,2011,"18,471",185,478,87,56,26,437,109,0,15,239,179,399,138
Henry,2012,"18,471",185,478,87,56,26,437,109,0,15,239,179,399,138
Henry,2013,"18,471",185,478,87,56,26,437,109,0,15,239,179,399,138
Henry,2014,"18,471",185,478,87,56,26,437,109,0,15,239,179,399,138
Henry,2015,"18,471",185,478,87,56,26,437,109,0,15,239,179,399,138
Howard,2016,"8,965",61,33,20,1,2,48,36,2,4,1,3,151,70
Howard,2017,"8,965",61,33,20,1,2,48,36,2,4,1,3,151,70
Howard,2018,"8,965",61,33,20,1,2,48,36,2,4,1,3,151,70
Howard,2019,"8,965",61,33,20,1,2,48,36,2,4,1,3,151,70
Howard,2020,"8,965",61,33,20,1,2,48,36,2,4,1,3,151,70
Howard,2011,"9,328",2,31,38,1,3,21,26,0,13,10,13,103,52
Howard,2012,"9,328",2,31,38,1,3,21,26,0,13,10,13,103,52
Howard,2013,"9,328",2,31,38,1,3,21,26,0,13,10,13,103,52
Howard,2014,"9,328",2,31,38,1,3,21,26,0,13,10,13,103,52
Howard,2015,"9,328",2,31,38,1,3,21,26,0,13,10,13,103,52
Humboldt,2016,"9,146",76,26,21,13,22,79,59,0,14,50,40,204,89
Humboldt,2017,"9,146",76,26,21,13,22,79,59,0,14,50,40,204,89
Humboldt,2018,"9,146",76,26,21,13,22,79,59,0,14,50,40,204,89
Humboldt,2019,"9,146",76,26,21,13,22,79,59,0,14,50,40,204,89
Humboldt,2020,"9,146",76,26,21,13,22,79,59,0,14,50,40,204,89
Humboldt,2011,"9,477",28,13,13,7,9,23,18,0,13,20,29,134,27
Humboldt,2012,"9,477",28,13,13,7,9,23,18,0,13,20,29,134,27
Humboldt,2013,"9,477",28,13,13,7,9,23,18,0,13,20,29,134,27
Humboldt,2014,"9,477",28,13,13,7,9,23,18,0,13,20,29,134,27
Humboldt,2015,"9,477",28,13,13,7,9,23,18,0,13,20,29,134,27
Ida,2016,"6,634",40,114,32,5,7,5,8,0,14,44,33,60,30
Ida,2017,"6,634",40,114,32,5,7,5,8,0,14,44,33,60,30
Ida,2018,"6,634",40,114,32,5,7,5,8,0,14,44,33,60,30
Ida,2019,"6,634",40,114,32,5,7,5,8,0,14,44,33,60,30
Ida,2020,"6,634",40,114,32,5,7,5,8,0,14,44,33,60,30
Ida,2011,"6,913",26,39,40,34,32,24,11,0,13,20,21,41,29
Ida,2012,"6,913",26,39,40,34,32,24,11,0,13,20,21,41,29
Ida,2013,"6,913",26,39,40,34,32,24,11,0,13,20,21,41,29
Ida,2014,"6,913",26,39,40,34,32,24,11,0,13,20,21,41,29
Ida,2015,"6,913",26,39,40,34,32,24,11,0,13,20,21,41,29
Iowa,2016,"15,508",171,89,66,4,10,61,52,0,16,56,51,437,181
Iowa,2017,"15,508",171,89,66,4,10,61,52,0,16,56,51,437,181
Iowa,2018,"15,508",171,89,66,4,10,61,52,0,16,56,51,437,181
Iowa,2019,"15,508",171,89,66,4,10,61,52,0,16,56,51,437,181
Iowa,2020,"15,508",171,89,66,4,10,61,52,0,16,56,51,437,181
Iowa,2011,"16,010",60,137,51,7,9,31,35,11,17,23,33,125,56
Iowa,2012,"16,010",60,137,51,7,9,31,35,11,17,23,33,125,56
Iowa,2013,"16,010",60,137,51,7,9,31,35,11,17,23,33,125,56
Iowa,2014,"16,010",60,137,51,7,9,31,35,11,17,23,33,125,56
Iowa,2015,"16,010",60,137,51,7,9,31,35,11,17,23,33,125,56
Jackson,2016,"18,675",52,138,106,3,5,82,26,106,150,43,50,301,149
Jackson,2017,"18,675",52,138,106,3,5,82,26,106,150,43,50,301,149
Jackson,2018,"18,675",52,138,106,3,5,82,26,106,150,43,50,301,149
Jackson,2019,"18,675",52,138,106,3,5,82,26,106,150,43,50,301,149
Jackson,2020,"18,675",52,138,106,3,5,82,26,106,150,43,50,301,149
Jackson,2011,"19,044",16,35,33,13,14,79,28,117,6,10,12,274,47
Jackson,2012,"19,044",16,35,33,13,14,79,28,117,6,10,12,274,47
Jackson,2013,"19,044",16,35,33,13,14,79,28,117,6,10,12,274,47
Jackson,2014,"19,044",16,35,33,13,14,79,28,117,6,10,12,274,47
Jackson,2015,"19,044",16,35,33,13,14,79,28,117,6,10,12,274,47
Jasper,2016,"35,237",105,555,163,86,40,211,84,0,21,99,57,844,219
Jasper,2017,"35,237",105,555,163,86,40,211,84,0,21,99,57,844,219
Jasper,2018,"35,237",105,555,163,86,40,211,84,0,21,99,57,844,219
Jasper,2019,"35,237",105,555,163,86,40,211,84,0,21,99,57,844,219
Jasper,2020,"35,237",105,555,163,86,40,211,84,0,21,99,57,844,219
Jasper,2011,"35,318",102,542,89,106,63,211,77,14,17,51,47,484,163
Jasper,2012,"35,318",102,542,89,106,63,211,77,14,17,51,47,484,163
Jasper,2013,"35,318",102,542,89,106,63,211,77,14,17,51,47,484,163
Jasper,2014,"35,318",102,542,89,106,63,211,77,14,17,51,47,484,163
Jasper,2015,"35,318",102,542,89,106,63,211,77,14,17,51,47,484,163
Jefferson,2016,"15,206",54,432,130,8,17,"2,037",316,0,16,103,67,367,353
Jefferson,2017,"15,206",54,432,130,8,17,"2,037",316,0,16,103,67,367,353
Jefferson,2018,"15,206",54,432,130,8,17,"2,037",316,0,16,103,67,367,353
Jefferson,2019,"15,206",54,432,130,8,17,"2,037",316,0,16,103,67,367,353
Jefferson,2020,"15,206",54,432,130,8,17,"2,037",316,0,16,103,67,367,353
Jefferson,2011,"14,744",189,246,110,14,23,"1,372",296,0,15,367,252,575,302
Jefferson,2012,"14,744",189,246,110,14,23,"1,372",296,0,15,367,252,575,302
Jefferson,2013,"14,744",189,246,110,14,23,"1,372",296,0,15,367,252,575,302
Jefferson,2014,"14,744",189,246,110,14,23,"1,372",296,0,15,367,252,575,302
Jefferson,2015,"14,744",189,246,110,14,23,"1,372",296,0,15,367,252,575,302
Johnson,2016,"121,694",739,"11,509",584,271,97,"9,346",440,74,42,"2,510",553,"5,415",693
Johnson,2017,"121,694",739,"11,509",584,271,97,"9,346",440,74,42,"2,510",553,"5,415",693
Johnson,2018,"121,694",739,"11,509",584,271,97,"9,346",440,74,42,"2,510",553,"5,415",693
Johnson,2019,"121,694",739,"11,509",584,271,97,"9,346",440,74,42,"2,510",553,"5,415",693
Johnson,2020,"121,694",739,"11,509",584,271,97,"9,346",440,74,42,"2,510",553,"5,415",693
Johnson,2011,"117,331",613,"7,596",319,309,144,"8,327",275,202,176,"2,717",681,"2,954",473
Johnson,2012,"117,331",613,"7,596",319,309,144,"8,327",275,202,176,"2,717",681,"2,954",473
Johnson,2013,"117,331",613,"7,596",319,309,144,"8,327",275,202,176,"2,717",681,"2,954",473
Johnson,2014,"117,331",613,"7,596",319,309,144,"8,327",275,202,176,"2,717",681,"2,954",473
Johnson,2015,"117,331",613,"7,596",319,309,144,"8,327",275,202,176,"2,717",681,"2,954",473
Jones,2016,"19,442",167,453,178,37,31,183,192,0,18,0,18,460,196
Jones,2017,"19,442",167,453,178,37,31,183,192,0,18,0,18,460,196
Jones,2018,"19,442",167,453,178,37,31,183,192,0,18,0,18,460,196
Jones,2019,"19,442",167,453,178,37,31,183,192,0,18,0,18,460,196
Jones,2020,"19,442",167,453,178,37,31,183,192,0,18,0,18,460,196
Jones,2011,"19,658",72,394,85,176,97,84,27,0,17,75,62,173,111
Jones,2012,"19,658",72,394,85,176,97,84,27,0,17,75,62,173,111
Jones,2013,"19,658",72,394,85,176,97,84,27,0,17,75,62,173,111
Jones,2014,"19,658",72,394,85,176,97,84,27,0,17,75,62,173,111
Jones,2015,"19,658",72,394,85,176,97,84,27,0,17,75,62,173,111
Keokuk,2016,"9,882",35,40,25,9,9,12,13,2,3,77,32,141,25
Keokuk,2017,"9,882",35,40,25,9,9,12,13,2,3,77,32,141,25
Keokuk,2018,"9,882",35,40,25,9,9,12,13,2,3,77,32,141,25
Keokuk,2019,"9,882",35,40,25,9,9,12,13,2,3,77,32,141,25
Keokuk,2020,"9,882",35,40,25,9,9,12,13,2,3,77,32,141,25
Keokuk,2011,"10,066",33,0,15,27,28,22,19,1,3,49,32,126,41
Keokuk,2012,"10,066",33,0,15,27,28,22,19,1,3,49,32,126,41
Keokuk,2013,"10,066",33,0,15,27,28,22,19,1,3,49,32,126,41
Keokuk,2014,"10,066",33,0,15,27,28,22,19,1,3,49,32,126,41
Keokuk,2015,"10,066",33,0,15,27,28,22,19,1,3,49,32,126,41
Kossuth,2016,"14,308",72,174,44,23,13,89,21,1,3,67,45,202,81
Kossuth,2017,"14,308",72,174,44,23,13,89,21,1,3,67,45,202,81
Kossuth,2018,"14,308",72,174,44,23,13,89,21,1,3,67,45,202,81
Kossuth,2019,"14,308",72,174,44,23,13,89,21,1,3,67,45,202,81
Kossuth,2020,"14,308",72,174,44,23,13,89,21,1,3,67,45,202,81
Kossuth,2011,"14,925",42,57,33,13,11,60,16,0,15,54,36,171,43
Kossuth,2012,"14,925",42,57,33,13,11,60,16,0,15,54,36,171,43
Kossuth,2013,"14,925",42,57,33,13,11,60,16,0,15,54,36,171,43
Kossuth,2014,"14,925",42,57,33,13,11,60,16,0,15,54,36,171,43
Kossuth,2015,"14,925",42,57,33,13,11,60,16,0,15,54,36,171,43
Lee,2016,"31,637",141,"1,015",128,92,42,216,88,6,9,141,88,839,194
Lee,2017,"31,637",141,"1,015",128,92,42,216,88,6,9,141,88,839,194
Lee,2018,"31,637",141,"1,015",128,92,42,216,88,6,9,141,88,839,194
Lee,2019,"31,637",141,"1,015",128,92,42,216,88,6,9,141,88,839,194
Lee,2020,"31,637",141,"1,015",128,92,42,216,88,6,9,141,88,839,194
Lee,2011,"33,033",139,"1,068",122,35,40,180,59,0,20,204,123,849,164
Lee,2012,"33,033",139,"1,068",122,35,40,180,59,0,20,204,123,849,164
Lee,2013,"33,033",139,"1,068",122,35,40,180,59,0,20,204,123,849,164
Lee,2014,"33,033",139,"1,068",122,35,40,180,59,0,20,204,123,849,164
Lee,2015,"33,033",139,"1,068",122,35,40,180,59,0,20,204,123,849,164
Linn,2016,"197,384",693,"12,595",790,429,236,"5,114",353,352,41,"1,429",519,"8,298",930
Linn,2017,"197,384",693,"12,595",790,429,236,"5,114",353,352,41,"1,429",519,"8,298",930
Linn,2018,"197,384",693,"12,595",790,429,236,"5,114",353,352,41,"1,429",519,"8,298",930
Linn,2019,"197,384",693,"12,595",790,429,236,"5,114",353,352,41,"1,429",519,"8,298",930
Linn,2020,"197,384",693,"12,595",790,429,236,"5,114",353,352,41,"1,429",519,"8,298",930
Linn,2011,"194,427",477,"9,147",560,527,164,"4,303",351,33,30,"2,034",499,"6,169",837
Linn,2012,"194,427",477,"9,147",560,527,164,"4,303",351,33,30,"2,034",499,"6,169",837
Linn,2013,"194,427",477,"9,147",560,527,164,"4,303",351,33,30,"2,034",499,"6,169",837
Linn,2014,"194,427",477,"9,147",560,527,164,"4,303",351,33,30,"2,034",499,"6,169",837
Linn,2015,"194,427",477,"9,147",560,527,164,"4,303",351,33,30,"2,034",499,"6,169",837
Louisa,2016,"9,739",172,134,28,26,22,389,89,0,16,612,167,225,115
Louisa,2017,"9,739",172,134,28,26,22,389,89,0,16,612,167,225,115
Louisa,2018,"9,739",172,134,28,26,22,389,89,0,16,612,167,225,115
Louisa,2019,"9,739",172,134,28,26,22,389,89,0,16,612,167,225,115
Louisa,2020,"9,739",172,134,28,26,22,389,89,0,16,612,167,225,115
Louisa,2011,"10,398",130,103,36,26,27,286,33,11,14,380,133,67,40
Louisa,2012,"10,398",130,103,36,26,27,286,33,11,14,380,133,67,40
Louisa,2013,"10,398",130,103,36,26,27,286,33,11,14,380,133,67,40
Louisa,2014,"10,398",130,103,36,26,27,286,33,11,14,380,133,67,40
Louisa,2015,"10,398",130,103,36,26,27,286,33,11,14,380,133,67,40
Lucas,2016,"8,398",69,24,28,4,6,0,14,0,14,23,36,107,61
Lucas,2017,"8,398",69,24,28,4,6,0,14,0,14,23,36,107,61
Lucas,2018,"8,398",69,24,28,4,6,0,14,0,14,23,36,107,61
Lucas,2019,"8,398",69,24,28,4,6,0,14,0,14,23,36,107,61
Lucas,2020,"8,398",69,24,28,4,6,0,14,0,14,23,36,107,61
Lucas,2011,"8,535",27,20,21,22,26,30,42,0,13,0,13,124,51
Lucas,2012,"8,535",27,20,21,22,26,30,42,0,13,0,13,124,51
Lucas,2013,"8,535",27,20,21,22,26,30,42,0,13,0,13,124,51
Lucas,2014,"8,535",27,20,21,22,26,30,42,0,13,0,13,124,51
Lucas,2015,"8,535",27,20,21,22,26,30,42,0,13,0,13,124,51
Lyon,2016,"11,340",59,12,11,40,27,47,12,33,27,124,54,204,67
Lyon,2017,"11,340",59,12,11,40,27,47,12,33,27,124,54,204,67
Lyon,2018,"11,340",59,12,11,40,27,47,12,33,27,124,54,204,67
Lyon,2019,"11,340",59,12,11,40,27,47,12,33,27,124,54,204,67
Lyon,2020,"11,340",59,12,11,40,27,47,12,33,27,124,54,204,67
Lyon,2011,"11,410",41,7,8,67,48,38,17,2,4,96,51,103,32
Lyon,2012,"11,410",41,7,8,67,48,38,17,2,4,96,51,103,32
Lyon,2013,"11,410",41,7,8,67,48,38,17,2,4,96,51,103,32
Lyon,2014,"11,410",41,7,8,67,48,38,17,2,4,96,51,103,32
Lyon,2015,"11,410",41,7,8,67,48,38,17,2,4,96,51,103,32
Madison,2016,"15,656",46,90,52,35,43,157,68,0,16,7,12,203,93
Madison,2017,"15,656",46,90,52,35,43,157,68,0,16,7,12,203,93
Madison,2018,"15,656",46,90,52,35,43,157,68,0,16,7,12,203,93
Madison,2019,"15,656",46,90,52,35,43,157,68,0,16,7,12,203,93
Madison,2020,"15,656",46,90,52,35,43,157,68,0,16,7,12,203,93
Madison,2011,"15,242",65,91,38,13,15,157,48,11,15,32,40,98,59
Madison,2012,"15,242",65,91,38,13,15,157,48,11,15,32,40,98,59
Madison,2013,"15,242",65,91,38,13,15,157,48,11,15,32,40,98,59
Madison,2014,"15,242",65,91,38,13,15,157,48,11,15,32,40,98,59
Madison,2015,"15,242",65,91,38,13,15,157,48,11,15,32,40,98,59
Mahaska,2016,"21,069",93,356,95,28,24,287,84,50,66,126,94,435,104
Mahaska,2017,"21,069",93,356,95,28,24,287,84,50,66,126,94,435,104
Mahaska,2018,"21,069",93,356,95,28,24,287,84,50,66,126,94,435,104
Mahaska,2019,"21,069",93,356,95,28,24,287,84,50,66,126,94,435,104
Mahaska,2020,"21,069",93,356,95,28,24,287,84,50,66,126,94,435,104
Mahaska,2011,"21,380",87,310,53,47,39,254,47,8,15,98,66,299,90
Mahaska,2012,"21,380",87,310,53,47,39,254,47,8,15,98,66,299,90
Mahaska,2013,"21,380",87,310,53,47,39,254,47,8,15,98,66,299,90
Mahaska,2014,"21,380",87,310,53,47,39,254,47,8,15,98,66,299,90
Mahaska,2015,"21,380",87,310,53,47,39,254,47,8,15,98,66,299,90
Marion,2016,"31,719",140,350,75,59,22,343,97,11,18,127,92,584,153
Marion,2017,"31,719",140,350,75,59,22,343,97,11,18,127,92,584,153
Marion,2018,"31,719",140,350,75,59,22,343,97,11,18,127,92,584,153
Marion,2019,"31,719",140,350,75,59,22,343,97,11,18,127,92,584,153
Marion,2020,"31,719",140,350,75,59,22,343,97,11,18,127,92,584,153
Marion,2011,"32,015",118,182,59,58,51,348,112,0,20,139,97,506,126
Marion,2012,"32,015",118,182,59,58,51,348,112,0,20,139,97,506,126
Marion,2013,"32,015",118,182,59,58,51,348,112,0,20,139,97,506,126
Marion,2014,"32,015",118,182,59,58,51,348,112,0,20,139,97,506,126
Marion,2015,"32,015",118,182,59,58,51,348,112,0,20,139,97,506,126
Marshall,2016,"33,619",741,482,198,87,71,"1,475",88,15,21,"2,437",725,"1,689",529
Marshall,2017,"33,619",741,482,198,87,71,"1,475",88,15,21,"2,437",725,"1,689",529
Marshall,2018,"33,619",741,482,198,87,71,"1,475",88,15,21,"2,437",725,"1,689",529
Marshall,2019,"33,619",741,482,198,87,71,"1,475",88,15,21,"2,437",725,"1,689",529
Marshall,2020,"33,619",741,482,198,87,71,"1,475",88,15,21,"2,437",725,"1,689",529
Marshall,2011,"34,575",680,709,171,145,91,"1,183",60,0,20,"3,666",689,684,289
Marshall,2012,"34,575",680,709,171,145,91,"1,183",60,0,20,"3,666",689,684,289
Marshall,2013,"34,575",680,709,171,145,91,"1,183",60,0,20,"3,666",689,684,289
Marshall,2014,"34,575",680,709,171,145,91,"1,183",60,0,20,"3,666",689,684,289
Marshall,2015,"34,575",680,709,171,145,91,"1,183",60,0,20,"3,666",689,684,289
Mills,2016,"14,483",79,72,53,86,52,58,20,0,16,101,64,223,52
Mills,2017,"14,483",79,72,53,86,52,58,20,0,16,101,64,223,52
Mills,2018,"14,483",79,72,53,86,52,58,20,0,16,101,64,223,52
Mills,2019,"14,483",79,72,53,86,52,58,20,0,16,101,64,223,52
Mills,2020,"14,483",79,72,53,86,52,58,20,0,16,101,64,223,52
Mills,2011,"14,496",9,107,32,61,61,12,13,0,15,6,9,180,64
Mills,2012,"14,496",9,107,32,61,61,12,13,0,15,6,9,180,64
Mills,2013,"14,496",9,107,32,61,61,12,13,0,15,6,9,180,64
Mills,2014,"14,496",9,107,32,61,61,12,13,0,15,6,9,180,64
Mills,2015,"14,496",9,107,32,61,61,12,13,0,15,6,9,180,64
Mitchell,2016,"10,362",26,47,32,28,28,44,23,0,16,22,20,85,46
Mitchell,2017,"10,362",26,47,32,28,28,44,23,0,16,22,20,85,46
Mitchell,2018,"10,362",26,47,32,28,28,44,23,0,16,22,20,85,46
Mitchell,2019,"10,362",26,47,32,28,28,44,23,0,16,22,20,85,46
Mitchell,2020,"10,362",26,47,32,28,28,44,23,0,16,22,20,85,46
Mitchell,2011,"10,633",77,15,18,2,4,10,8,0,15,12,12,90,82
Mitchell,2012,"10,633",77,15,18,2,4,10,8,0,15,12,12,90,82
Mitchell,2013,"10,633",77,15,18,2,4,10,8,0,15,12,12,90,82
Mitchell,2014,"10,633",77,15,18,2,4,10,8,0,15,12,12,90,82
Mitchell,2015,"10,633",77,15,18,2,4,10,8,0,15,12,12,90,82
Monona,2016,"8,314",21,28,36,111,88,0,14,36,55,5,7,181,89
Monona,2017,"8,314",21,28,36,111,88,0,14,36,55,5,7,181,89
Monona,2018,"8,314",21,28,36,111,88,0,14,36,55,5,7,181,89
Monona,2019,"8,314",21,28,36,111,88,0,14,36,55,5,7,181,89
Monona,2020,"8,314",21,28,36,111,88,0,14,36,55,5,7,181,89
Monona,2011,"8,826",7,49,62,117,103,11,17,0,13,6,7,79,55
Monona,2012,"8,826",7,49,62,117,103,11,17,0,13,6,7,79,55
Monona,2013,"8,826",7,49,62,117,103,11,17,0,13,6,7,79,55
Monona,2014,"8,826",7,49,62,117,103,11,17,0,13,6,7,79,55
Monona,2015,"8,826",7,49,62,117,103,11,17,0,13,6,7,79,55
Monroe,2016,"7,476",98,2,4,0,14,22,31,0,14,1,2,260,87
Monroe,2017,"7,476",98,2,4,0,14,22,31,0,14,1,2,260,87
Monroe,2018,"7,476",98,2,4,0,14,22,31,0,14,1,2,260,87
Monroe,2019,"7,476",98,2,4,0,14,22,31,0,14,1,2,260,87
Monroe,2020,"7,476",98,2,4,0,14,22,31,0,14,1,2,260,87
