County,Age,Age Group Estimate,Age Group ME,Year
Crawford,50 to 54 years,"1,033",234,2016
Crawford,50 to 54 years,"1,033",234,2017
Crawford,50 to 54 years,"1,033",234,2018
Crawford,50 to 54 years,"1,033",234,2019
Crawford,50 to 54 years,"1,033",234,2020
Crawford,55 to 59 years,"1,402",259,2016
Crawford,55 to 59 years,"1,402",259,2017
Crawford,55 to 59 years,"1,402",259,2018
Crawford,55 to 59 years,"1,402",259,2019
Crawford,55 to 59 years,"1,402",259,2020
Crawford,60 and 61 years,376,138,2016
Crawford,60 and 61 years,376,138,2017
Crawford,60 and 61 years,376,138,2018
Crawford,60 and 61 years,376,138,2019
Crawford,60 and 61 years,376,138,2020
Crawford,62 to 64 years,569,136,2016
Crawford,62 to 64 years,569,136,2017
Crawford,62 to 64 years,569,136,2018
Crawford,62 to 64 years,569,136,2019
Crawford,62 to 64 years,569,136,2020
Crawford,65 and 66 years,476,224,2016
Crawford,65 and 66 years,476,224,2017
Crawford,65 and 66 years,476,224,2018
Crawford,65 and 66 years,476,224,2019
Crawford,65 and 66 years,476,224,2020
Crawford,67 to 69 years,450,167,2016
Crawford,67 to 69 years,450,167,2017
Crawford,67 to 69 years,450,167,2018
Crawford,67 to 69 years,450,167,2019
Crawford,67 to 69 years,450,167,2020
Crawford,70 to 74 years,602,153,2016
Crawford,70 to 74 years,602,153,2017
Crawford,70 to 74 years,602,153,2018
Crawford,70 to 74 years,602,153,2019
Crawford,70 to 74 years,602,153,2020
Crawford,75 to 79 years,486,137,2016
Crawford,75 to 79 years,486,137,2017
Crawford,75 to 79 years,486,137,2018
Crawford,75 to 79 years,486,137,2019
Crawford,75 to 79 years,486,137,2020
Crawford,80 to 84 years,491,166,2016
Crawford,80 to 84 years,491,166,2017
Crawford,80 to 84 years,491,166,2018
Crawford,80 to 84 years,491,166,2019
Crawford,80 to 84 years,491,166,2020
Crawford,85 years and over,390,145,2016
Crawford,85 years and over,390,145,2017
Crawford,85 years and over,390,145,2018
Crawford,85 years and over,390,145,2019
Crawford,85 years and over,390,145,2020
Dallas,21 years,723,300,2016
Dallas,21 years,723,300,2017
Dallas,21 years,723,300,2018
Dallas,21 years,723,300,2019
Dallas,21 years,723,300,2020
Dallas,22 to 24 years,"3,197",429,2016
Dallas,22 to 24 years,"3,197",429,2017
Dallas,22 to 24 years,"3,197",429,2018
Dallas,22 to 24 years,"3,197",429,2019
Dallas,22 to 24 years,"3,197",429,2020
Dallas,25 to 29 years,"6,182",264,2016
Dallas,25 to 29 years,"6,182",264,2017
Dallas,25 to 29 years,"6,182",264,2018
Dallas,25 to 29 years,"6,182",264,2019
Dallas,25 to 29 years,"6,182",264,2020
Dallas,30 to 34 years,"7,116",311,2016
Dallas,30 to 34 years,"7,116",311,2017
Dallas,30 to 34 years,"7,116",311,2018
Dallas,30 to 34 years,"7,116",311,2019
Dallas,30 to 34 years,"7,116",311,2020
Dallas,35 to 39 years,"8,351",724,2016
Dallas,35 to 39 years,"8,351",724,2017
Dallas,35 to 39 years,"8,351",724,2018
Dallas,35 to 39 years,"8,351",724,2019
Dallas,35 to 39 years,"8,351",724,2020
Dallas,40 to 44 years,"6,403",752,2016
Dallas,40 to 44 years,"6,403",752,2017
Dallas,40 to 44 years,"6,403",752,2018
Dallas,40 to 44 years,"6,403",752,2019
Dallas,40 to 44 years,"6,403",752,2020
Dallas,45 to 49 years,"5,962",263,2016
Dallas,45 to 49 years,"5,962",263,2017
Dallas,45 to 49 years,"5,962",263,2018
Dallas,45 to 49 years,"5,962",263,2019
Dallas,45 to 49 years,"5,962",263,2020
Dallas,50 to 54 years,"5,365",252,2016
Dallas,50 to 54 years,"5,365",252,2017
Dallas,50 to 54 years,"5,365",252,2018
Dallas,50 to 54 years,"5,365",252,2019
Dallas,50 to 54 years,"5,365",252,2020
Dallas,55 to 59 years,"4,613",477,2016
Dallas,55 to 59 years,"4,613",477,2017
Dallas,55 to 59 years,"4,613",477,2018
Dallas,55 to 59 years,"4,613",477,2019
Dallas,55 to 59 years,"4,613",477,2020
Dallas,60 and 61 years,"1,935",420,2016
Dallas,60 and 61 years,"1,935",420,2017
Dallas,60 and 61 years,"1,935",420,2018
Dallas,60 and 61 years,"1,935",420,2019
Dallas,60 and 61 years,"1,935",420,2020
Dallas,62 to 64 years,"2,472",392,2016
Dallas,62 to 64 years,"2,472",392,2017
Dallas,62 to 64 years,"2,472",392,2018
Dallas,62 to 64 years,"2,472",392,2019
Dallas,62 to 64 years,"2,472",392,2020
Dallas,65 and 66 years,"1,356",305,2016
Dallas,65 and 66 years,"1,356",305,2017
Dallas,65 and 66 years,"1,356",305,2018
Dallas,65 and 66 years,"1,356",305,2019
Dallas,65 and 66 years,"1,356",305,2020
Dallas,67 to 69 years,"2,332",376,2016
Dallas,67 to 69 years,"2,332",376,2017
Dallas,67 to 69 years,"2,332",376,2018
Dallas,67 to 69 years,"2,332",376,2019
Dallas,67 to 69 years,"2,332",376,2020
Dallas,70 to 74 years,"2,516",345,2016
Dallas,70 to 74 years,"2,516",345,2017
Dallas,70 to 74 years,"2,516",345,2018
Dallas,70 to 74 years,"2,516",345,2019
Dallas,70 to 74 years,"2,516",345,2020
Dallas,75 to 79 years,"1,809",323,2016
Dallas,75 to 79 years,"1,809",323,2017
Dallas,75 to 79 years,"1,809",323,2018
Dallas,75 to 79 years,"1,809",323,2019
Dallas,75 to 79 years,"1,809",323,2020
Dallas,80 to 84 years,"1,186",276,2016
Dallas,80 to 84 years,"1,186",276,2017
Dallas,80 to 84 years,"1,186",276,2018
Dallas,80 to 84 years,"1,186",276,2019
Dallas,80 to 84 years,"1,186",276,2020
Dallas,85 years and over,"1,576",310,2016
Dallas,85 years and over,"1,576",310,2017
Dallas,85 years and over,"1,576",310,2018
Dallas,85 years and over,"1,576",310,2019
Dallas,85 years and over,"1,576",310,2020
Davis,21 years,95,71,2016
Davis,21 years,95,71,2017
Davis,21 years,95,71,2018
Davis,21 years,95,71,2019
Davis,21 years,95,71,2020
Davis,22 to 24 years,302,81,2016
Davis,22 to 24 years,302,81,2017
Davis,22 to 24 years,302,81,2018
Davis,22 to 24 years,302,81,2019
Davis,22 to 24 years,302,81,2020
Davis,25 to 29 years,494,33,2016
Davis,25 to 29 years,494,33,2017
Davis,25 to 29 years,494,33,2018
Davis,25 to 29 years,494,33,2019
Davis,25 to 29 years,494,33,2020
Davis,30 to 34 years,472,31,2016
Davis,30 to 34 years,472,31,2017
Davis,30 to 34 years,472,31,2018
Davis,30 to 34 years,472,31,2019
Davis,30 to 34 years,472,31,2020
Davis,35 to 39 years,473,133,2016
Davis,35 to 39 years,473,133,2017
Davis,35 to 39 years,473,133,2018
Davis,35 to 39 years,473,133,2019
Davis,35 to 39 years,473,133,2020
Davis,40 to 44 years,466,135,2016
Davis,40 to 44 years,466,135,2017
Davis,40 to 44 years,466,135,2018
Davis,40 to 44 years,466,135,2019
Davis,40 to 44 years,466,135,2020
Davis,45 to 49 years,516,39,2016
Davis,45 to 49 years,516,39,2017
Davis,45 to 49 years,516,39,2018
Davis,45 to 49 years,516,39,2019
Davis,45 to 49 years,516,39,2020
Davis,50 to 54 years,490,20,2016
Davis,50 to 54 years,490,20,2017
Davis,50 to 54 years,490,20,2018
Davis,50 to 54 years,490,20,2019
Davis,50 to 54 years,490,20,2020
Davis,55 to 59 years,516,125,2016
Davis,55 to 59 years,516,125,2017
Davis,55 to 59 years,516,125,2018
Davis,55 to 59 years,516,125,2019
Davis,55 to 59 years,516,125,2020
Davis,60 and 61 years,320,103,2016
Davis,60 and 61 years,320,103,2017
Davis,60 and 61 years,320,103,2018
Davis,60 and 61 years,320,103,2019
Davis,60 and 61 years,320,103,2020
Davis,62 to 64 years,302,127,2016
Davis,62 to 64 years,302,127,2017
Davis,62 to 64 years,302,127,2018
Davis,62 to 64 years,302,127,2019
Davis,62 to 64 years,302,127,2020
Davis,65 and 66 years,142,76,2016
Davis,65 and 66 years,142,76,2017
Davis,65 and 66 years,142,76,2018
Davis,65 and 66 years,142,76,2019
Davis,65 and 66 years,142,76,2020
Davis,67 to 69 years,235,96,2016
Davis,67 to 69 years,235,96,2017
Davis,67 to 69 years,235,96,2018
Davis,67 to 69 years,235,96,2019
Davis,67 to 69 years,235,96,2020
Davis,70 to 74 years,461,109,2016
Davis,70 to 74 years,461,109,2017
Davis,70 to 74 years,461,109,2018
Davis,70 to 74 years,461,109,2019
Davis,70 to 74 years,461,109,2020
Davis,75 to 79 years,243,80,2016
Davis,75 to 79 years,243,80,2017
Davis,75 to 79 years,243,80,2018
Davis,75 to 79 years,243,80,2019
Davis,75 to 79 years,243,80,2020
Davis,80 to 84 years,225,86,2016
Davis,80 to 84 years,225,86,2017
Davis,80 to 84 years,225,86,2018
Davis,80 to 84 years,225,86,2019
Davis,80 to 84 years,225,86,2020
Davis,85 years and over,264,99,2016
Davis,85 years and over,264,99,2017
Davis,85 years and over,264,99,2018
Davis,85 years and over,264,99,2019
Davis,85 years and over,264,99,2020
Decatur,21 years,169,100,2016
Decatur,21 years,169,100,2017
Decatur,21 years,169,100,2018
Decatur,21 years,169,100,2019
Decatur,21 years,169,100,2020
Decatur,22 to 24 years,545,169,2016
Decatur,22 to 24 years,545,169,2017
Decatur,22 to 24 years,545,169,2018
Decatur,22 to 24 years,545,169,2019
Decatur,22 to 24 years,545,169,2020
Decatur,25 to 29 years,366,28,2016
Decatur,25 to 29 years,366,28,2017
Decatur,25 to 29 years,366,28,2018
Decatur,25 to 29 years,366,28,2019
Decatur,25 to 29 years,366,28,2020
Decatur,30 to 34 years,401,44,2016
Decatur,30 to 34 years,401,44,2017
Decatur,30 to 34 years,401,44,2018
Decatur,30 to 34 years,401,44,2019
Decatur,30 to 34 years,401,44,2020
Decatur,35 to 39 years,429,109,2016
Decatur,35 to 39 years,429,109,2017
Decatur,35 to 39 years,429,109,2018
Decatur,35 to 39 years,429,109,2019
Decatur,35 to 39 years,429,109,2020
Decatur,40 to 44 years,298,102,2016
Decatur,40 to 44 years,298,102,2017
Decatur,40 to 44 years,298,102,2018
Decatur,40 to 44 years,298,102,2019
Decatur,40 to 44 years,298,102,2020
Decatur,45 to 49 years,368,18,2016
Decatur,45 to 49 years,368,18,2017
Decatur,45 to 49 years,368,18,2018
Decatur,45 to 49 years,368,18,2019
Decatur,45 to 49 years,368,18,2020
Decatur,50 to 54 years,388,34,2016
Decatur,50 to 54 years,388,34,2017
Decatur,50 to 54 years,388,34,2018
Decatur,50 to 54 years,388,34,2019
Decatur,50 to 54 years,388,34,2020
Decatur,55 to 59 years,476,89,2016
Decatur,55 to 59 years,476,89,2017
Decatur,55 to 59 years,476,89,2018
Decatur,55 to 59 years,476,89,2019
Decatur,55 to 59 years,476,89,2020
Decatur,60 and 61 years,188,72,2016
Decatur,60 and 61 years,188,72,2017
Decatur,60 and 61 years,188,72,2018
Decatur,60 and 61 years,188,72,2019
Decatur,60 and 61 years,188,72,2020
Decatur,62 to 64 years,317,90,2016
Decatur,62 to 64 years,317,90,2017
Decatur,62 to 64 years,317,90,2018
Decatur,62 to 64 years,317,90,2019
Decatur,62 to 64 years,317,90,2020
Decatur,65 and 66 years,228,79,2016
Decatur,65 and 66 years,228,79,2017
Decatur,65 and 66 years,228,79,2018
Decatur,65 and 66 years,228,79,2019
Decatur,65 and 66 years,228,79,2020
Decatur,67 to 69 years,239,72,2016
Decatur,67 to 69 years,239,72,2017
Decatur,67 to 69 years,239,72,2018
Decatur,67 to 69 years,239,72,2019
Decatur,67 to 69 years,239,72,2020
Decatur,70 to 74 years,354,91,2016
Decatur,70 to 74 years,354,91,2017
Decatur,70 to 74 years,354,91,2018
Decatur,70 to 74 years,354,91,2019
Decatur,70 to 74 years,354,91,2020
Decatur,75 to 79 years,321,100,2016
Decatur,75 to 79 years,321,100,2017
Decatur,75 to 79 years,321,100,2018
Decatur,75 to 79 years,321,100,2019
Decatur,75 to 79 years,321,100,2020
Decatur,80 to 84 years,210,66,2016
Decatur,80 to 84 years,210,66,2017
Decatur,80 to 84 years,210,66,2018
Decatur,80 to 84 years,210,66,2019
Decatur,80 to 84 years,210,66,2020
Decatur,85 years and over,252,94,2016
Decatur,85 years and over,252,94,2017
Decatur,85 years and over,252,94,2018
Decatur,85 years and over,252,94,2019
Decatur,85 years and over,252,94,2020
Delaware,21 years,171,114,2016
Delaware,21 years,171,114,2017
Delaware,21 years,171,114,2018
Delaware,21 years,171,114,2019
Delaware,21 years,171,114,2020
Delaware,22 to 24 years,565,137,2016
Delaware,22 to 24 years,565,137,2017
Delaware,22 to 24 years,565,137,2018
Delaware,22 to 24 years,565,137,2019
Delaware,22 to 24 years,565,137,2020
Delaware,25 to 29 years,763,20,2016
Delaware,25 to 29 years,763,20,2017
Delaware,25 to 29 years,763,20,2018
Delaware,25 to 29 years,763,20,2019
Delaware,25 to 29 years,763,20,2020
Delaware,30 to 34 years,829,22,2016
Delaware,30 to 34 years,829,22,2017
Delaware,30 to 34 years,829,22,2018
Delaware,30 to 34 years,829,22,2019
Delaware,30 to 34 years,829,22,2020
Delaware,35 to 39 years,931,220,2016
Delaware,35 to 39 years,931,220,2017
Delaware,35 to 39 years,931,220,2018
Delaware,35 to 39 years,931,220,2019
Delaware,35 to 39 years,931,220,2020
Delaware,40 to 44 years,967,201,2016
Delaware,40 to 44 years,967,201,2017
Delaware,40 to 44 years,967,201,2018
Delaware,40 to 44 years,967,201,2019
Delaware,40 to 44 years,967,201,2020
Delaware,45 to 49 years,965,27,2016
Delaware,45 to 49 years,965,27,2017
Delaware,45 to 49 years,965,27,2018
Delaware,45 to 49 years,965,27,2019
Delaware,45 to 49 years,965,27,2020
Delaware,50 to 54 years,"1,141",32,2016
Delaware,50 to 54 years,"1,141",32,2017
Delaware,50 to 54 years,"1,141",32,2018
Delaware,50 to 54 years,"1,141",32,2019
Delaware,50 to 54 years,"1,141",32,2020
Delaware,55 to 59 years,"1,535",232,2016
Delaware,55 to 59 years,"1,535",232,2017
Delaware,55 to 59 years,"1,535",232,2018
Delaware,55 to 59 years,"1,535",232,2019
Delaware,55 to 59 years,"1,535",232,2020
Delaware,60 and 61 years,527,171,2016
Delaware,60 and 61 years,527,171,2017
Delaware,60 and 61 years,527,171,2018
Delaware,60 and 61 years,527,171,2019
Delaware,60 and 61 years,527,171,2020
Delaware,62 to 64 years,796,196,2016
Delaware,62 to 64 years,796,196,2017
Delaware,62 to 64 years,796,196,2018
Delaware,62 to 64 years,796,196,2019
Delaware,62 to 64 years,796,196,2020
Delaware,65 and 66 years,421,157,2016
Delaware,65 and 66 years,421,157,2017
Delaware,65 and 66 years,421,157,2018
Delaware,65 and 66 years,421,157,2019
Delaware,65 and 66 years,421,157,2020
Delaware,67 to 69 years,735,168,2016
Delaware,67 to 69 years,735,168,2017
Delaware,67 to 69 years,735,168,2018
Delaware,67 to 69 years,735,168,2019
Delaware,67 to 69 years,735,168,2020
Delaware,70 to 74 years,633,158,2016
Delaware,70 to 74 years,633,158,2017
Delaware,70 to 74 years,633,158,2018
Delaware,70 to 74 years,633,158,2019
Delaware,70 to 74 years,633,158,2020
Delaware,75 to 79 years,345,124,2016
Delaware,75 to 79 years,345,124,2017
Delaware,75 to 79 years,345,124,2018
Delaware,75 to 79 years,345,124,2019
Delaware,75 to 79 years,345,124,2020
Delaware,80 to 84 years,677,184,2016
Delaware,80 to 84 years,677,184,2017
Delaware,80 to 84 years,677,184,2018
Delaware,80 to 84 years,677,184,2019
Delaware,80 to 84 years,677,184,2020
Delaware,85 years and over,516,145,2016
Delaware,85 years and over,516,145,2017
Delaware,85 years and over,516,145,2018
Delaware,85 years and over,516,145,2019
Delaware,85 years and over,516,145,2020
Des Moines,21 years,344,146,2016
Des Moines,21 years,344,146,2017
Des Moines,21 years,344,146,2018
Des Moines,21 years,344,146,2019
Des Moines,21 years,344,146,2020
Des Moines,22 to 24 years,"1,306",220,2016
Des Moines,22 to 24 years,"1,306",220,2017
Des Moines,22 to 24 years,"1,306",220,2018
Des Moines,22 to 24 years,"1,306",220,2019
Des Moines,22 to 24 years,"1,306",220,2020
Des Moines,25 to 29 years,"2,207",183,2016
Des Moines,25 to 29 years,"2,207",183,2017
Des Moines,25 to 29 years,"2,207",183,2018
Des Moines,25 to 29 years,"2,207",183,2019
Des Moines,25 to 29 years,"2,207",183,2020
Des Moines,30 to 34 years,"2,231",218,2016
Des Moines,30 to 34 years,"2,231",218,2017
Des Moines,30 to 34 years,"2,231",218,2018
Des Moines,30 to 34 years,"2,231",218,2019
Des Moines,30 to 34 years,"2,231",218,2020
Des Moines,35 to 39 years,"2,106",362,2016
Des Moines,35 to 39 years,"2,106",362,2017
Des Moines,35 to 39 years,"2,106",362,2018
Des Moines,35 to 39 years,"2,106",362,2019
Des Moines,35 to 39 years,"2,106",362,2020
Des Moines,40 to 44 years,"2,411",372,2016
Des Moines,40 to 44 years,"2,411",372,2017
Des Moines,40 to 44 years,"2,411",372,2018
Des Moines,40 to 44 years,"2,411",372,2019
Des Moines,40 to 44 years,"2,411",372,2020
Des Moines,45 to 49 years,"2,270",105,2016
Des Moines,45 to 49 years,"2,270",105,2017
Des Moines,45 to 49 years,"2,270",105,2018
Des Moines,45 to 49 years,"2,270",105,2019
Des Moines,45 to 49 years,"2,270",105,2020
Des Moines,50 to 54 years,"2,488",132,2016
Des Moines,50 to 54 years,"2,488",132,2017
Des Moines,50 to 54 years,"2,488",132,2018
Des Moines,50 to 54 years,"2,488",132,2019
Des Moines,50 to 54 years,"2,488",132,2020
Des Moines,55 to 59 years,"2,548",353,2016
Des Moines,55 to 59 years,"2,548",353,2017
Des Moines,55 to 59 years,"2,548",353,2018
Des Moines,55 to 59 years,"2,548",353,2019
Des Moines,55 to 59 years,"2,548",353,2020
Des Moines,60 and 61 years,"1,324",265,2016
Des Moines,60 and 61 years,"1,324",265,2017
Des Moines,60 and 61 years,"1,324",265,2018
Des Moines,60 and 61 years,"1,324",265,2019
Des Moines,60 and 61 years,"1,324",265,2020
Des Moines,62 to 64 years,"1,711",325,2016
Des Moines,62 to 64 years,"1,711",325,2017
Des Moines,62 to 64 years,"1,711",325,2018
Des Moines,62 to 64 years,"1,711",325,2019
Des Moines,62 to 64 years,"1,711",325,2020
Des Moines,65 and 66 years,987,225,2016
Des Moines,65 and 66 years,987,225,2017
Des Moines,65 and 66 years,987,225,2018
Des Moines,65 and 66 years,987,225,2019
Des Moines,65 and 66 years,987,225,2020
Des Moines,67 to 69 years,"1,484",275,2016
Des Moines,67 to 69 years,"1,484",275,2017
Des Moines,67 to 69 years,"1,484",275,2018
Des Moines,67 to 69 years,"1,484",275,2019
Des Moines,67 to 69 years,"1,484",275,2020
Des Moines,70 to 74 years,"1,976",284,2016
Des Moines,70 to 74 years,"1,976",284,2017
Des Moines,70 to 74 years,"1,976",284,2018
Des Moines,70 to 74 years,"1,976",284,2019
Des Moines,70 to 74 years,"1,976",284,2020
Des Moines,75 to 79 years,"1,311",264,2016
Des Moines,75 to 79 years,"1,311",264,2017
Des Moines,75 to 79 years,"1,311",264,2018
Des Moines,75 to 79 years,"1,311",264,2019
Des Moines,75 to 79 years,"1,311",264,2020
Des Moines,80 to 84 years,936,225,2016
Des Moines,80 to 84 years,936,225,2017
Des Moines,80 to 84 years,936,225,2018
Des Moines,80 to 84 years,936,225,2019
Des Moines,80 to 84 years,936,225,2020
Des Moines,85 years and over,"1,415",285,2016
Des Moines,85 years and over,"1,415",285,2017
Des Moines,85 years and over,"1,415",285,2018
Des Moines,85 years and over,"1,415",285,2019
Des Moines,85 years and over,"1,415",285,2020
Dickinson,21 years,109,85,2016
Dickinson,21 years,109,85,2017
Dickinson,21 years,109,85,2018
Dickinson,21 years,109,85,2019
Dickinson,21 years,109,85,2020
Dickinson,22 to 24 years,624,97,2016
Dickinson,22 to 24 years,624,97,2017
Dickinson,22 to 24 years,624,97,2018
Dickinson,22 to 24 years,624,97,2019
Dickinson,22 to 24 years,624,97,2020
Dickinson,25 to 29 years,809,33,2016
Dickinson,25 to 29 years,809,33,2017
Dickinson,25 to 29 years,809,33,2018
Dickinson,25 to 29 years,809,33,2019
Dickinson,25 to 29 years,809,33,2020
Dickinson,30 to 34 years,853,27,2016
Dickinson,30 to 34 years,853,27,2017
Dickinson,30 to 34 years,853,27,2018
Dickinson,30 to 34 years,853,27,2019
Dickinson,30 to 34 years,853,27,2020
Dickinson,35 to 39 years,994,213,2016
Dickinson,35 to 39 years,994,213,2017
Dickinson,35 to 39 years,994,213,2018
Dickinson,35 to 39 years,994,213,2019
Dickinson,35 to 39 years,994,213,2020
Dickinson,40 to 44 years,926,193,2016
Dickinson,40 to 44 years,926,193,2017
Dickinson,40 to 44 years,926,193,2018
Dickinson,40 to 44 years,926,193,2019
Dickinson,40 to 44 years,926,193,2020
Dickinson,45 to 49 years,961,35,2016
Dickinson,45 to 49 years,961,35,2017
Dickinson,45 to 49 years,961,35,2018
Dickinson,45 to 49 years,961,35,2019
Dickinson,45 to 49 years,961,35,2020
Dickinson,50 to 54 years,"1,027",44,2016
Dickinson,50 to 54 years,"1,027",44,2017
Dickinson,50 to 54 years,"1,027",44,2018
Dickinson,50 to 54 years,"1,027",44,2019
Dickinson,50 to 54 years,"1,027",44,2020
Dickinson,55 to 59 years,"1,281",242,2016
Dickinson,55 to 59 years,"1,281",242,2017
Dickinson,55 to 59 years,"1,281",242,2018
Dickinson,55 to 59 years,"1,281",242,2019
Dickinson,55 to 59 years,"1,281",242,2020
Dickinson,60 and 61 years,514,164,2016
Dickinson,60 and 61 years,514,164,2017
Dickinson,60 and 61 years,514,164,2018
Dickinson,60 and 61 years,514,164,2019
Dickinson,60 and 61 years,514,164,2020
Dickinson,62 to 64 years,986,262,2016
Dickinson,62 to 64 years,986,262,2017
Dickinson,62 to 64 years,986,262,2018
Dickinson,62 to 64 years,986,262,2019
Dickinson,62 to 64 years,986,262,2020
Dickinson,65 and 66 years,571,158,2016
Dickinson,65 and 66 years,571,158,2017
Dickinson,65 and 66 years,571,158,2018
Dickinson,65 and 66 years,571,158,2019
Dickinson,65 and 66 years,571,158,2020
Dickinson,67 to 69 years,844,167,2016
Dickinson,67 to 69 years,844,167,2017
Dickinson,67 to 69 years,844,167,2018
Dickinson,67 to 69 years,844,167,2019
Dickinson,67 to 69 years,844,167,2020
Dickinson,70 to 74 years,"1,125",180,2016
Dickinson,70 to 74 years,"1,125",180,2017
Dickinson,70 to 74 years,"1,125",180,2018
Dickinson,70 to 74 years,"1,125",180,2019
Dickinson,70 to 74 years,"1,125",180,2020
Dickinson,75 to 79 years,783,179,2016
Dickinson,75 to 79 years,783,179,2017
Dickinson,75 to 79 years,783,179,2018
Dickinson,75 to 79 years,783,179,2019
Dickinson,75 to 79 years,783,179,2020
Dickinson,80 to 84 years,533,152,2016
Dickinson,80 to 84 years,533,152,2017
Dickinson,80 to 84 years,533,152,2018
Dickinson,80 to 84 years,533,152,2019
Dickinson,80 to 84 years,533,152,2020
Dickinson,85 years and over,636,178,2016
Dickinson,85 years and over,636,178,2017
Dickinson,85 years and over,636,178,2018
Dickinson,85 years and over,636,178,2019
Dickinson,85 years and over,636,178,2020
Dubuque,21 years,"1,400",322,2016
Dubuque,21 years,"1,400",322,2017
Dubuque,21 years,"1,400",322,2018
Dubuque,21 years,"1,400",322,2019
Dubuque,21 years,"1,400",322,2020
Dubuque,22 to 24 years,"3,775",462,2016
Dubuque,22 to 24 years,"3,775",462,2017
Dubuque,22 to 24 years,"3,775",462,2018
Dubuque,22 to 24 years,"3,775",462,2019
Dubuque,22 to 24 years,"3,775",462,2020
Dubuque,25 to 29 years,"6,307",254,2016
Dubuque,25 to 29 years,"6,307",254,2017
Dubuque,25 to 29 years,"6,307",254,2018
Dubuque,25 to 29 years,"6,307",254,2019
Dubuque,25 to 29 years,"6,307",254,2020
Dubuque,30 to 34 years,"5,810",194,2016
Dubuque,30 to 34 years,"5,810",194,2017
Dubuque,30 to 34 years,"5,810",194,2018
Dubuque,30 to 34 years,"5,810",194,2019
Dubuque,30 to 34 years,"5,810",194,2020
Dubuque,35 to 39 years,"6,166",445,2016
Dubuque,35 to 39 years,"6,166",445,2017
Dubuque,35 to 39 years,"6,166",445,2018
Dubuque,35 to 39 years,"6,166",445,2019
Dubuque,35 to 39 years,"6,166",445,2020
Dubuque,40 to 44 years,"4,858",448,2016
Dubuque,40 to 44 years,"4,858",448,2017
Dubuque,40 to 44 years,"4,858",448,2018
Dubuque,40 to 44 years,"4,858",448,2019
Dubuque,40 to 44 years,"4,858",448,2020
Dubuque,45 to 49 years,"5,323",161,2016
Dubuque,45 to 49 years,"5,323",161,2017
Dubuque,45 to 49 years,"5,323",161,2018
Dubuque,45 to 49 years,"5,323",161,2019
Dubuque,45 to 49 years,"5,323",161,2020
Dubuque,50 to 54 years,"6,164",156,2016
Dubuque,50 to 54 years,"6,164",156,2017
Dubuque,50 to 54 years,"6,164",156,2018
Dubuque,50 to 54 years,"6,164",156,2019
Dubuque,50 to 54 years,"6,164",156,2020
Dubuque,55 to 59 years,"6,675",434,2016
Dubuque,55 to 59 years,"6,675",434,2017
Dubuque,55 to 59 years,"6,675",434,2018
Dubuque,55 to 59 years,"6,675",434,2019
Dubuque,55 to 59 years,"6,675",434,2020
Dubuque,60 and 61 years,"2,680",372,2016
Dubuque,60 and 61 years,"2,680",372,2017
Dubuque,60 and 61 years,"2,680",372,2018
Dubuque,60 and 61 years,"2,680",372,2019
Dubuque,60 and 61 years,"2,680",372,2020
Dubuque,62 to 64 years,"3,959",387,2016
Dubuque,62 to 64 years,"3,959",387,2017
Dubuque,62 to 64 years,"3,959",387,2018
Dubuque,62 to 64 years,"3,959",387,2019
Dubuque,62 to 64 years,"3,959",387,2020
Dubuque,65 and 66 years,"2,427",379,2016
Dubuque,65 and 66 years,"2,427",379,2017
Dubuque,65 and 66 years,"2,427",379,2018
Dubuque,65 and 66 years,"2,427",379,2019
Dubuque,65 and 66 years,"2,427",379,2020
Dubuque,67 to 69 years,"2,861",354,2016
Dubuque,67 to 69 years,"2,861",354,2017
Dubuque,67 to 69 years,"2,861",354,2018
Dubuque,67 to 69 years,"2,861",354,2019
Dubuque,67 to 69 years,"2,861",354,2020
Dubuque,70 to 74 years,"4,083",353,2016
Dubuque,70 to 74 years,"4,083",353,2017
Dubuque,70 to 74 years,"4,083",353,2018
Dubuque,70 to 74 years,"4,083",353,2019
Dubuque,70 to 74 years,"4,083",353,2020
Dubuque,75 to 79 years,"3,102",408,2016
Dubuque,75 to 79 years,"3,102",408,2017
Dubuque,75 to 79 years,"3,102",408,2018
Dubuque,75 to 79 years,"3,102",408,2019
Dubuque,75 to 79 years,"3,102",408,2020
Dubuque,80 to 84 years,"2,296",337,2016
Dubuque,80 to 84 years,"2,296",337,2017
Dubuque,80 to 84 years,"2,296",337,2018
Dubuque,80 to 84 years,"2,296",337,2019
Dubuque,80 to 84 years,"2,296",337,2020
Dubuque,85 years and over,"2,487",316,2016
Dubuque,85 years and over,"2,487",316,2017
Dubuque,85 years and over,"2,487",316,2018
Dubuque,85 years and over,"2,487",316,2019
Dubuque,85 years and over,"2,487",316,2020
Emmet,21 years,77,73,2016
Emmet,21 years,77,73,2017
Emmet,21 years,77,73,2018
Emmet,21 years,77,73,2019
Emmet,21 years,77,73,2020
Emmet,22 to 24 years,156,104,2016
Emmet,22 to 24 years,156,104,2017
Emmet,22 to 24 years,156,104,2018
Emmet,22 to 24 years,156,104,2019
Emmet,22 to 24 years,156,104,2020
Emmet,25 to 29 years,458,143,2016
Emmet,25 to 29 years,458,143,2017
Emmet,25 to 29 years,458,143,2018
Emmet,25 to 29 years,458,143,2019
Emmet,25 to 29 years,458,143,2020
Emmet,30 to 34 years,482,96,2016
