County,Age,Age Group Estimate,Age Group ME,Year
Muscatine,62 to 64 years,"1,701",311,2016-2020
Muscatine,65 and 66 years,"1,048",289,2016-2020
Muscatine,67 to 69 years,"1,517",354,2016-2020
Muscatine,70 to 74 years,"1,590",252,2016-2020
Muscatine,75 to 79 years,"1,082",223,2016-2020
Muscatine,80 to 84 years,804,212,2016-2020
Muscatine,85 years and over,974,254,2016-2020
O'Brien,21 years,76,50,2016-2020
O'Brien,22 to 24 years,545,106,2016-2020
O'Brien,25 to 29 years,769,45,2016-2020
O'Brien,30 to 34 years,803,102,2016-2020
O'Brien,35 to 39 years,721,161,2016-2020
O'Brien,40 to 44 years,786,182,2016-2020
O'Brien,45 to 49 years,720,59,2016-2020
O'Brien,50 to 54 years,774,40,2016-2020
O'Brien,55 to 59 years,"1,081",177,2016-2020
O'Brien,60 and 61 years,457,134,2016-2020
O'Brien,62 to 64 years,525,145,2016-2020
O'Brien,65 and 66 years,436,133,2016-2020
O'Brien,67 to 69 years,346,119,2016-2020
O'Brien,70 to 74 years,602,136,2016-2020
O'Brien,75 to 79 years,350,103,2016-2020
O'Brien,80 to 84 years,454,127,2016-2020
O'Brien,85 years and over,681,142,2016-2020
Osceola,21 years,87,56,2016-2020
Osceola,22 to 24 years,152,67,2016-2020
Osceola,25 to 29 years,317,21,2016-2020
Osceola,30 to 34 years,281,32,2016-2020
Osceola,35 to 39 years,328,74,2016-2020
Osceola,40 to 44 years,323,73,2016-2020
Osceola,45 to 49 years,301,30,2016-2020
Osceola,50 to 54 years,388,43,2016-2020
Osceola,55 to 59 years,456,82,2016-2020
Osceola,60 and 61 years,229,94,2016-2020
Osceola,62 to 64 years,322,83,2016-2020
Osceola,65 and 66 years,148,75,2016-2020
Osceola,67 to 69 years,176,63,2016-2020
Osceola,70 to 74 years,297,96,2016-2020
Osceola,75 to 79 years,242,75,2016-2020
Osceola,80 to 84 years,173,66,2016-2020
Osceola,85 years and over,255,65,2016-2020
Page,21 years,118,85,2016-2020
Page,22 to 24 years,559,140,2016-2020
Page,25 to 29 years,954,133,2016-2020
Page,30 to 34 years,853,77,2016-2020
Page,35 to 39 years,"1,112",182,2016-2020
Page,40 to 44 years,791,162,2016-2020
Page,45 to 49 years,889,42,2016-2020
Page,50 to 54 years,877,70,2016-2020
Page,55 to 59 years,"1,115",167,2016-2020
Page,60 and 61 years,409,116,2016-2020
Page,62 to 64 years,775,168,2016-2020
Page,65 and 66 years,456,124,2016-2020
Page,67 to 69 years,658,146,2016-2020
Page,70 to 74 years,669,155,2016-2020
Page,75 to 79 years,465,133,2016-2020
Page,80 to 84 years,542,158,2016-2020
Page,85 years and over,607,141,2016-2020
Palo Alto,21 years,114,71,2016-2020
Palo Alto,22 to 24 years,247,80,2016-2020
Palo Alto,25 to 29 years,458,26,2016-2020
Palo Alto,30 to 34 years,485,46,2016-2020
Palo Alto,35 to 39 years,529,112,2016-2020
Palo Alto,40 to 44 years,514,142,2016-2020
Palo Alto,45 to 49 years,444,22,2016-2020
Palo Alto,50 to 54 years,513,46,2016-2020
Palo Alto,55 to 59 years,717,109,2016-2020
Palo Alto,60 and 61 years,244,88,2016-2020
Palo Alto,62 to 64 years,326,87,2016-2020
Palo Alto,65 and 66 years,226,88,2016-2020
Palo Alto,67 to 69 years,317,94,2016-2020
Palo Alto,70 to 74 years,428,96,2016-2020
Palo Alto,75 to 79 years,333,84,2016-2020
Palo Alto,80 to 84 years,223,71,2016-2020
Palo Alto,85 years and over,421,92,2016-2020
Plymouth,21 years,210,123,2016-2020
Plymouth,22 to 24 years,884,185,2016-2020
Plymouth,25 to 29 years,"1,197",79,2016-2020
Plymouth,30 to 34 years,"1,367",80,2016-2020
Plymouth,35 to 39 years,"1,738",255,2016-2020
Plymouth,40 to 44 years,"1,258",235,2016-2020
Plymouth,45 to 49 years,"1,541",95,2016-2020
Plymouth,50 to 54 years,"1,610",82,2016-2020
Plymouth,55 to 59 years,"1,803",224,2016-2020
Plymouth,60 and 61 years,793,215,2016-2020
Plymouth,62 to 64 years,"1,004",227,2016-2020
Plymouth,65 and 66 years,681,149,2016-2020
Plymouth,67 to 69 years,865,175,2016-2020
Plymouth,70 to 74 years,955,183,2016-2020
Plymouth,75 to 79 years,663,184,2016-2020
Plymouth,80 to 84 years,534,137,2016-2020
Plymouth,85 years and over,968,172,2016-2020
Pocahontas,21 years,49,39,2016-2020
Pocahontas,22 to 24 years,309,90,2016-2020
Pocahontas,25 to 29 years,306,16,2016-2020
Pocahontas,30 to 34 years,313,12,2016-2020
Pocahontas,35 to 39 years,359,90,2016-2020
Pocahontas,40 to 44 years,331,88,2016-2020
Pocahontas,45 to 49 years,316,25,2016-2020
Pocahontas,50 to 54 years,429,47,2016-2020
Pocahontas,55 to 59 years,554,129,2016-2020
Pocahontas,60 and 61 years,290,83,2016-2020
Pocahontas,62 to 64 years,309,68,2016-2020
Pocahontas,65 and 66 years,146,46,2016-2020
Pocahontas,67 to 69 years,278,72,2016-2020
Pocahontas,70 to 74 years,346,72,2016-2020
Pocahontas,75 to 79 years,287,78,2016-2020
Pocahontas,80 to 84 years,190,68,2016-2020
Pocahontas,85 years and over,287,90,2016-2020
Polk,21 years,"5,018",816,2016-2020
Polk,22 to 24 years,"19,469","1,050",2016-2020
Polk,25 to 29 years,"38,078",113,2016-2020
Polk,30 to 34 years,"37,032",97,2016-2020
Polk,35 to 39 years,"35,354","1,823",2016-2020
Polk,40 to 44 years,"31,243","1,817",2016-2020
Polk,45 to 49 years,"30,512",102,2016-2020
Polk,50 to 54 years,"29,737",90,2016-2020
Polk,55 to 59 years,"31,495","1,316",2016-2020
Polk,60 and 61 years,"10,943","1,087",2016-2020
Polk,62 to 64 years,"14,734",994,2016-2020
Polk,65 and 66 years,"9,548",930,2016-2020
Polk,67 to 69 years,"12,445","1,118",2016-2020
Polk,70 to 74 years,"16,096","1,074",2016-2020
Polk,75 to 79 years,"10,814",806,2016-2020
Polk,80 to 84 years,"6,847",725,2016-2020
Polk,85 years and over,"7,686",807,2016-2020
Pottawattamie,21 years,"1,188",354,2016-2020
Pottawattamie,22 to 24 years,"3,301",394,2016-2020
Pottawattamie,25 to 29 years,"5,615",146,2016-2020
Pottawattamie,30 to 34 years,"5,583",167,2016-2020
Pottawattamie,35 to 39 years,"6,037",496,2016-2020
Pottawattamie,40 to 44 years,"5,188",495,2016-2020
Pottawattamie,45 to 49 years,"5,550",222,2016-2020
Pottawattamie,50 to 54 years,"5,998",163,2016-2020
Pottawattamie,55 to 59 years,"6,904",488,2016-2020
Pottawattamie,60 and 61 years,"2,745",457,2016-2020
Pottawattamie,62 to 64 years,"3,559",448,2016-2020
Pottawattamie,65 and 66 years,"2,442",386,2016-2020
Pottawattamie,67 to 69 years,"3,102",383,2016-2020
Pottawattamie,70 to 74 years,"3,986",406,2016-2020
Pottawattamie,75 to 79 years,"2,645",333,2016-2020
Pottawattamie,80 to 84 years,"1,902",329,2016-2020
Pottawattamie,85 years and over,"2,273",349,2016-2020
Poweshiek,21 years,520,212,2016-2020
Poweshiek,22 to 24 years,727,224,2016-2020
Poweshiek,25 to 29 years,881,81,2016-2020
Poweshiek,30 to 34 years,933,58,2016-2020
Poweshiek,35 to 39 years,696,199,2016-2020
Poweshiek,40 to 44 years,"1,090",202,2016-2020
Poweshiek,45 to 49 years,965,56,2016-2020
Poweshiek,50 to 54 years,"1,183",92,2016-2020
Poweshiek,55 to 59 years,"1,158",158,2016-2020
Poweshiek,60 and 61 years,445,135,2016-2020
Poweshiek,62 to 64 years,890,176,2016-2020
Poweshiek,65 and 66 years,411,121,2016-2020
Poweshiek,67 to 69 years,577,141,2016-2020
Poweshiek,70 to 74 years,986,154,2016-2020
Poweshiek,75 to 79 years,769,172,2016-2020
Poweshiek,80 to 84 years,509,136,2016-2020
Poweshiek,85 years and over,497,161,2016-2020
Ringgold,21 years,24,31,2016-2020
Ringgold,22 to 24 years,138,68,2016-2020
Ringgold,25 to 29 years,152,38,2016-2020
Ringgold,30 to 34 years,261,22,2016-2020
Ringgold,35 to 39 years,276,67,2016-2020
Ringgold,40 to 44 years,207,68,2016-2020
Ringgold,45 to 49 years,227,20,2016-2020
Ringgold,50 to 54 years,312,27,2016-2020
Ringgold,55 to 59 years,353,87,2016-2020
Ringgold,60 and 61 years,160,64,2016-2020
Ringgold,62 to 64 years,203,85,2016-2020
Ringgold,65 and 66 years,126,46,2016-2020
Ringgold,67 to 69 years,202,51,2016-2020
Ringgold,70 to 74 years,252,62,2016-2020
Ringgold,75 to 79 years,176,69,2016-2020
Ringgold,80 to 84 years,205,63,2016-2020
Ringgold,85 years and over,212,69,2016-2020
Sac,21 years,79,60,2016-2020
Sac,22 to 24 years,293,77,2016-2020
Sac,25 to 29 years,463,27,2016-2020
Sac,30 to 34 years,484,22,2016-2020
Sac,35 to 39 years,471,101,2016-2020
Sac,40 to 44 years,512,99,2016-2020
Sac,45 to 49 years,522,33,2016-2020
Sac,50 to 54 years,608,24,2016-2020
Sac,55 to 59 years,815,109,2016-2020
Sac,60 and 61 years,322,81,2016-2020
Sac,62 to 64 years,412,97,2016-2020
Sac,65 and 66 years,259,71,2016-2020
Sac,67 to 69 years,359,78,2016-2020
Sac,70 to 74 years,537,106,2016-2020
Sac,75 to 79 years,319,76,2016-2020
Sac,80 to 84 years,419,83,2016-2020
Sac,85 years and over,385,87,2016-2020
Scott,21 years,"1,890",511,2016-2020
Scott,22 to 24 years,"5,867",710,2016-2020
Scott,25 to 29 years,"11,192",177,2016-2020
Scott,30 to 34 years,"11,528",101,2016-2020
Scott,35 to 39 years,"11,806",869,2016-2020
Scott,40 to 44 years,"10,475",876,2016-2020
Scott,45 to 49 years,"10,615",111,2016-2020
Scott,50 to 54 years,"10,986",124,2016-2020
Scott,55 to 59 years,"11,393",772,2016-2020
Scott,60 and 61 years,"4,577",599,2016-2020
Scott,62 to 64 years,"6,929",712,2016-2020
Scott,65 and 66 years,"4,000",523,2016-2020
Scott,67 to 69 years,"5,642",612,2016-2020
Scott,70 to 74 years,"6,838",597,2016-2020
Scott,75 to 79 years,"4,772",519,2016-2020
Scott,80 to 84 years,"3,202",462,2016-2020
Scott,85 years and over,"3,573",438,2016-2020
Shelby,21 years,153,123,2016-2020
Shelby,22 to 24 years,296,121,2016-2020
Shelby,25 to 29 years,612,129,2016-2020
Shelby,30 to 34 years,546,37,2016-2020
Shelby,35 to 39 years,812,122,2016-2020
Shelby,40 to 44 years,365,115,2016-2020
Shelby,45 to 49 years,663,40,2016-2020
Shelby,50 to 54 years,746,18,2016-2020
Shelby,55 to 59 years,"1,001",162,2016-2020
Shelby,60 and 61 years,394,157,2016-2020
Shelby,62 to 64 years,432,117,2016-2020
Shelby,65 and 66 years,375,133,2016-2020
Shelby,67 to 69 years,362,98,2016-2020
Shelby,70 to 74 years,582,150,2016-2020
Shelby,75 to 79 years,459,131,2016-2020
Shelby,80 to 84 years,337,118,2016-2020
Shelby,85 years and over,549,133,2016-2020
Sioux,21 years,781,215,2016-2020
Sioux,22 to 24 years,"1,740",259,2016-2020
Sioux,25 to 29 years,"1,937",124,2016-2020
Sioux,30 to 34 years,"1,914",47,2016-2020
Sioux,35 to 39 years,"2,234",309,2016-2020
Sioux,40 to 44 years,"1,916",305,2016-2020
Sioux,45 to 49 years,"1,513",29,2016-2020
Sioux,50 to 54 years,"1,758",107,2016-2020
Sioux,55 to 59 years,"2,178",244,2016-2020
Sioux,60 and 61 years,818,203,2016-2020
Sioux,62 to 64 years,"1,121",217,2016-2020
Sioux,65 and 66 years,660,173,2016-2020
Sioux,67 to 69 years,835,195,2016-2020
Sioux,70 to 74 years,"1,231",211,2016-2020
Sioux,75 to 79 years,"1,116",231,2016-2020
Sioux,80 to 84 years,785,209,2016-2020
Sioux,85 years and over,796,219,2016-2020
Story,21 years,"4,891",942,2016-2020
Story,22 to 24 years,"10,524","1,264",2016-2020
Story,25 to 29 years,"7,645",212,2016-2020
Story,30 to 34 years,"5,324",134,2016-2020
Story,35 to 39 years,"5,605",524,2016-2020
Story,40 to 44 years,"3,976",492,2016-2020
Story,45 to 49 years,"4,053",220,2016-2020
Story,50 to 54 years,"4,001",180,2016-2020
Story,55 to 59 years,"4,692",448,2016-2020
Story,60 and 61 years,"1,809",373,2016-2020
Story,62 to 64 years,"2,606",397,2016-2020
Story,65 and 66 years,"1,895",420,2016-2020
Story,67 to 69 years,"2,043",331,2016-2020
Story,70 to 74 years,"2,776",458,2016-2020
Story,75 to 79 years,"1,856",328,2016-2020
Story,80 to 84 years,"1,503",322,2016-2020
Story,85 years and over,"1,785",359,2016-2020
Tama,21 years,136,66,2016-2020
Tama,22 to 24 years,536,116,2016-2020
Tama,25 to 29 years,826,56,2016-2020
Tama,30 to 34 years,974,97,2016-2020
Tama,35 to 39 years,954,135,2016-2020
Tama,40 to 44 years,755,123,2016-2020
Tama,45 to 49 years,"1,083",97,2016-2020
Tama,50 to 54 years,"1,056",19,2016-2020
Tama,55 to 59 years,"1,240",152,2016-2020
Tama,60 and 61 years,415,112,2016-2020
Tama,62 to 64 years,827,136,2016-2020
Tama,65 and 66 years,409,109,2016-2020
Tama,67 to 69 years,614,127,2016-2020
Tama,70 to 74 years,770,119,2016-2020
Tama,75 to 79 years,552,97,2016-2020
Tama,80 to 84 years,425,98,2016-2020
Tama,85 years and over,585,121,2016-2020
Taylor,21 years,130,74,2016-2020
Taylor,22 to 24 years,123,58,2016-2020
Taylor,25 to 29 years,290,21,2016-2020
Taylor,30 to 34 years,329,40,2016-2020
Taylor,35 to 39 years,348,76,2016-2020
Taylor,40 to 44 years,304,74,2016-2020
Taylor,45 to 49 years,311,27,2016-2020
Taylor,50 to 54 years,359,33,2016-2020
Taylor,55 to 59 years,401,83,2016-2020
Taylor,60 and 61 years,246,73,2016-2020
Taylor,62 to 64 years,265,85,2016-2020
Taylor,65 and 66 years,194,58,2016-2020
Taylor,67 to 69 years,216,56,2016-2020
Taylor,70 to 74 years,345,64,2016-2020
Taylor,75 to 79 years,270,68,2016-2020
Taylor,80 to 84 years,151,46,2016-2020
Taylor,85 years and over,224,64,2016-2020
Union,21 years,84,72,2016-2020
Union,22 to 24 years,458,146,2016-2020
Union,25 to 29 years,656,54,2016-2020
Union,30 to 34 years,802,117,2016-2020
Union,35 to 39 years,789,146,2016-2020
Union,40 to 44 years,627,163,2016-2020
Union,45 to 49 years,688,37,2016-2020
Union,50 to 54 years,717,25,2016-2020
Union,55 to 59 years,860,145,2016-2020
Union,60 and 61 years,354,105,2016-2020
Union,62 to 64 years,464,127,2016-2020
Union,65 and 66 years,455,150,2016-2020
Union,67 to 69 years,343,129,2016-2020
Union,70 to 74 years,532,131,2016-2020
Union,75 to 79 years,477,148,2016-2020
Union,80 to 84 years,334,155,2016-2020
Union,85 years and over,355,130,2016-2020
Van Buren,21 years,90,51,2016-2020
Van Buren,22 to 24 years,189,56,2016-2020
Van Buren,25 to 29 years,317,19,2016-2020
Van Buren,30 to 34 years,340,19,2016-2020
Van Buren,35 to 39 years,363,89,2016-2020
Van Buren,40 to 44 years,405,87,2016-2020
Van Buren,45 to 49 years,417,47,2016-2020
Van Buren,50 to 54 years,470,35,2016-2020
Van Buren,55 to 59 years,481,95,2016-2020
Van Buren,60 and 61 years,234,85,2016-2020
Van Buren,62 to 64 years,384,88,2016-2020
Van Buren,65 and 66 years,180,62,2016-2020
Van Buren,67 to 69 years,255,76,2016-2020
Van Buren,70 to 74 years,470,82,2016-2020
Van Buren,75 to 79 years,212,68,2016-2020
Van Buren,80 to 84 years,246,76,2016-2020
Van Buren,85 years and over,232,85,2016-2020
Wapello,21 years,567,221,2016-2020
Wapello,22 to 24 years,"1,033",250,2016-2020
Wapello,25 to 29 years,"2,283",234,2016-2020
Wapello,30 to 34 years,"2,123",172,2016-2020
Wapello,35 to 39 years,"2,216",384,2016-2020
Wapello,40 to 44 years,"1,781",360,2016-2020
Wapello,45 to 49 years,"2,098",228,2016-2020
Wapello,50 to 54 years,"2,288",201,2016-2020
Wapello,55 to 59 years,"2,148",328,2016-2020
Wapello,60 and 61 years,"1,029",228,2016-2020
Wapello,62 to 64 years,"1,838",349,2016-2020
Wapello,65 and 66 years,796,180,2016-2020
Wapello,67 to 69 years,"1,058",210,2016-2020
Wapello,70 to 74 years,"1,571",229,2016-2020
Wapello,75 to 79 years,"1,017",186,2016-2020
Wapello,80 to 84 years,795,199,2016-2020
Wapello,85 years and over,973,212,2016-2020
Warren,21 years,529,200,2016-2020
Warren,22 to 24 years,"1,618",323,2016-2020
Warren,25 to 29 years,"2,705",99,2016-2020
Warren,30 to 34 years,"3,076",115,2016-2020
Warren,35 to 39 years,"3,467",383,2016-2020
Warren,40 to 44 years,"3,279",343,2016-2020
Warren,45 to 49 years,"3,251",98,2016-2020
Warren,50 to 54 years,"3,266",81,2016-2020
Warren,55 to 59 years,"3,349",355,2016-2020
Warren,60 and 61 years,"1,481",320,2016-2020
Warren,62 to 64 years,"1,689",285,2016-2020
Warren,65 and 66 years,"1,200",227,2016-2020
Warren,67 to 69 years,"1,489",264,2016-2020
Warren,70 to 74 years,"2,035",277,2016-2020
Warren,75 to 79 years,"1,216",234,2016-2020
Warren,80 to 84 years,982,231,2016-2020
Warren,85 years and over,"1,126",290,2016-2020
Washington,21 years,268,146,2016-2020
Washington,22 to 24 years,762,173,2016-2020
Washington,25 to 29 years,"1,273",92,2016-2020
Washington,30 to 34 years,"1,185",85,2016-2020
Washington,35 to 39 years,"1,326",224,2016-2020
Washington,40 to 44 years,"1,413",238,2016-2020
Washington,45 to 49 years,"1,232",49,2016-2020
Washington,50 to 54 years,"1,433",53,2016-2020
Washington,55 to 59 years,"1,618",222,2016-2020
Washington,60 and 61 years,564,176,2016-2020
Washington,62 to 64 years,765,167,2016-2020
Washington,65 and 66 years,500,156,2016-2020
Washington,67 to 69 years,586,159,2016-2020
Washington,70 to 74 years,"1,180",194,2016-2020
Washington,75 to 79 years,714,172,2016-2020
Washington,80 to 84 years,460,135,2016-2020
Washington,85 years and over,757,152,2016-2020
Wayne,21 years,52,30,2016-2020
Wayne,22 to 24 years,222,58,2016-2020
Wayne,25 to 29 years,349,26,2016-2020
Wayne,30 to 34 years,347,33,2016-2020
Wayne,35 to 39 years,321,66,2016-2020
Wayne,40 to 44 years,301,65,2016-2020
Wayne,45 to 49 years,309,28,2016-2020
Wayne,50 to 54 years,349,18,2016-2020
Wayne,55 to 59 years,559,86,2016-2020
Wayne,60 and 61 years,172,51,2016-2020
Wayne,62 to 64 years,246,65,2016-2020
Wayne,65 and 66 years,134,46,2016-2020
Wayne,67 to 69 years,158,48,2016-2020
Wayne,70 to 74 years,388,56,2016-2020
Wayne,75 to 79 years,244,77,2016-2020
Wayne,80 to 84 years,270,76,2016-2020
Wayne,85 years and over,196,62,2016-2020
Webster,21 years,634,269,2016-2020
Webster,22 to 24 years,"1,489",303,2016-2020
Webster,25 to 29 years,"2,482",172,2016-2020
Webster,30 to 34 years,"1,996",146,2016-2020
Webster,35 to 39 years,"2,172",280,2016-2020
Webster,40 to 44 years,"1,824",319,2016-2020
Webster,45 to 49 years,"1,785",65,2016-2020
Webster,50 to 54 years,"2,304",123,2016-2020
Webster,55 to 59 years,"2,677",304,2016-2020
Webster,60 and 61 years,"1,161",242,2016-2020
Webster,62 to 64 years,"1,437",246,2016-2020
Webster,65 and 66 years,739,199,2016-2020
Webster,67 to 69 years,"1,506",261,2016-2020
Webster,70 to 74 years,"1,499",281,2016-2020
Webster,75 to 79 years,"1,027",226,2016-2020
Webster,80 to 84 years,933,233,2016-2020
Webster,85 years and over,"1,008",212,2016-2020
Winnebago,21 years,121,75,2016-2020
Winnebago,22 to 24 years,433,148,2016-2020
Winnebago,25 to 29 years,488,43,2016-2020
Winnebago,30 to 34 years,523,24,2016-2020
Winnebago,35 to 39 years,603,132,2016-2020
Winnebago,40 to 44 years,496,130,2016-2020
Winnebago,45 to 49 years,590,56,2016-2020
Winnebago,50 to 54 years,555,24,2016-2020
Winnebago,55 to 59 years,800,159,2016-2020
Winnebago,60 and 61 years,276,89,2016-2020
Winnebago,62 to 64 years,531,156,2016-2020
Winnebago,65 and 66 years,348,112,2016-2020
Winnebago,67 to 69 years,275,98,2016-2020
Winnebago,70 to 74 years,521,126,2016-2020
Winnebago,75 to 79 years,381,102,2016-2020
Winnebago,80 to 84 years,388,103,2016-2020
Winnebago,85 years and over,304,103,2016-2020
Winneshiek,21 years,517,154,2016-2020
Winneshiek,22 to 24 years,922,210,2016-2020
Winneshiek,25 to 29 years,906,98,2016-2020
Winneshiek,30 to 34 years,961,89,2016-2020
Winneshiek,35 to 39 years,939,191,2016-2020
Winneshiek,40 to 44 years,986,190,2016-2020
Winneshiek,45 to 49 years,"1,035",51,2016-2020
Winneshiek,50 to 54 years,"1,218",25,2016-2020
Winneshiek,55 to 59 years,"1,473",185,2016-2020
Winneshiek,60 and 61 years,783,163,2016-2020
Winneshiek,62 to 64 years,787,149,2016-2020
Winneshiek,65 and 66 years,568,122,2016-2020
Winneshiek,67 to 69 years,572,132,2016-2020
Winneshiek,70 to 74 years,"1,058",149,2016-2020
Winneshiek,75 to 79 years,737,167,2016-2020
Winneshiek,80 to 84 years,542,136,2016-2020
Winneshiek,85 years and over,670,140,2016-2020
Woodbury,21 years,"1,264",325,2016-2020
Woodbury,22 to 24 years,"4,006",548,2016-2020
Woodbury,25 to 29 years,"6,807",296,2016-2020
Woodbury,30 to 34 years,"6,609",302,2016-2020
Woodbury,35 to 39 years,"6,747",693,2016-2020
Woodbury,40 to 44 years,"5,778",659,2016-2020
Woodbury,45 to 49 years,"6,021",309,2016-2020
Woodbury,50 to 54 years,"6,004",287,2016-2020
Woodbury,55 to 59 years,"6,601",635,2016-2020
Woodbury,60 and 61 years,"2,329",414,2016-2020
Woodbury,62 to 64 years,"3,650",552,2016-2020
Woodbury,65 and 66 years,"2,231",390,2016-2020
Woodbury,67 to 69 years,"3,582",516,2016-2020
Woodbury,70 to 74 years,"3,245",435,2016-2020
Woodbury,75 to 79 years,"2,708",395,2016-2020
Woodbury,80 to 84 years,"1,888",359,2016-2020
Woodbury,85 years and over,"1,798",315,2016-2020
Worth,21 years,44,38,2016-2020
Worth,22 to 24 years,276,66,2016-2020
Worth,25 to 29 years,428,33,2016-2020
Worth,30 to 34 years,384,36,2016-2020
Worth,35 to 39 years,412,84,2016-2020
Worth,40 to 44 years,470,94,2016-2020
Worth,45 to 49 years,447,18,2016-2020
Worth,50 to 54 years,501,15,2016-2020
Worth,55 to 59 years,619,84,2016-2020
Worth,60 and 61 years,229,71,2016-2020
Worth,62 to 64 years,283,78,2016-2020
Worth,65 and 66 years,153,60,2016-2020
Worth,67 to 69 years,267,75,2016-2020
Worth,70 to 74 years,420,86,2016-2020
Worth,75 to 79 years,247,72,2016-2020
Worth,80 to 84 years,255,68,2016-2020
Worth,85 years and over,213,58,2016-2020
Wright,21 years,130,105,2016-2020
Wright,22 to 24 years,409,132,2016-2020
Wright,25 to 29 years,691,65,2016-2020
Wright,30 to 34 years,824,97,2016-2020
Wright,35 to 39 years,621,150,2016-2020
Wright,40 to 44 years,714,127,2016-2020
Wright,45 to 49 years,623,47,2016-2020
Wright,50 to 54 years,660,25,2016-2020
Wright,55 to 59 years,720,163,2016-2020
Wright,60 and 61 years,427,132,2016-2020
Wright,62 to 64 years,699,146,2016-2020
Wright,65 and 66 years,431,130,2016-2020
Wright,67 to 69 years,416,117,2016-2020
Wright,70 to 74 years,561,124,2016-2020
Wright,75 to 79 years,378,104,2016-2020
Wright,80 to 84 years,460,148,2016-2020
Wright,85 years and over,562,141,2016-2020
Adair,21 years,44,32,2011-2015
Adair,22 to 24 years,226,53,2011-2015
Adair,25 to 29 years,362,16,2011-2015
Adair,30 to 34 years,400,16,2011-2015
Adair,35 to 39 years,312,76,2011-2015
Adair,40 to 44 years,440,76,2011-2015
Adair,45 to 49 years,477,27,2011-2015
Adair,50 to 54 years,620,17,2011-2015
Adair,55 to 59 years,533,69,2011-2015
Adair,60 and 61 years,225,69,2011-2015
Adair,62 to 64 years,296,66,2011-2015
Adair,65 and 66 years,151,52,2011-2015
Adair,67 to 69 years,266,63,2011-2015
Adair,70 to 74 years,337,60,2011-2015
Adair,75 to 79 years,291,62,2011-2015
Adair,80 to 84 years,296,55,2011-2015
Adair,85 years and over,331,30,2011-2015
Adams,21 years,45,34,2011-2015
Adams,22 to 24 years,137,51,2011-2015
Adams,25 to 29 years,198,18,2011-2015
Adams,30 to 34 years,213,13,2011-2015
Adams,35 to 39 years,177,41,2011-2015
Adams,40 to 44 years,202,44,2011-2015
Adams,45 to 49 years,231,17,2011-2015
Adams,50 to 54 years,365,40,2011-2015
Adams,55 to 59 years,326,48,2011-2015
Adams,60 and 61 years,104,36,2011-2015
Adams,62 to 64 years,135,44,2011-2015
Adams,65 and 66 years,79,32,2011-2015
Adams,67 to 69 years,128,40,2011-2015
Adams,70 to 74 years,224,50,2011-2015
Adams,75 to 79 years,125,38,2011-2015
Adams,80 to 84 years,142,42,2011-2015
Adams,85 years and over,159,18,2011-2015
Allamakee,21 years,36,35,2011-2015
Allamakee,22 to 24 years,569,66,2011-2015
Allamakee,25 to 29 years,646,52,2011-2015
Allamakee,30 to 34 years,772,45,2011-2015
Allamakee,35 to 39 years,678,132,2011-2015
Allamakee,40 to 44 years,786,149,2011-2015
Allamakee,45 to 49 years,891,45,2011-2015
Allamakee,50 to 54 years,"1,095",45,2011-2015
Allamakee,55 to 59 years,"1,095",140,2011-2015
Allamakee,60 and 61 years,431,113,2011-2015
Allamakee,62 to 64 years,612,120,2011-2015
Allamakee,65 and 66 years,359,95,2011-2015
Allamakee,67 to 69 years,478,108,2011-2015
Allamakee,70 to 74 years,713,103,2011-2015
Allamakee,75 to 79 years,397,96,2011-2015
Allamakee,80 to 84 years,453,118,2011-2015
Allamakee,85 years and over,522,52,2011-2015
Appanoose,21 years,156,88,2011-2015
Appanoose,22 to 24 years,395,109,2011-2015
Appanoose,25 to 29 years,682,63,2011-2015
Appanoose,30 to 34 years,714,38,2011-2015
Appanoose,35 to 39 years,684,137,2011-2015
Appanoose,40 to 44 years,654,130,2011-2015
Appanoose,45 to 49 years,782,18,2011-2015
Appanoose,50 to 54 years,924,28,2011-2015
Appanoose,55 to 59 years,972,131,2011-2015
Appanoose,60 and 61 years,385,103,2011-2015
Appanoose,62 to 64 years,533,106,2011-2015
Appanoose,65 and 66 years,287,92,2011-2015
Appanoose,67 to 69 years,480,96,2011-2015
Appanoose,70 to 74 years,618,117,2011-2015
Appanoose,75 to 79 years,527,98,2011-2015
Appanoose,80 to 84 years,395,118,2011-2015
Appanoose,85 years and over,367,32,2011-2015
Audubon,21 years,80,45,2011-2015
Audubon,22 to 24 years,133,37,2011-2015
Audubon,25 to 29 years,257,25,2011-2015
Audubon,30 to 34 years,268,27,2011-2015
Audubon,35 to 39 years,267,57,2011-2015
Audubon,40 to 44 years,299,62,2011-2015
Audubon,45 to 49 years,384,19,2011-2015
Audubon,50 to 54 years,498,7,2011-2015
Audubon,55 to 59 years,481,65,2011-2015
Audubon,60 and 61 years,174,44,2011-2015
Audubon,62 to 64 years,221,49,2011-2015
Audubon,65 and 66 years,126,43,2011-2015
Audubon,67 to 69 years,212,61,2011-2015
Audubon,70 to 74 years,306,60,2011-2015
Audubon,75 to 79 years,271,64,2011-2015
Audubon,80 to 84 years,193,65,2011-2015
Audubon,85 years and over,294,32,2011-2015
Benton,21 years,298,137,2011-2015
Benton,22 to 24 years,774,144,2011-2015
Benton,25 to 29 years,"1,135",12,2011-2015
Benton,30 to 34 years,"1,466",36,2011-2015
Benton,35 to 39 years,"1,562",198,2011-2015
Benton,40 to 44 years,"1,542",198,2011-2015
