County,Age,Age Group Estimate,Age Group ME,Year
Franklin,45 to 49 years,631,157,2016-2020
Franklin,50 to 54 years,576,39,2016-2020
Franklin,55 to 59 years,759,135,2016-2020
Franklin,60 and 61 years,290,99,2016-2020
Franklin,62 to 64 years,476,128,2016-2020
Franklin,65 and 66 years,268,92,2016-2020
Franklin,67 to 69 years,398,112,2016-2020
Franklin,70 to 74 years,462,125,2016-2020
Franklin,75 to 79 years,377,121,2016-2020
Franklin,80 to 84 years,379,141,2016-2020
Franklin,85 years and over,301,118,2016-2020
Fremont,21 years,50,32,2016-2020
Fremont,22 to 24 years,234,48,2016-2020
Fremont,25 to 29 years,365,54,2016-2020
Fremont,30 to 34 years,379,71,2016-2020
Fremont,35 to 39 years,354,83,2016-2020
Fremont,40 to 44 years,392,88,2016-2020
Fremont,45 to 49 years,394,12,2016-2020
Fremont,50 to 54 years,432,23,2016-2020
Fremont,55 to 59 years,524,80,2016-2020
Fremont,60 and 61 years,345,97,2016-2020
Fremont,62 to 64 years,281,77,2016-2020
Fremont,65 and 66 years,201,57,2016-2020
Fremont,67 to 69 years,340,68,2016-2020
Fremont,70 to 74 years,306,70,2016-2020
Fremont,75 to 79 years,230,69,2016-2020
Fremont,80 to 84 years,208,61,2016-2020
Fremont,85 years and over,245,66,2016-2020
Greene,21 years,95,73,2016-2020
Greene,22 to 24 years,336,105,2016-2020
Greene,25 to 29 years,444,29,2016-2020
Greene,30 to 34 years,448,44,2016-2020
Greene,35 to 39 years,487,117,2016-2020
Greene,40 to 44 years,530,120,2016-2020
Greene,45 to 49 years,499,30,2016-2020
Greene,50 to 54 years,545,21,2016-2020
Greene,55 to 59 years,609,142,2016-2020
Greene,60 and 61 years,280,133,2016-2020
Greene,62 to 64 years,454,136,2016-2020
Greene,65 and 66 years,241,99,2016-2020
Greene,67 to 69 years,484,121,2016-2020
Greene,70 to 74 years,349,84,2016-2020
Greene,75 to 79 years,296,94,2016-2020
Greene,80 to 84 years,285,111,2016-2020
Greene,85 years and over,356,101,2016-2020
Grundy,21 years,157,65,2016-2020
Grundy,22 to 24 years,309,88,2016-2020
Grundy,25 to 29 years,679,42,2016-2020
Grundy,30 to 34 years,697,47,2016-2020
Grundy,35 to 39 years,672,131,2016-2020
Grundy,40 to 44 years,813,106,2016-2020
Grundy,45 to 49 years,687,24,2016-2020
Grundy,50 to 54 years,782,29,2016-2020
Grundy,55 to 59 years,920,106,2016-2020
Grundy,60 and 61 years,258,79,2016-2020
Grundy,62 to 64 years,566,102,2016-2020
Grundy,65 and 66 years,363,105,2016-2020
Grundy,67 to 69 years,403,98,2016-2020
Grundy,70 to 74 years,553,98,2016-2020
Grundy,75 to 79 years,410,85,2016-2020
Grundy,80 to 84 years,412,89,2016-2020
Grundy,85 years and over,407,87,2016-2020
Guthrie,21 years,74,51,2016-2020
Guthrie,22 to 24 years,268,76,2016-2020
Guthrie,25 to 29 years,466,13,2016-2020
Guthrie,30 to 34 years,501,23,2016-2020
Guthrie,35 to 39 years,539,116,2016-2020
Guthrie,40 to 44 years,657,115,2016-2020
Guthrie,45 to 49 years,633,34,2016-2020
Guthrie,50 to 54 years,701,14,2016-2020
Guthrie,55 to 59 years,852,133,2016-2020
Guthrie,60 and 61 years,382,108,2016-2020
Guthrie,62 to 64 years,436,104,2016-2020
Guthrie,65 and 66 years,237,71,2016-2020
Guthrie,67 to 69 years,511,138,2016-2020
Guthrie,70 to 74 years,564,132,2016-2020
Guthrie,75 to 79 years,491,85,2016-2020
Guthrie,80 to 84 years,308,78,2016-2020
Guthrie,85 years and over,315,77,2016-2020
Hamilton,21 years,184,95,2016-2020
Hamilton,22 to 24 years,462,129,2016-2020
Hamilton,25 to 29 years,762,57,2016-2020
Hamilton,30 to 34 years,828,73,2016-2020
Hamilton,35 to 39 years,898,258,2016-2020
Hamilton,40 to 44 years,887,204,2016-2020
Hamilton,45 to 49 years,923,93,2016-2020
Hamilton,50 to 54 years,934,24,2016-2020
Hamilton,55 to 59 years,"1,215",185,2016-2020
Hamilton,60 and 61 years,402,125,2016-2020
Hamilton,62 to 64 years,585,162,2016-2020
Hamilton,65 and 66 years,283,115,2016-2020
Hamilton,67 to 69 years,470,162,2016-2020
Hamilton,70 to 74 years,846,198,2016-2020
Hamilton,75 to 79 years,489,159,2016-2020
Hamilton,80 to 84 years,312,127,2016-2020
Hamilton,85 years and over,674,173,2016-2020
Hancock,21 years,31,33,2016-2020
Hancock,22 to 24 years,477,102,2016-2020
Hancock,25 to 29 years,593,80,2016-2020
Hancock,30 to 34 years,536,28,2016-2020
Hancock,35 to 39 years,629,158,2016-2020
Hancock,40 to 44 years,615,143,2016-2020
Hancock,45 to 49 years,571,37,2016-2020
Hancock,50 to 54 years,628,29,2016-2020
Hancock,55 to 59 years,"1,011",144,2016-2020
Hancock,60 and 61 years,243,101,2016-2020
Hancock,62 to 64 years,438,122,2016-2020
Hancock,65 and 66 years,217,81,2016-2020
Hancock,67 to 69 years,410,120,2016-2020
Hancock,70 to 74 years,632,122,2016-2020
Hancock,75 to 79 years,379,110,2016-2020
Hancock,80 to 84 years,256,86,2016-2020
Hancock,85 years and over,494,117,2016-2020
Hardin,21 years,90,62,2016-2020
Hardin,22 to 24 years,556,107,2016-2020
Hardin,25 to 29 years,873,46,2016-2020
Hardin,30 to 34 years,908,56,2016-2020
Hardin,35 to 39 years,910,181,2016-2020
Hardin,40 to 44 years,973,192,2016-2020
Hardin,45 to 49 years,966,62,2016-2020
Hardin,50 to 54 years,"1,052",43,2016-2020
Hardin,55 to 59 years,"1,289",174,2016-2020
Hardin,60 and 61 years,533,142,2016-2020
Hardin,62 to 64 years,833,156,2016-2020
Hardin,65 and 66 years,350,99,2016-2020
Hardin,67 to 69 years,788,142,2016-2020
Hardin,70 to 74 years,710,122,2016-2020
Hardin,75 to 79 years,614,131,2016-2020
Hardin,80 to 84 years,521,117,2016-2020
Hardin,85 years and over,713,139,2016-2020
Harrison,21 years,97,37,2016-2020
Harrison,22 to 24 years,566,72,2016-2020
Harrison,25 to 29 years,755,32,2016-2020
Harrison,30 to 34 years,743,16,2016-2020
Harrison,35 to 39 years,820,122,2016-2020
Harrison,40 to 44 years,790,125,2016-2020
Harrison,45 to 49 years,877,25,2016-2020
Harrison,50 to 54 years,907,18,2016-2020
Harrison,55 to 59 years,"1,165",140,2016-2020
Harrison,60 and 61 years,482,105,2016-2020
Harrison,62 to 64 years,585,105,2016-2020
Harrison,65 and 66 years,356,107,2016-2020
Harrison,67 to 69 years,495,101,2016-2020
Harrison,70 to 74 years,640,137,2016-2020
Harrison,75 to 79 years,430,106,2016-2020
Harrison,80 to 84 years,354,91,2016-2020
Harrison,85 years and over,471,128,2016-2020
Henry,21 years,203,120,2016-2020
Henry,22 to 24 years,899,201,2016-2020
Henry,25 to 29 years,"1,186",116,2016-2020
Henry,30 to 34 years,"1,218",128,2016-2020
Henry,35 to 39 years,"1,165",199,2016-2020
Henry,40 to 44 years,"1,170",183,2016-2020
Henry,45 to 49 years,"1,189",101,2016-2020
Henry,50 to 54 years,"1,321",103,2016-2020
Henry,55 to 59 years,"1,231",166,2016-2020
Henry,60 and 61 years,635,139,2016-2020
Henry,62 to 64 years,755,165,2016-2020
Henry,65 and 66 years,571,161,2016-2020
Henry,67 to 69 years,687,159,2016-2020
Henry,70 to 74 years,825,171,2016-2020
Henry,75 to 79 years,677,129,2016-2020
Henry,80 to 84 years,370,109,2016-2020
Henry,85 years and over,589,124,2016-2020
Howard,21 years,99,114,2016-2020
Howard,22 to 24 years,292,156,2016-2020
Howard,25 to 29 years,460,22,2016-2020
Howard,30 to 34 years,520,33,2016-2020
Howard,35 to 39 years,590,129,2016-2020
Howard,40 to 44 years,423,125,2016-2020
Howard,45 to 49 years,447,16,2016-2020
Howard,50 to 54 years,639,41,2016-2020
Howard,55 to 59 years,656,113,2016-2020
Howard,60 and 61 years,307,103,2016-2020
Howard,62 to 64 years,344,100,2016-2020
Howard,65 and 66 years,284,122,2016-2020
Howard,67 to 69 years,281,88,2016-2020
Howard,70 to 74 years,409,120,2016-2020
Howard,75 to 79 years,265,86,2016-2020
Howard,80 to 84 years,254,99,2016-2020
Howard,85 years and over,381,111,2016-2020
Humboldt,21 years,120,83,2016-2020
Humboldt,22 to 24 years,294,98,2016-2020
Humboldt,25 to 29 years,454,31,2016-2020
Humboldt,30 to 34 years,549,33,2016-2020
Humboldt,35 to 39 years,743,134,2016-2020
Humboldt,40 to 44 years,424,124,2016-2020
Humboldt,45 to 49 years,465,13,2016-2020
Humboldt,50 to 54 years,546,19,2016-2020
Humboldt,55 to 59 years,707,153,2016-2020
Humboldt,60 and 61 years,328,109,2016-2020
Humboldt,62 to 64 years,463,131,2016-2020
Humboldt,65 and 66 years,352,104,2016-2020
Humboldt,67 to 69 years,226,71,2016-2020
Humboldt,70 to 74 years,415,103,2016-2020
Humboldt,75 to 79 years,391,93,2016-2020
Humboldt,80 to 84 years,294,99,2016-2020
Humboldt,85 years and over,296,98,2016-2020
Ida,21 years,123,70,2016-2020
Ida,22 to 24 years,177,82,2016-2020
Ida,25 to 29 years,324,25,2016-2020
Ida,30 to 34 years,366,22,2016-2020
Ida,35 to 39 years,426,94,2016-2020
Ida,40 to 44 years,337,95,2016-2020
Ida,45 to 49 years,356,34,2016-2020
Ida,50 to 54 years,380,17,2016-2020
Ida,55 to 59 years,463,102,2016-2020
Ida,60 and 61 years,285,97,2016-2020
Ida,62 to 64 years,270,88,2016-2020
Ida,65 and 66 years,157,64,2016-2020
Ida,67 to 69 years,278,73,2016-2020
Ida,70 to 74 years,335,81,2016-2020
Ida,75 to 79 years,261,74,2016-2020
Ida,80 to 84 years,221,72,2016-2020
Ida,85 years and over,247,76,2016-2020
Iowa,21 years,87,52,2016-2020
Iowa,22 to 24 years,694,143,2016-2020
Iowa,25 to 29 years,826,54,2016-2020
Iowa,30 to 34 years,871,58,2016-2020
Iowa,35 to 39 years,921,156,2016-2020
Iowa,40 to 44 years,"1,001",167,2016-2020
Iowa,45 to 49 years,898,30,2016-2020
Iowa,50 to 54 years,"1,232",115,2016-2020
Iowa,55 to 59 years,"1,289",212,2016-2020
Iowa,60 and 61 years,572,155,2016-2020
Iowa,62 to 64 years,640,162,2016-2020
Iowa,65 and 66 years,357,125,2016-2020
Iowa,67 to 69 years,463,119,2016-2020
Iowa,70 to 74 years,731,143,2016-2020
Iowa,75 to 79 years,670,137,2016-2020
Iowa,80 to 84 years,405,120,2016-2020
Iowa,85 years and over,414,129,2016-2020
Jackson,21 years,174,112,2016-2020
Jackson,22 to 24 years,728,139,2016-2020
Jackson,25 to 29 years,944,16,2016-2020
Jackson,30 to 34 years,970,55,2016-2020
Jackson,35 to 39 years,"1,223",209,2016-2020
Jackson,40 to 44 years,937,190,2016-2020
Jackson,45 to 49 years,"1,075",20,2016-2020
Jackson,50 to 54 years,"1,348",32,2016-2020
Jackson,55 to 59 years,"1,725",229,2016-2020
Jackson,60 and 61 years,685,185,2016-2020
Jackson,62 to 64 years,671,156,2016-2020
Jackson,65 and 66 years,453,123,2016-2020
Jackson,67 to 69 years,729,184,2016-2020
Jackson,70 to 74 years,"1,044",193,2016-2020
Jackson,75 to 79 years,539,134,2016-2020
Jackson,80 to 84 years,576,163,2016-2020
Jackson,85 years and over,679,183,2016-2020
Jasper,21 years,412,190,2016-2020
Jasper,22 to 24 years,"1,111",188,2016-2020
Jasper,25 to 29 years,"2,199",120,2016-2020
Jasper,30 to 34 years,"2,247",117,2016-2020
Jasper,35 to 39 years,"2,391",279,2016-2020
Jasper,40 to 44 years,"2,175",277,2016-2020
Jasper,45 to 49 years,"2,345",101,2016-2020
Jasper,50 to 54 years,"2,494",77,2016-2020
Jasper,55 to 59 years,"2,699",326,2016-2020
Jasper,60 and 61 years,967,211,2016-2020
Jasper,62 to 64 years,"1,608",286,2016-2020
Jasper,65 and 66 years,681,176,2016-2020
Jasper,67 to 69 years,"1,209",218,2016-2020
Jasper,70 to 74 years,"1,906",224,2016-2020
Jasper,75 to 79 years,"1,380",233,2016-2020
Jasper,80 to 84 years,940,193,2016-2020
Jasper,85 years and over,915,197,2016-2020
Jefferson,21 years,356,218,2016-2020
Jefferson,22 to 24 years,587,248,2016-2020
Jefferson,25 to 29 years,"1,409",521,2016-2020
Jefferson,30 to 34 years,"1,141",234,2016-2020
Jefferson,35 to 39 years,"1,033",353,2016-2020
Jefferson,40 to 44 years,979,327,2016-2020
Jefferson,45 to 49 years,909,130,2016-2020
Jefferson,50 to 54 years,"1,009",132,2016-2020
Jefferson,55 to 59 years,"1,289",300,2016-2020
Jefferson,60 and 61 years,464,172,2016-2020
Jefferson,62 to 64 years,933,273,2016-2020
Jefferson,65 and 66 years,656,216,2016-2020
Jefferson,67 to 69 years,"1,027",247,2016-2020
Jefferson,70 to 74 years,"1,006",236,2016-2020
Jefferson,75 to 79 years,451,185,2016-2020
Jefferson,80 to 84 years,465,199,2016-2020
Jefferson,85 years and over,431,172,2016-2020
Johnson,21 years,"5,263","1,028",2016-2020
Johnson,22 to 24 years,"12,762","1,182",2016-2020
Johnson,25 to 29 years,"12,937",114,2016-2020
Johnson,30 to 34 years,"10,494",71,2016-2020
Johnson,35 to 39 years,"9,693",796,2016-2020
Johnson,40 to 44 years,"8,440",813,2016-2020
Johnson,45 to 49 years,"7,799",179,2016-2020
Johnson,50 to 54 years,"7,277",196,2016-2020
Johnson,55 to 59 years,"7,918",666,2016-2020
Johnson,60 and 61 years,"2,610",527,2016-2020
Johnson,62 to 64 years,"4,611",587,2016-2020
Johnson,65 and 66 years,"2,391",423,2016-2020
Johnson,67 to 69 years,"3,897",496,2016-2020
Johnson,70 to 74 years,"4,469",462,2016-2020
Johnson,75 to 79 years,"2,583",492,2016-2020
Johnson,80 to 84 years,"1,975",421,2016-2020
Johnson,85 years and over,"2,198",432,2016-2020
Jones,21 years,303,140,2016-2020
Jones,22 to 24 years,601,176,2016-2020
Jones,25 to 29 years,"1,112",74,2016-2020
Jones,30 to 34 years,"1,104",68,2016-2020
Jones,35 to 39 years,"1,331",309,2016-2020
Jones,40 to 44 years,"1,271",279,2016-2020
Jones,45 to 49 years,"1,170",31,2016-2020
Jones,50 to 54 years,"1,400",76,2016-2020
Jones,55 to 59 years,"1,670",231,2016-2020
Jones,60 and 61 years,580,193,2016-2020
Jones,62 to 64 years,845,179,2016-2020
Jones,65 and 66 years,435,129,2016-2020
Jones,67 to 69 years,864,231,2016-2020
Jones,70 to 74 years,992,235,2016-2020
Jones,75 to 79 years,675,184,2016-2020
Jones,80 to 84 years,556,161,2016-2020
Jones,85 years and over,730,193,2016-2020
Keokuk,21 years,106,63,2016-2020
Keokuk,22 to 24 years,259,71,2016-2020
Keokuk,25 to 29 years,584,60,2016-2020
Keokuk,30 to 34 years,498,30,2016-2020
Keokuk,35 to 39 years,563,108,2016-2020
Keokuk,40 to 44 years,550,109,2016-2020
Keokuk,45 to 49 years,561,29,2016-2020
Keokuk,50 to 54 years,597,32,2016-2020
Keokuk,55 to 59 years,746,110,2016-2020
Keokuk,60 and 61 years,400,94,2016-2020
Keokuk,62 to 64 years,419,84,2016-2020
Keokuk,65 and 66 years,221,71,2016-2020
Keokuk,67 to 69 years,467,91,2016-2020
Keokuk,70 to 74 years,468,91,2016-2020
Keokuk,75 to 79 years,466,98,2016-2020
Keokuk,80 to 84 years,278,78,2016-2020
Keokuk,85 years and over,314,77,2016-2020
Kossuth,21 years,193,126,2016-2020
Kossuth,22 to 24 years,584,126,2016-2020
Kossuth,25 to 29 years,780,80,2016-2020
Kossuth,30 to 34 years,752,50,2016-2020
Kossuth,35 to 39 years,900,144,2016-2020
Kossuth,40 to 44 years,613,150,2016-2020
Kossuth,45 to 49 years,692,10,2016-2020
Kossuth,50 to 54 years,882,27,2016-2020
Kossuth,55 to 59 years,"1,082",164,2016-2020
Kossuth,60 and 61 years,541,129,2016-2020
Kossuth,62 to 64 years,730,133,2016-2020
Kossuth,65 and 66 years,337,106,2016-2020
Kossuth,67 to 69 years,582,130,2016-2020
Kossuth,70 to 74 years,790,145,2016-2020
Kossuth,75 to 79 years,639,134,2016-2020
Kossuth,80 to 84 years,455,138,2016-2020
Kossuth,85 years and over,682,143,2016-2020
Lee,21 years,324,156,2016-2020
Lee,22 to 24 years,"1,089",224,2016-2020
Lee,25 to 29 years,"2,151",160,2016-2020
Lee,30 to 34 years,"1,835",92,2016-2020
Lee,35 to 39 years,"1,948",276,2016-2020
Lee,40 to 44 years,"1,936",265,2016-2020
Lee,45 to 49 years,"1,993",94,2016-2020
Lee,50 to 54 years,"2,205",125,2016-2020
Lee,55 to 59 years,"2,568",300,2016-2020
Lee,60 and 61 years,"1,191",271,2016-2020
Lee,62 to 64 years,"1,465",224,2016-2020
Lee,65 and 66 years,936,234,2016-2020
Lee,67 to 69 years,"1,306",224,2016-2020
Lee,70 to 74 years,"1,858",298,2016-2020
Lee,75 to 79 years,"1,192",176,2016-2020
Lee,80 to 84 years,641,149,2016-2020
Lee,85 years and over,936,176,2016-2020
Linn,21 years,"3,030",586,2016-2020
Linn,22 to 24 years,"8,879",728,2016-2020
Linn,25 to 29 years,"15,873",121,2016-2020
Linn,30 to 34 years,"15,005",91,2016-2020
Linn,35 to 39 years,"15,614",997,2016-2020
Linn,40 to 44 years,"13,609",984,2016-2020
Linn,45 to 49 years,"13,921",222,2016-2020
Linn,50 to 54 years,"14,276",247,2016-2020
Linn,55 to 59 years,"15,092",956,2016-2020
Linn,60 and 61 years,"5,966",814,2016-2020
Linn,62 to 64 years,"7,414",855,2016-2020
Linn,65 and 66 years,"5,140",672,2016-2020
Linn,67 to 69 years,"6,614",756,2016-2020
Linn,70 to 74 years,"8,701",821,2016-2020
Linn,75 to 79 years,"5,902",653,2016-2020
Linn,80 to 84 years,"4,278",624,2016-2020
Linn,85 years and over,"5,178",672,2016-2020
Louisa,21 years,96,49,2016-2020
Louisa,22 to 24 years,420,123,2016-2020
Louisa,25 to 29 years,804,132,2016-2020
Louisa,30 to 34 years,547,72,2016-2020
Louisa,35 to 39 years,675,126,2016-2020
Louisa,40 to 44 years,712,115,2016-2020
Louisa,45 to 49 years,637,47,2016-2020
Louisa,50 to 54 years,713,41,2016-2020
Louisa,55 to 59 years,777,148,2016-2020
Louisa,60 and 61 years,299,102,2016-2020
Louisa,62 to 64 years,503,118,2016-2020
Louisa,65 and 66 years,302,94,2016-2020
Louisa,67 to 69 years,312,89,2016-2020
Louisa,70 to 74 years,555,118,2016-2020
Louisa,75 to 79 years,446,84,2016-2020
Louisa,80 to 84 years,212,76,2016-2020
Louisa,85 years and over,261,69,2016-2020
Lucas,21 years,97,77,2016-2020
Lucas,22 to 24 years,270,75,2016-2020
Lucas,25 to 29 years,473,38,2016-2020
Lucas,30 to 34 years,387,6,2016-2020
Lucas,35 to 39 years,471,123,2016-2020
Lucas,40 to 44 years,427,118,2016-2020
Lucas,45 to 49 years,456,28,2016-2020
Lucas,50 to 54 years,561,16,2016-2020
Lucas,55 to 59 years,778,162,2016-2020
Lucas,60 and 61 years,300,126,2016-2020
Lucas,62 to 64 years,281,94,2016-2020
Lucas,65 and 66 years,169,73,2016-2020
Lucas,67 to 69 years,318,93,2016-2020
Lucas,70 to 74 years,498,96,2016-2020
Lucas,75 to 79 years,376,114,2016-2020
Lucas,80 to 84 years,181,81,2016-2020
Lucas,85 years and over,301,108,2016-2020
Lyon,21 years,147,93,2016-2020
Lyon,22 to 24 years,288,120,2016-2020
Lyon,25 to 29 years,607,21,2016-2020
Lyon,30 to 34 years,603,28,2016-2020
Lyon,35 to 39 years,818,132,2016-2020
Lyon,40 to 44 years,698,135,2016-2020
Lyon,45 to 49 years,613,22,2016-2020
Lyon,50 to 54 years,633,14,2016-2020
Lyon,55 to 59 years,781,122,2016-2020
Lyon,60 and 61 years,299,99,2016-2020
Lyon,62 to 64 years,429,98,2016-2020
Lyon,65 and 66 years,270,90,2016-2020
Lyon,67 to 69 years,282,85,2016-2020
Lyon,70 to 74 years,544,121,2016-2020
Lyon,75 to 79 years,407,99,2016-2020
Lyon,80 to 84 years,246,74,2016-2020
Lyon,85 years and over,405,105,2016-2020
Madison,21 years,89,83,2016-2020
Madison,22 to 24 years,585,165,2016-2020
Madison,25 to 29 years,832,121,2016-2020
Madison,30 to 34 years,822,37,2016-2020
Madison,35 to 39 years,"1,208",219,2016-2020
Madison,40 to 44 years,932,201,2016-2020
Madison,45 to 49 years,"1,138",47,2016-2020
Madison,50 to 54 years,"1,118",31,2016-2020
Madison,55 to 59 years,"1,151",259,2016-2020
Madison,60 and 61 years,427,192,2016-2020
Madison,62 to 64 years,666,217,2016-2020
Madison,65 and 66 years,440,199,2016-2020
Madison,67 to 69 years,591,175,2016-2020
Madison,70 to 74 years,606,149,2016-2020
Madison,75 to 79 years,410,144,2016-2020
Madison,80 to 84 years,419,156,2016-2020
Madison,85 years and over,324,156,2016-2020
Mahaska,21 years,221,135,2016-2020
Mahaska,22 to 24 years,701,226,2016-2020
Mahaska,25 to 29 years,"1,334",120,2016-2020
Mahaska,30 to 34 years,"1,348",126,2016-2020
Mahaska,35 to 39 years,"1,275",206,2016-2020
Mahaska,40 to 44 years,"1,260",206,2016-2020
Mahaska,45 to 49 years,"1,324",110,2016-2020
Mahaska,50 to 54 years,"1,287",61,2016-2020
Mahaska,55 to 59 years,"1,501",228,2016-2020
Mahaska,60 and 61 years,688,172,2016-2020
Mahaska,62 to 64 years,832,182,2016-2020
Mahaska,65 and 66 years,455,141,2016-2020
Mahaska,67 to 69 years,818,163,2016-2020
Mahaska,70 to 74 years,959,177,2016-2020
Mahaska,75 to 79 years,682,160,2016-2020
Mahaska,80 to 84 years,483,147,2016-2020
Mahaska,85 years and over,644,148,2016-2020
Marion,21 years,797,224,2016-2020
Marion,22 to 24 years,954,227,2016-2020
Marion,25 to 29 years,"1,758",130,2016-2020
Marion,30 to 34 years,"1,768",70,2016-2020
Marion,35 to 39 years,"2,096",293,2016-2020
Marion,40 to 44 years,"1,872",330,2016-2020
Marion,45 to 49 years,"1,982",128,2016-2020
Marion,50 to 54 years,"2,215",169,2016-2020
Marion,55 to 59 years,"2,101",314,2016-2020
Marion,60 and 61 years,921,205,2016-2020
Marion,62 to 64 years,"1,423",278,2016-2020
Marion,65 and 66 years,768,221,2016-2020
Marion,67 to 69 years,985,202,2016-2020
Marion,70 to 74 years,"1,507",261,2016-2020
Marion,75 to 79 years,925,200,2016-2020
Marion,80 to 84 years,727,191,2016-2020
Marion,85 years and over,983,231,2016-2020
Marshall,21 years,456,238,2016-2020
Marshall,22 to 24 years,"1,590",290,2016-2020
Marshall,25 to 29 years,"2,233",100,2016-2020
Marshall,30 to 34 years,"2,372",216,2016-2020
Marshall,35 to 39 years,"2,517",382,2016-2020
Marshall,40 to 44 years,"2,018",314,2016-2020
Marshall,45 to 49 years,"2,194",225,2016-2020
Marshall,50 to 54 years,"2,380",218,2016-2020
Marshall,55 to 59 years,"2,849",358,2016-2020
Marshall,60 and 61 years,"1,119",295,2016-2020
Marshall,62 to 64 years,"1,461",275,2016-2020
Marshall,65 and 66 years,823,230,2016-2020
Marshall,67 to 69 years,"1,493",239,2016-2020
Marshall,70 to 74 years,"1,590",227,2016-2020
Marshall,75 to 79 years,"1,201",212,2016-2020
Marshall,80 to 84 years,911,245,2016-2020
Marshall,85 years and over,"1,166",248,2016-2020
Mills,21 years,187,98,2016-2020
Mills,22 to 24 years,376,143,2016-2020
Mills,25 to 29 years,715,58,2016-2020
Mills,30 to 34 years,763,81,2016-2020
Mills,35 to 39 years,914,185,2016-2020
Mills,40 to 44 years,924,167,2016-2020
Mills,45 to 49 years,987,35,2016-2020
Mills,50 to 54 years,"1,038",43,2016-2020
Mills,55 to 59 years,"1,136",189,2016-2020
Mills,60 and 61 years,385,134,2016-2020
Mills,62 to 64 years,739,162,2016-2020
Mills,65 and 66 years,356,121,2016-2020
Mills,67 to 69 years,545,126,2016-2020
Mills,70 to 74 years,863,164,2016-2020
Mills,75 to 79 years,440,121,2016-2020
Mills,80 to 84 years,278,104,2016-2020
Mills,85 years and over,350,101,2016-2020
Mitchell,21 years,71,48,2016-2020
Mitchell,22 to 24 years,473,89,2016-2020
Mitchell,25 to 29 years,581,46,2016-2020
Mitchell,30 to 34 years,497,32,2016-2020
Mitchell,35 to 39 years,566,122,2016-2020
Mitchell,40 to 44 years,553,106,2016-2020
Mitchell,45 to 49 years,552,22,2016-2020
Mitchell,50 to 54 years,652,32,2016-2020
Mitchell,55 to 59 years,794,164,2016-2020
Mitchell,60 and 61 years,389,153,2016-2020
Mitchell,62 to 64 years,394,138,2016-2020
Mitchell,65 and 66 years,227,79,2016-2020
Mitchell,67 to 69 years,312,91,2016-2020
Mitchell,70 to 74 years,547,107,2016-2020
Mitchell,75 to 79 years,412,124,2016-2020
Mitchell,80 to 84 years,355,119,2016-2020
Mitchell,85 years and over,422,109,2016-2020
Monona,21 years,31,25,2016-2020
Monona,22 to 24 years,369,31,2016-2020
Monona,25 to 29 years,471,47,2016-2020
Monona,30 to 34 years,391,21,2016-2020
Monona,35 to 39 years,479,100,2016-2020
Monona,40 to 44 years,437,115,2016-2020
Monona,45 to 49 years,436,8,2016-2020
Monona,50 to 54 years,586,86,2016-2020
Monona,55 to 59 years,632,94,2016-2020
Monona,60 and 61 years,232,86,2016-2020
Monona,62 to 64 years,458,91,2016-2020
Monona,65 and 66 years,294,125,2016-2020
Monona,67 to 69 years,329,76,2016-2020
Monona,70 to 74 years,457,81,2016-2020
Monona,75 to 79 years,422,100,2016-2020
Monona,80 to 84 years,299,97,2016-2020
Monona,85 years and over,378,105,2016-2020
Monroe,21 years,114,78,2016-2020
Monroe,22 to 24 years,219,80,2016-2020
Monroe,25 to 29 years,439,76,2016-2020
Monroe,30 to 34 years,411,46,2016-2020
Monroe,35 to 39 years,471,118,2016-2020
Monroe,40 to 44 years,371,118,2016-2020
Monroe,45 to 49 years,464,17,2016-2020
Monroe,50 to 54 years,488,28,2016-2020
Monroe,55 to 59 years,663,170,2016-2020
Monroe,60 and 61 years,291,151,2016-2020
Monroe,62 to 64 years,251,100,2016-2020
Monroe,65 and 66 years,169,68,2016-2020
Monroe,67 to 69 years,337,99,2016-2020
Monroe,70 to 74 years,361,103,2016-2020
Monroe,75 to 79 years,211,88,2016-2020
Monroe,80 to 84 years,270,97,2016-2020
Monroe,85 years and over,192,96,2016-2020
Montgomery,21 years,218,134,2016-2020
Montgomery,22 to 24 years,269,126,2016-2020
Montgomery,25 to 29 years,462,32,2016-2020
Montgomery,30 to 34 years,481,36,2016-2020
Montgomery,35 to 39 years,500,135,2016-2020
Montgomery,40 to 44 years,497,125,2016-2020
Montgomery,45 to 49 years,581,51,2016-2020
Montgomery,50 to 54 years,750,135,2016-2020
Montgomery,55 to 59 years,645,122,2016-2020
Montgomery,60 and 61 years,330,102,2016-2020
Montgomery,62 to 64 years,556,117,2016-2020
Montgomery,65 and 66 years,277,96,2016-2020
Montgomery,67 to 69 years,353,94,2016-2020
Montgomery,70 to 74 years,490,94,2016-2020
Montgomery,75 to 79 years,399,96,2016-2020
Montgomery,80 to 84 years,238,89,2016-2020
Montgomery,85 years and over,365,98,2016-2020
Muscatine,21 years,283,136,2016-2020
Muscatine,22 to 24 years,"1,759",278,2016-2020
Muscatine,25 to 29 years,"2,561",175,2016-2020
Muscatine,30 to 34 years,"2,657",155,2016-2020
Muscatine,35 to 39 years,"2,935",364,2016-2020
Muscatine,40 to 44 years,"2,158",352,2016-2020
Muscatine,45 to 49 years,"2,865",204,2016-2020
Muscatine,50 to 54 years,"2,497",144,2016-2020
Muscatine,55 to 59 years,"2,704",392,2016-2020
Muscatine,60 and 61 years,"1,286",296,2016-2020
