County,Age,Age Group Estimate,Age Group ME,Year
Crawford,Young,94,63,2016
Crawford,Young,94,63,2017
Crawford,Young,94,63,2018
Crawford,Young,94,63,2019
Crawford,Young,94,63,2020
Crawford,Young,756,251,2016
Crawford,Young,756,251,2017
Crawford,Young,756,251,2018
Crawford,Young,756,251,2019
Crawford,Young,756,251,2020
Crawford,Young,869,219,2016
Crawford,Young,869,219,2017
Crawford,Young,869,219,2018
Crawford,Young,869,219,2019
Crawford,Young,869,219,2020
Crawford,Middle-Young,"1,365",451,2016
Crawford,Middle-Young,"1,365",451,2017
Crawford,Middle-Young,"1,365",451,2018
Crawford,Middle-Young,"1,365",451,2019
Crawford,Middle-Young,"1,365",451,2020
Crawford,Middle-Young,865,364,2016
Crawford,Middle-Young,865,364,2017
Crawford,Middle-Young,865,364,2018
Crawford,Middle-Young,865,364,2019
Crawford,Middle-Young,865,364,2020
Crawford,Middle-Young,806,242,2016
Crawford,Middle-Young,806,242,2017
Crawford,Middle-Young,806,242,2018
Crawford,Middle-Young,806,242,2019
Crawford,Middle-Young,806,242,2020
Crawford,Middle-Old,772,187,2016
Crawford,Middle-Old,772,187,2017
Crawford,Middle-Old,772,187,2018
Crawford,Middle-Old,772,187,2019
Crawford,Middle-Old,772,187,2020
Crawford,Middle-Old,"1,033",234,2016
Crawford,Middle-Old,"1,033",234,2017
Crawford,Middle-Old,"1,033",234,2018
Crawford,Middle-Old,"1,033",234,2019
Crawford,Middle-Old,"1,033",234,2020
Crawford,Middle-Old,"1,402",259,2016
Crawford,Middle-Old,"1,402",259,2017
Crawford,Middle-Old,"1,402",259,2018
Crawford,Middle-Old,"1,402",259,2019
Crawford,Middle-Old,"1,402",259,2020
Crawford,Old,376,138,2016
Crawford,Old,376,138,2017
Crawford,Old,376,138,2018
Crawford,Old,376,138,2019
Crawford,Old,376,138,2020
Crawford,Old,569,136,2016
Crawford,Old,569,136,2017
Crawford,Old,569,136,2018
Crawford,Old,569,136,2019
Crawford,Old,569,136,2020
Crawford,Old,476,224,2016
Crawford,Old,476,224,2017
Crawford,Old,476,224,2018
Crawford,Old,476,224,2019
Crawford,Old,476,224,2020
Crawford,Old,450,167,2016
Crawford,Old,450,167,2017
Crawford,Old,450,167,2018
Crawford,Old,450,167,2019
Crawford,Old,450,167,2020
Crawford,Old,602,153,2016
Crawford,Old,602,153,2017
Crawford,Old,602,153,2018
Crawford,Old,602,153,2019
Crawford,Old,602,153,2020
Crawford,Old,486,137,2016
Crawford,Old,486,137,2017
Crawford,Old,486,137,2018
Crawford,Old,486,137,2019
Crawford,Old,486,137,2020
Crawford,Old,491,166,2016
Crawford,Old,491,166,2017
Crawford,Old,491,166,2018
Crawford,Old,491,166,2019
Crawford,Old,491,166,2020
Crawford,Old,390,145,2016
Crawford,Old,390,145,2017
Crawford,Old,390,145,2018
Crawford,Old,390,145,2019
Crawford,Old,390,145,2020
Dallas,Young,723,300,2016
Dallas,Young,723,300,2017
Dallas,Young,723,300,2018
Dallas,Young,723,300,2019
Dallas,Young,723,300,2020
Dallas,Young,"3,197",429,2016
Dallas,Young,"3,197",429,2017
Dallas,Young,"3,197",429,2018
Dallas,Young,"3,197",429,2019
Dallas,Young,"3,197",429,2020
Dallas,Young,"6,182",264,2016
Dallas,Young,"6,182",264,2017
Dallas,Young,"6,182",264,2018
Dallas,Young,"6,182",264,2019
Dallas,Young,"6,182",264,2020
Dallas,Middle-Young,"7,116",311,2016
Dallas,Middle-Young,"7,116",311,2017
Dallas,Middle-Young,"7,116",311,2018
Dallas,Middle-Young,"7,116",311,2019
Dallas,Middle-Young,"7,116",311,2020
Dallas,Middle-Young,"8,351",724,2016
Dallas,Middle-Young,"8,351",724,2017
Dallas,Middle-Young,"8,351",724,2018
Dallas,Middle-Young,"8,351",724,2019
Dallas,Middle-Young,"8,351",724,2020
Dallas,Middle-Young,"6,403",752,2016
Dallas,Middle-Young,"6,403",752,2017
Dallas,Middle-Young,"6,403",752,2018
Dallas,Middle-Young,"6,403",752,2019
Dallas,Middle-Young,"6,403",752,2020
Dallas,Middle-Old,"5,962",263,2016
Dallas,Middle-Old,"5,962",263,2017
Dallas,Middle-Old,"5,962",263,2018
Dallas,Middle-Old,"5,962",263,2019
Dallas,Middle-Old,"5,962",263,2020
Dallas,Middle-Old,"5,365",252,2016
Dallas,Middle-Old,"5,365",252,2017
Dallas,Middle-Old,"5,365",252,2018
Dallas,Middle-Old,"5,365",252,2019
Dallas,Middle-Old,"5,365",252,2020
Dallas,Middle-Old,"4,613",477,2016
Dallas,Middle-Old,"4,613",477,2017
Dallas,Middle-Old,"4,613",477,2018
Dallas,Middle-Old,"4,613",477,2019
Dallas,Middle-Old,"4,613",477,2020
Dallas,Old,"1,935",420,2016
Dallas,Old,"1,935",420,2017
Dallas,Old,"1,935",420,2018
Dallas,Old,"1,935",420,2019
Dallas,Old,"1,935",420,2020
Dallas,Old,"2,472",392,2016
Dallas,Old,"2,472",392,2017
Dallas,Old,"2,472",392,2018
Dallas,Old,"2,472",392,2019
Dallas,Old,"2,472",392,2020
Dallas,Old,"1,356",305,2016
Dallas,Old,"1,356",305,2017
Dallas,Old,"1,356",305,2018
Dallas,Old,"1,356",305,2019
Dallas,Old,"1,356",305,2020
Dallas,Old,"2,332",376,2016
Dallas,Old,"2,332",376,2017
Dallas,Old,"2,332",376,2018
Dallas,Old,"2,332",376,2019
Dallas,Old,"2,332",376,2020
Dallas,Old,"2,516",345,2016
Dallas,Old,"2,516",345,2017
Dallas,Old,"2,516",345,2018
Dallas,Old,"2,516",345,2019
Dallas,Old,"2,516",345,2020
Dallas,Old,"1,809",323,2016
Dallas,Old,"1,809",323,2017
Dallas,Old,"1,809",323,2018
Dallas,Old,"1,809",323,2019
Dallas,Old,"1,809",323,2020
Dallas,Old,"1,186",276,2016
Dallas,Old,"1,186",276,2017
Dallas,Old,"1,186",276,2018
Dallas,Old,"1,186",276,2019
Dallas,Old,"1,186",276,2020
Dallas,Old,"1,576",310,2016
Dallas,Old,"1,576",310,2017
Dallas,Old,"1,576",310,2018
Dallas,Old,"1,576",310,2019
Dallas,Old,"1,576",310,2020
Davis,Young,95,71,2016
Davis,Young,95,71,2017
Davis,Young,95,71,2018
Davis,Young,95,71,2019
Davis,Young,95,71,2020
Davis,Young,302,81,2016
Davis,Young,302,81,2017
Davis,Young,302,81,2018
Davis,Young,302,81,2019
Davis,Young,302,81,2020
Davis,Young,494,33,2016
Davis,Young,494,33,2017
Davis,Young,494,33,2018
Davis,Young,494,33,2019
Davis,Young,494,33,2020
Davis,Middle-Young,472,31,2016
Davis,Middle-Young,472,31,2017
Davis,Middle-Young,472,31,2018
Davis,Middle-Young,472,31,2019
Davis,Middle-Young,472,31,2020
Davis,Middle-Young,473,133,2016
Davis,Middle-Young,473,133,2017
Davis,Middle-Young,473,133,2018
Davis,Middle-Young,473,133,2019
Davis,Middle-Young,473,133,2020
Davis,Middle-Young,466,135,2016
Davis,Middle-Young,466,135,2017
Davis,Middle-Young,466,135,2018
Davis,Middle-Young,466,135,2019
Davis,Middle-Young,466,135,2020
Davis,Middle-Old,516,39,2016
Davis,Middle-Old,516,39,2017
Davis,Middle-Old,516,39,2018
Davis,Middle-Old,516,39,2019
Davis,Middle-Old,516,39,2020
Davis,Middle-Old,490,20,2016
Davis,Middle-Old,490,20,2017
Davis,Middle-Old,490,20,2018
Davis,Middle-Old,490,20,2019
Davis,Middle-Old,490,20,2020
Davis,Middle-Old,516,125,2016
Davis,Middle-Old,516,125,2017
Davis,Middle-Old,516,125,2018
Davis,Middle-Old,516,125,2019
Davis,Middle-Old,516,125,2020
Davis,Old,320,103,2016
Davis,Old,320,103,2017
Davis,Old,320,103,2018
Davis,Old,320,103,2019
Davis,Old,320,103,2020
Davis,Old,302,127,2016
Davis,Old,302,127,2017
Davis,Old,302,127,2018
Davis,Old,302,127,2019
Davis,Old,302,127,2020
Davis,Old,142,76,2016
Davis,Old,142,76,2017
Davis,Old,142,76,2018
Davis,Old,142,76,2019
Davis,Old,142,76,2020
Davis,Old,235,96,2016
Davis,Old,235,96,2017
Davis,Old,235,96,2018
Davis,Old,235,96,2019
Davis,Old,235,96,2020
Davis,Old,461,109,2016
Davis,Old,461,109,2017
Davis,Old,461,109,2018
Davis,Old,461,109,2019
Davis,Old,461,109,2020
Davis,Old,243,80,2016
Davis,Old,243,80,2017
Davis,Old,243,80,2018
Davis,Old,243,80,2019
Davis,Old,243,80,2020
Davis,Old,225,86,2016
Davis,Old,225,86,2017
Davis,Old,225,86,2018
Davis,Old,225,86,2019
Davis,Old,225,86,2020
Davis,Old,264,99,2016
Davis,Old,264,99,2017
Davis,Old,264,99,2018
Davis,Old,264,99,2019
Davis,Old,264,99,2020
Decatur,Young,169,100,2016
Decatur,Young,169,100,2017
Decatur,Young,169,100,2018
Decatur,Young,169,100,2019
Decatur,Young,169,100,2020
Decatur,Young,545,169,2016
Decatur,Young,545,169,2017
Decatur,Young,545,169,2018
Decatur,Young,545,169,2019
Decatur,Young,545,169,2020
Decatur,Young,366,28,2016
Decatur,Young,366,28,2017
Decatur,Young,366,28,2018
Decatur,Young,366,28,2019
Decatur,Young,366,28,2020
Decatur,Middle-Young,401,44,2016
Decatur,Middle-Young,401,44,2017
Decatur,Middle-Young,401,44,2018
Decatur,Middle-Young,401,44,2019
Decatur,Middle-Young,401,44,2020
Decatur,Middle-Young,429,109,2016
Decatur,Middle-Young,429,109,2017
Decatur,Middle-Young,429,109,2018
Decatur,Middle-Young,429,109,2019
Decatur,Middle-Young,429,109,2020
Decatur,Middle-Young,298,102,2016
Decatur,Middle-Young,298,102,2017
Decatur,Middle-Young,298,102,2018
Decatur,Middle-Young,298,102,2019
Decatur,Middle-Young,298,102,2020
Decatur,Middle-Old,368,18,2016
Decatur,Middle-Old,368,18,2017
Decatur,Middle-Old,368,18,2018
Decatur,Middle-Old,368,18,2019
Decatur,Middle-Old,368,18,2020
Decatur,Middle-Old,388,34,2016
Decatur,Middle-Old,388,34,2017
Decatur,Middle-Old,388,34,2018
Decatur,Middle-Old,388,34,2019
Decatur,Middle-Old,388,34,2020
Decatur,Middle-Old,476,89,2016
Decatur,Middle-Old,476,89,2017
Decatur,Middle-Old,476,89,2018
Decatur,Middle-Old,476,89,2019
Decatur,Middle-Old,476,89,2020
Decatur,Old,188,72,2016
Decatur,Old,188,72,2017
Decatur,Old,188,72,2018
Decatur,Old,188,72,2019
Decatur,Old,188,72,2020
Decatur,Old,317,90,2016
Decatur,Old,317,90,2017
Decatur,Old,317,90,2018
Decatur,Old,317,90,2019
Decatur,Old,317,90,2020
Decatur,Old,228,79,2016
Decatur,Old,228,79,2017
Decatur,Old,228,79,2018
Decatur,Old,228,79,2019
Decatur,Old,228,79,2020
Decatur,Old,239,72,2016
Decatur,Old,239,72,2017
Decatur,Old,239,72,2018
Decatur,Old,239,72,2019
Decatur,Old,239,72,2020
Decatur,Old,354,91,2016
Decatur,Old,354,91,2017
Decatur,Old,354,91,2018
Decatur,Old,354,91,2019
Decatur,Old,354,91,2020
Decatur,Old,321,100,2016
Decatur,Old,321,100,2017
Decatur,Old,321,100,2018
Decatur,Old,321,100,2019
Decatur,Old,321,100,2020
Decatur,Old,210,66,2016
Decatur,Old,210,66,2017
Decatur,Old,210,66,2018
Decatur,Old,210,66,2019
Decatur,Old,210,66,2020
Decatur,Old,252,94,2016
Decatur,Old,252,94,2017
Decatur,Old,252,94,2018
Decatur,Old,252,94,2019
Decatur,Old,252,94,2020
Delaware,Young,171,114,2016
Delaware,Young,171,114,2017
Delaware,Young,171,114,2018
Delaware,Young,171,114,2019
Delaware,Young,171,114,2020
Delaware,Young,565,137,2016
Delaware,Young,565,137,2017
Delaware,Young,565,137,2018
Delaware,Young,565,137,2019
Delaware,Young,565,137,2020
Delaware,Young,763,20,2016
Delaware,Young,763,20,2017
Delaware,Young,763,20,2018
Delaware,Young,763,20,2019
Delaware,Young,763,20,2020
Delaware,Middle-Young,829,22,2016
Delaware,Middle-Young,829,22,2017
Delaware,Middle-Young,829,22,2018
Delaware,Middle-Young,829,22,2019
Delaware,Middle-Young,829,22,2020
Delaware,Middle-Young,931,220,2016
Delaware,Middle-Young,931,220,2017
Delaware,Middle-Young,931,220,2018
Delaware,Middle-Young,931,220,2019
Delaware,Middle-Young,931,220,2020
Delaware,Middle-Young,967,201,2016
Delaware,Middle-Young,967,201,2017
Delaware,Middle-Young,967,201,2018
Delaware,Middle-Young,967,201,2019
Delaware,Middle-Young,967,201,2020
Delaware,Middle-Old,965,27,2016
Delaware,Middle-Old,965,27,2017
Delaware,Middle-Old,965,27,2018
Delaware,Middle-Old,965,27,2019
Delaware,Middle-Old,965,27,2020
Delaware,Middle-Old,"1,141",32,2016
Delaware,Middle-Old,"1,141",32,2017
Delaware,Middle-Old,"1,141",32,2018
Delaware,Middle-Old,"1,141",32,2019
Delaware,Middle-Old,"1,141",32,2020
Delaware,Middle-Old,"1,535",232,2016
Delaware,Middle-Old,"1,535",232,2017
Delaware,Middle-Old,"1,535",232,2018
Delaware,Middle-Old,"1,535",232,2019
Delaware,Middle-Old,"1,535",232,2020
Delaware,Old,527,171,2016
Delaware,Old,527,171,2017
Delaware,Old,527,171,2018
Delaware,Old,527,171,2019
Delaware,Old,527,171,2020
Delaware,Old,796,196,2016
Delaware,Old,796,196,2017
Delaware,Old,796,196,2018
Delaware,Old,796,196,2019
Delaware,Old,796,196,2020
Delaware,Old,421,157,2016
Delaware,Old,421,157,2017
Delaware,Old,421,157,2018
Delaware,Old,421,157,2019
Delaware,Old,421,157,2020
Delaware,Old,735,168,2016
Delaware,Old,735,168,2017
Delaware,Old,735,168,2018
Delaware,Old,735,168,2019
Delaware,Old,735,168,2020
Delaware,Old,633,158,2016
Delaware,Old,633,158,2017
Delaware,Old,633,158,2018
Delaware,Old,633,158,2019
Delaware,Old,633,158,2020
Delaware,Old,345,124,2016
Delaware,Old,345,124,2017
Delaware,Old,345,124,2018
Delaware,Old,345,124,2019
Delaware,Old,345,124,2020
Delaware,Old,677,184,2016
Delaware,Old,677,184,2017
Delaware,Old,677,184,2018
Delaware,Old,677,184,2019
Delaware,Old,677,184,2020
Delaware,Old,516,145,2016
Delaware,Old,516,145,2017
Delaware,Old,516,145,2018
Delaware,Old,516,145,2019
Delaware,Old,516,145,2020
Des Moines,Young,344,146,2016
Des Moines,Young,344,146,2017
Des Moines,Young,344,146,2018
Des Moines,Young,344,146,2019
Des Moines,Young,344,146,2020
Des Moines,Young,"1,306",220,2016
Des Moines,Young,"1,306",220,2017
Des Moines,Young,"1,306",220,2018
Des Moines,Young,"1,306",220,2019
Des Moines,Young,"1,306",220,2020
Des Moines,Young,"2,207",183,2016
Des Moines,Young,"2,207",183,2017
Des Moines,Young,"2,207",183,2018
Des Moines,Young,"2,207",183,2019
Des Moines,Young,"2,207",183,2020
Des Moines,Middle-Young,"2,231",218,2016
Des Moines,Middle-Young,"2,231",218,2017
Des Moines,Middle-Young,"2,231",218,2018
Des Moines,Middle-Young,"2,231",218,2019
Des Moines,Middle-Young,"2,231",218,2020
Des Moines,Middle-Young,"2,106",362,2016
Des Moines,Middle-Young,"2,106",362,2017
Des Moines,Middle-Young,"2,106",362,2018
Des Moines,Middle-Young,"2,106",362,2019
Des Moines,Middle-Young,"2,106",362,2020
Des Moines,Middle-Young,"2,411",372,2016
Des Moines,Middle-Young,"2,411",372,2017
Des Moines,Middle-Young,"2,411",372,2018
Des Moines,Middle-Young,"2,411",372,2019
Des Moines,Middle-Young,"2,411",372,2020
Des Moines,Middle-Old,"2,270",105,2016
Des Moines,Middle-Old,"2,270",105,2017
Des Moines,Middle-Old,"2,270",105,2018
Des Moines,Middle-Old,"2,270",105,2019
Des Moines,Middle-Old,"2,270",105,2020
Des Moines,Middle-Old,"2,488",132,2016
Des Moines,Middle-Old,"2,488",132,2017
Des Moines,Middle-Old,"2,488",132,2018
Des Moines,Middle-Old,"2,488",132,2019
Des Moines,Middle-Old,"2,488",132,2020
Des Moines,Middle-Old,"2,548",353,2016
Des Moines,Middle-Old,"2,548",353,2017
Des Moines,Middle-Old,"2,548",353,2018
Des Moines,Middle-Old,"2,548",353,2019
Des Moines,Middle-Old,"2,548",353,2020
Des Moines,Old,"1,324",265,2016
Des Moines,Old,"1,324",265,2017
Des Moines,Old,"1,324",265,2018
Des Moines,Old,"1,324",265,2019
Des Moines,Old,"1,324",265,2020
Des Moines,Old,"1,711",325,2016
Des Moines,Old,"1,711",325,2017
Des Moines,Old,"1,711",325,2018
Des Moines,Old,"1,711",325,2019
Des Moines,Old,"1,711",325,2020
Des Moines,Old,987,225,2016
Des Moines,Old,987,225,2017
Des Moines,Old,987,225,2018
Des Moines,Old,987,225,2019
Des Moines,Old,987,225,2020
Des Moines,Old,"1,484",275,2016
Des Moines,Old,"1,484",275,2017
Des Moines,Old,"1,484",275,2018
Des Moines,Old,"1,484",275,2019
Des Moines,Old,"1,484",275,2020
Des Moines,Old,"1,976",284,2016
Des Moines,Old,"1,976",284,2017
Des Moines,Old,"1,976",284,2018
Des Moines,Old,"1,976",284,2019
Des Moines,Old,"1,976",284,2020
Des Moines,Old,"1,311",264,2016
Des Moines,Old,"1,311",264,2017
Des Moines,Old,"1,311",264,2018
Des Moines,Old,"1,311",264,2019
Des Moines,Old,"1,311",264,2020
Des Moines,Old,936,225,2016
Des Moines,Old,936,225,2017
Des Moines,Old,936,225,2018
Des Moines,Old,936,225,2019
Des Moines,Old,936,225,2020
Des Moines,Old,"1,415",285,2016
Des Moines,Old,"1,415",285,2017
Des Moines,Old,"1,415",285,2018
Des Moines,Old,"1,415",285,2019
Des Moines,Old,"1,415",285,2020
Dickinson,Young,109,85,2016
Dickinson,Young,109,85,2017
Dickinson,Young,109,85,2018
Dickinson,Young,109,85,2019
Dickinson,Young,109,85,2020
Dickinson,Young,624,97,2016
Dickinson,Young,624,97,2017
Dickinson,Young,624,97,2018
Dickinson,Young,624,97,2019
Dickinson,Young,624,97,2020
Dickinson,Young,809,33,2016
Dickinson,Young,809,33,2017
Dickinson,Young,809,33,2018
Dickinson,Young,809,33,2019
Dickinson,Young,809,33,2020
Dickinson,Middle-Young,853,27,2016
Dickinson,Middle-Young,853,27,2017
Dickinson,Middle-Young,853,27,2018
Dickinson,Middle-Young,853,27,2019
Dickinson,Middle-Young,853,27,2020
Dickinson,Middle-Young,994,213,2016
Dickinson,Middle-Young,994,213,2017
Dickinson,Middle-Young,994,213,2018
Dickinson,Middle-Young,994,213,2019
Dickinson,Middle-Young,994,213,2020
Dickinson,Middle-Young,926,193,2016
Dickinson,Middle-Young,926,193,2017
Dickinson,Middle-Young,926,193,2018
Dickinson,Middle-Young,926,193,2019
Dickinson,Middle-Young,926,193,2020
Dickinson,Middle-Old,961,35,2016
Dickinson,Middle-Old,961,35,2017
Dickinson,Middle-Old,961,35,2018
Dickinson,Middle-Old,961,35,2019
Dickinson,Middle-Old,961,35,2020
Dickinson,Middle-Old,"1,027",44,2016
Dickinson,Middle-Old,"1,027",44,2017
Dickinson,Middle-Old,"1,027",44,2018
Dickinson,Middle-Old,"1,027",44,2019
Dickinson,Middle-Old,"1,027",44,2020
Dickinson,Middle-Old,"1,281",242,2016
Dickinson,Middle-Old,"1,281",242,2017
Dickinson,Middle-Old,"1,281",242,2018
Dickinson,Middle-Old,"1,281",242,2019
Dickinson,Middle-Old,"1,281",242,2020
Dickinson,Old,514,164,2016
Dickinson,Old,514,164,2017
Dickinson,Old,514,164,2018
Dickinson,Old,514,164,2019
Dickinson,Old,514,164,2020
Dickinson,Old,986,262,2016
Dickinson,Old,986,262,2017
Dickinson,Old,986,262,2018
Dickinson,Old,986,262,2019
Dickinson,Old,986,262,2020
Dickinson,Old,571,158,2016
Dickinson,Old,571,158,2017
Dickinson,Old,571,158,2018
Dickinson,Old,571,158,2019
Dickinson,Old,571,158,2020
Dickinson,Old,844,167,2016
Dickinson,Old,844,167,2017
Dickinson,Old,844,167,2018
Dickinson,Old,844,167,2019
Dickinson,Old,844,167,2020
Dickinson,Old,"1,125",180,2016
Dickinson,Old,"1,125",180,2017
Dickinson,Old,"1,125",180,2018
Dickinson,Old,"1,125",180,2019
Dickinson,Old,"1,125",180,2020
Dickinson,Old,783,179,2016
Dickinson,Old,783,179,2017
Dickinson,Old,783,179,2018
Dickinson,Old,783,179,2019
Dickinson,Old,783,179,2020
Dickinson,Old,533,152,2016
Dickinson,Old,533,152,2017
Dickinson,Old,533,152,2018
Dickinson,Old,533,152,2019
Dickinson,Old,533,152,2020
Dickinson,Old,636,178,2016
Dickinson,Old,636,178,2017
Dickinson,Old,636,178,2018
Dickinson,Old,636,178,2019
Dickinson,Old,636,178,2020
Dubuque,Young,"1,400",322,2016
Dubuque,Young,"1,400",322,2017
Dubuque,Young,"1,400",322,2018
Dubuque,Young,"1,400",322,2019
Dubuque,Young,"1,400",322,2020
Dubuque,Young,"3,775",462,2016
Dubuque,Young,"3,775",462,2017
Dubuque,Young,"3,775",462,2018
Dubuque,Young,"3,775",462,2019
Dubuque,Young,"3,775",462,2020
Dubuque,Young,"6,307",254,2016
Dubuque,Young,"6,307",254,2017
Dubuque,Young,"6,307",254,2018
Dubuque,Young,"6,307",254,2019
Dubuque,Young,"6,307",254,2020
Dubuque,Middle-Young,"5,810",194,2016
Dubuque,Middle-Young,"5,810",194,2017
Dubuque,Middle-Young,"5,810",194,2018
Dubuque,Middle-Young,"5,810",194,2019
Dubuque,Middle-Young,"5,810",194,2020
Dubuque,Middle-Young,"6,166",445,2016
Dubuque,Middle-Young,"6,166",445,2017
Dubuque,Middle-Young,"6,166",445,2018
Dubuque,Middle-Young,"6,166",445,2019
Dubuque,Middle-Young,"6,166",445,2020
Dubuque,Middle-Young,"4,858",448,2016
Dubuque,Middle-Young,"4,858",448,2017
Dubuque,Middle-Young,"4,858",448,2018
Dubuque,Middle-Young,"4,858",448,2019
Dubuque,Middle-Young,"4,858",448,2020
Dubuque,Middle-Old,"5,323",161,2016
Dubuque,Middle-Old,"5,323",161,2017
Dubuque,Middle-Old,"5,323",161,2018
Dubuque,Middle-Old,"5,323",161,2019
Dubuque,Middle-Old,"5,323",161,2020
Dubuque,Middle-Old,"6,164",156,2016
Dubuque,Middle-Old,"6,164",156,2017
Dubuque,Middle-Old,"6,164",156,2018
Dubuque,Middle-Old,"6,164",156,2019
Dubuque,Middle-Old,"6,164",156,2020
Dubuque,Middle-Old,"6,675",434,2016
Dubuque,Middle-Old,"6,675",434,2017
Dubuque,Middle-Old,"6,675",434,2018
Dubuque,Middle-Old,"6,675",434,2019
Dubuque,Middle-Old,"6,675",434,2020
Dubuque,Old,"2,680",372,2016
Dubuque,Old,"2,680",372,2017
Dubuque,Old,"2,680",372,2018
Dubuque,Old,"2,680",372,2019
Dubuque,Old,"2,680",372,2020
Dubuque,Old,"3,959",387,2016
Dubuque,Old,"3,959",387,2017
Dubuque,Old,"3,959",387,2018
Dubuque,Old,"3,959",387,2019
Dubuque,Old,"3,959",387,2020
Dubuque,Old,"2,427",379,2016
Dubuque,Old,"2,427",379,2017
Dubuque,Old,"2,427",379,2018
Dubuque,Old,"2,427",379,2019
Dubuque,Old,"2,427",379,2020
Dubuque,Old,"2,861",354,2016
Dubuque,Old,"2,861",354,2017
Dubuque,Old,"2,861",354,2018
Dubuque,Old,"2,861",354,2019
Dubuque,Old,"2,861",354,2020
Dubuque,Old,"4,083",353,2016
Dubuque,Old,"4,083",353,2017
Dubuque,Old,"4,083",353,2018
Dubuque,Old,"4,083",353,2019
Dubuque,Old,"4,083",353,2020
Dubuque,Old,"3,102",408,2016
Dubuque,Old,"3,102",408,2017
Dubuque,Old,"3,102",408,2018
Dubuque,Old,"3,102",408,2019
Dubuque,Old,"3,102",408,2020
Dubuque,Old,"2,296",337,2016
Dubuque,Old,"2,296",337,2017
Dubuque,Old,"2,296",337,2018
Dubuque,Old,"2,296",337,2019
Dubuque,Old,"2,296",337,2020
Dubuque,Old,"2,487",316,2016
Dubuque,Old,"2,487",316,2017
Dubuque,Old,"2,487",316,2018
Dubuque,Old,"2,487",316,2019
Dubuque,Old,"2,487",316,2020
Emmet,Young,77,73,2016
Emmet,Young,77,73,2017
Emmet,Young,77,73,2018
Emmet,Young,77,73,2019
Emmet,Young,77,73,2020
Emmet,Young,156,104,2016
Emmet,Young,156,104,2017
Emmet,Young,156,104,2018
Emmet,Young,156,104,2019
Emmet,Young,156,104,2020
Emmet,Young,458,143,2016
Emmet,Young,458,143,2017
Emmet,Young,458,143,2018
Emmet,Young,458,143,2019
Emmet,Young,458,143,2020
Emmet,Middle-Young,482,96,2016
Emmet,Middle-Young,482,96,2017
Emmet,Middle-Young,482,96,2018
Emmet,Middle-Young,482,96,2019
Emmet,Middle-Young,482,96,2020
Emmet,Middle-Young,576,135,2016
Emmet,Middle-Young,576,135,2017
Emmet,Middle-Young,576,135,2018
Emmet,Middle-Young,576,135,2019
Emmet,Middle-Young,576,135,2020
Emmet,Middle-Young,402,123,2016
Emmet,Middle-Young,402,123,2017
Emmet,Middle-Young,402,123,2018
Emmet,Middle-Young,402,123,2019
Emmet,Middle-Young,402,123,2020
Emmet,Middle-Old,503,67,2016
Emmet,Middle-Old,503,67,2017
Emmet,Middle-Old,503,67,2018
Emmet,Middle-Old,503,67,2019
Emmet,Middle-Old,503,67,2020
Emmet,Middle-Old,602,102,2016
Emmet,Middle-Old,602,102,2017
Emmet,Middle-Old,602,102,2018
Emmet,Middle-Old,602,102,2019
Emmet,Middle-Old,602,102,2020
Emmet,Middle-Old,692,145,2016
Emmet,Middle-Old,692,145,2017
Emmet,Middle-Old,692,145,2018
Emmet,Middle-Old,692,145,2019
Emmet,Middle-Old,692,145,2020
Emmet,Old,294,96,2016
Emmet,Old,294,96,2017
Emmet,Old,294,96,2018
Emmet,Old,294,96,2019
Emmet,Old,294,96,2020
Emmet,Old,479,105,2016
Emmet,Old,479,105,2017
Emmet,Old,479,105,2018
Emmet,Old,479,105,2019
Emmet,Old,479,105,2020
Emmet,Old,232,88,2016
Emmet,Old,232,88,2017
Emmet,Old,232,88,2018
Emmet,Old,232,88,2019
Emmet,Old,232,88,2020
Emmet,Old,389,109,2016
Emmet,Old,389,109,2017
Emmet,Old,389,109,2018
Emmet,Old,389,109,2019
Emmet,Old,389,109,2020
Emmet,Old,425,107,2016
Emmet,Old,425,107,2017
Emmet,Old,425,107,2018
Emmet,Old,425,107,2019
Emmet,Old,425,107,2020
Emmet,Old,393,110,2016
Emmet,Old,393,110,2017
Emmet,Old,393,110,2018
Emmet,Old,393,110,2019
Emmet,Old,393,110,2020
Emmet,Old,230,95,2016
Emmet,Old,230,95,2017
Emmet,Old,230,95,2018
Emmet,Old,230,95,2019
Emmet,Old,230,95,2020
Emmet,Old,299,103,2016
Emmet,Old,299,103,2017
Emmet,Old,299,103,2018
Emmet,Old,299,103,2019
Emmet,Old,299,103,2020
Fayette,Young,245,145,2016
Fayette,Young,245,145,2017
Fayette,Young,245,145,2018
Fayette,Young,245,145,2019
Fayette,Young,245,145,2020
Fayette,Young,669,151,2016
Fayette,Young,669,151,2017
Fayette,Young,669,151,2018
Fayette,Young,669,151,2019
Fayette,Young,669,151,2020
Fayette,Young,"1,092",71,2016
Fayette,Young,"1,092",71,2017
Fayette,Young,"1,092",71,2018
Fayette,Young,"1,092",71,2019
Fayette,Young,"1,092",71,2020
Fayette,Middle-Young,987,64,2016
Fayette,Middle-Young,987,64,2017
Fayette,Middle-Young,987,64,2018
Fayette,Middle-Young,987,64,2019
Fayette,Middle-Young,987,64,2020
Fayette,Middle-Young,"1,048",149,2016
Fayette,Middle-Young,"1,048",149,2017
Fayette,Middle-Young,"1,048",149,2018
Fayette,Middle-Young,"1,048",149,2019
