County,Poverty ,Year,Middle-Old,Middle-Young,Old,Young,Population,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME,HighIncome,LowIncome,MidIncome
Crawford,18.70,2019.00,3207.00,3036.00,3840.00,1719.00,16903.00,13847.00,732.00,528.00,65.00,95.00,63.00,387.00,27.00,23.00,31.00,1424.00,762.00,694.00,265.00,667.00,1186.00,2662.00
Crawford,18.70,2020.00,3207.00,3036.00,3840.00,1719.00,16834.00,13847.00,732.00,528.00,65.00,95.00,63.00,387.00,27.00,23.00,31.00,1424.00,762.00,694.00,265.00,667.00,1186.00,2662.00
Dallas,5.20,2016.00,15940.00,21870.00,15182.00,10102.00,84278.00,80317.00,598.00,1720.00,246.00,95.00,89.00,4163.00,357.00,104.00,123.00,776.00,353.00,3243.00,792.00,10628.00,2255.00,10624.00
Dallas,5.20,2017.00,15940.00,21870.00,15182.00,10102.00,87219.00,80317.00,598.00,1720.00,246.00,95.00,89.00,4163.00,357.00,104.00,123.00,776.00,353.00,3243.00,792.00,10628.00,2255.00,10624.00
Dallas,5.20,2018.00,15940.00,21870.00,15182.00,10102.00,89999.00,80317.00,598.00,1720.00,246.00,95.00,89.00,4163.00,357.00,104.00,123.00,776.00,353.00,3243.00,792.00,10628.00,2255.00,10624.00
Dallas,5.20,2019.00,15940.00,21870.00,15182.00,10102.00,93631.00,80317.00,598.00,1720.00,246.00,95.00,89.00,4163.00,357.00,104.00,123.00,776.00,353.00,3243.00,792.00,10628.00,2255.00,10624.00
Dallas,5.20,2020.00,15940.00,21870.00,15182.00,10102.00,96963.00,80317.00,598.00,1720.00,246.00,95.00,89.00,4163.00,357.00,104.00,123.00,776.00,353.00,3243.00,792.00,10628.00,2255.00,10624.00
Davis,10.40,2016.00,1522.00,1411.00,2192.00,891.00,8893.00,8753.00,46.00,0.00,14.00,38.00,47.00,51.00,41.00,0.00,14.00,19.00,25.00,116.00,45.00,518.00,350.00,1531.00
Davis,10.40,2017.00,1522.00,1411.00,2192.00,891.00,8969.00,8753.00,46.00,0.00,14.00,38.00,47.00,51.00,41.00,0.00,14.00,19.00,25.00,116.00,45.00,518.00,350.00,1531.00
Davis,10.40,2018.00,1522.00,1411.00,2192.00,891.00,8967.00,8753.00,46.00,0.00,14.00,38.00,47.00,51.00,41.00,0.00,14.00,19.00,25.00,116.00,45.00,518.00,350.00,1531.00
Davis,10.40,2019.00,1522.00,1411.00,2192.00,891.00,9006.00,8753.00,46.00,0.00,14.00,38.00,47.00,51.00,41.00,0.00,14.00,19.00,25.00,116.00,45.00,518.00,350.00,1531.00
Davis,10.40,2020.00,1522.00,1411.00,2192.00,891.00,9051.00,8753.00,46.00,0.00,14.00,38.00,47.00,51.00,41.00,0.00,14.00,19.00,25.00,116.00,45.00,518.00,350.00,1531.00
Decatur,15.80,2016.00,1232.00,1128.00,2109.00,1080.00,8061.00,7451.00,57.00,96.00,38.00,0.00,14.00,75.00,34.00,14.00,18.00,34.00,26.00,238.00,57.00,215.00,639.00,1179.00
Decatur,15.80,2017.00,1232.00,1128.00,2109.00,1080.00,7956.00,7451.00,57.00,96.00,38.00,0.00,14.00,75.00,34.00,14.00,18.00,34.00,26.00,238.00,57.00,215.00,639.00,1179.00
Decatur,15.80,2018.00,1232.00,1128.00,2109.00,1080.00,7901.00,7451.00,57.00,96.00,38.00,0.00,14.00,75.00,34.00,14.00,18.00,34.00,26.00,238.00,57.00,215.00,639.00,1179.00
Decatur,15.80,2019.00,1232.00,1128.00,2109.00,1080.00,7852.00,7451.00,57.00,96.00,38.00,0.00,14.00,75.00,34.00,14.00,18.00,34.00,26.00,238.00,57.00,215.00,639.00,1179.00
Decatur,15.80,2020.00,1232.00,1128.00,2109.00,1080.00,7769.00,7451.00,57.00,96.00,38.00,0.00,14.00,75.00,34.00,14.00,18.00,34.00,26.00,238.00,57.00,215.00,639.00,1179.00
Delaware,8.70,2016.00,3641.00,2727.00,4650.00,1499.00,17289.00,16559.00,133.00,40.00,47.00,16.00,17.00,85.00,58.00,0.00,16.00,109.00,92.00,298.00,88.00,1066.00,855.00,2829.00
Delaware,8.70,2017.00,3641.00,2727.00,4650.00,1499.00,17139.00,16559.00,133.00,40.00,47.00,16.00,17.00,85.00,58.00,0.00,16.00,109.00,92.00,298.00,88.00,1066.00,855.00,2829.00
Delaware,8.70,2018.00,3641.00,2727.00,4650.00,1499.00,17115.00,16559.00,133.00,40.00,47.00,16.00,17.00,85.00,58.00,0.00,16.00,109.00,92.00,298.00,88.00,1066.00,855.00,2829.00
Delaware,8.70,2019.00,3641.00,2727.00,4650.00,1499.00,17057.00,16559.00,133.00,40.00,47.00,16.00,17.00,85.00,58.00,0.00,16.00,109.00,92.00,298.00,88.00,1066.00,855.00,2829.00
Delaware,8.70,2020.00,3641.00,2727.00,4650.00,1499.00,16937.00,16559.00,133.00,40.00,47.00,16.00,17.00,85.00,58.00,0.00,16.00,109.00,92.00,298.00,88.00,1066.00,855.00,2829.00
Des Moines,14.90,2016.00,7306.00,6748.00,11144.00,3857.00,39719.00,35184.00,103.00,2375.00,238.00,44.00,61.00,363.00,96.00,2.00,6.00,132.00,98.00,1127.00,267.00,1872.00,2770.00,5862.00
Des Moines,14.90,2017.00,7306.00,6748.00,11144.00,3857.00,39400.00,35184.00,103.00,2375.00,238.00,44.00,61.00,363.00,96.00,2.00,6.00,132.00,98.00,1127.00,267.00,1872.00,2770.00,5862.00
Des Moines,14.90,2018.00,7306.00,6748.00,11144.00,3857.00,39259.00,35184.00,103.00,2375.00,238.00,44.00,61.00,363.00,96.00,2.00,6.00,132.00,98.00,1127.00,267.00,1872.00,2770.00,5862.00
Des Moines,14.90,2019.00,7306.00,6748.00,11144.00,3857.00,39051.00,35184.00,103.00,2375.00,238.00,44.00,61.00,363.00,96.00,2.00,6.00,132.00,98.00,1127.00,267.00,1872.00,2770.00,5862.00
Des Moines,14.90,2020.00,7306.00,6748.00,11144.00,3857.00,38708.00,35184.00,103.00,2375.00,238.00,44.00,61.00,363.00,96.00,2.00,6.00,132.00,98.00,1127.00,267.00,1872.00,2770.00,5862.00
Dickinson,7.50,2016.00,3269.00,2773.00,5992.00,1542.00,17135.00,16696.00,80.00,31.00,34.00,30.00,23.00,171.00,61.00,0.00,16.00,58.00,60.00,274.00,89.00,1136.00,960.00,2906.00
Dickinson,7.50,2017.00,3269.00,2773.00,5992.00,1542.00,17167.00,16696.00,80.00,31.00,34.00,30.00,23.00,171.00,61.00,0.00,16.00,58.00,60.00,274.00,89.00,1136.00,960.00,2906.00
Dickinson,7.50,2018.00,3269.00,2773.00,5992.00,1542.00,17159.00,16696.00,80.00,31.00,34.00,30.00,23.00,171.00,61.00,0.00,16.00,58.00,60.00,274.00,89.00,1136.00,960.00,2906.00
Dickinson,7.50,2019.00,3269.00,2773.00,5992.00,1542.00,17290.00,16696.00,80.00,31.00,34.00,30.00,23.00,171.00,61.00,0.00,16.00,58.00,60.00,274.00,89.00,1136.00,960.00,2906.00
Dickinson,7.50,2020.00,3269.00,2773.00,5992.00,1542.00,17549.00,16696.00,80.00,31.00,34.00,30.00,23.00,171.00,61.00,0.00,16.00,58.00,60.00,274.00,89.00,1136.00,960.00,2906.00
Dubuque,9.90,2016.00,18162.00,16834.00,23895.00,11482.00,96819.00,89329.00,262.00,3042.00,263.00,231.00,126.00,1144.00,146.00,577.00,26.00,451.00,189.00,2419.00,317.00,5821.00,4111.00,15256.00
Dubuque,9.90,2017.00,18162.00,16834.00,23895.00,11482.00,97162.00,89329.00,262.00,3042.00,263.00,231.00,126.00,1144.00,146.00,577.00,26.00,451.00,189.00,2419.00,317.00,5821.00,4111.00,15256.00
Dubuque,9.90,2018.00,18162.00,16834.00,23895.00,11482.00,96961.00,89329.00,262.00,3042.00,263.00,231.00,126.00,1144.00,146.00,577.00,26.00,451.00,189.00,2419.00,317.00,5821.00,4111.00,15256.00
Dubuque,9.90,2019.00,18162.00,16834.00,23895.00,11482.00,97432.00,89329.00,262.00,3042.00,263.00,231.00,126.00,1144.00,146.00,577.00,26.00,451.00,189.00,2419.00,317.00,5821.00,4111.00,15256.00
Dubuque,9.90,2020.00,18162.00,16834.00,23895.00,11482.00,97590.00,89329.00,262.00,3042.00,263.00,231.00,126.00,1144.00,146.00,577.00,26.00,451.00,189.00,2419.00,317.00,5821.00,4111.00,15256.00
Emmet,10.00,2016.00,1797.00,1460.00,2741.00,691.00,9588.00,8681.00,169.00,200.00,66.00,12.00,25.00,26.00,32.00,0.00,14.00,214.00,139.00,189.00,114.00,330.00,485.00,1512.00
Emmet,10.00,2017.00,1797.00,1460.00,2741.00,691.00,9428.00,8681.00,169.00,200.00,66.00,12.00,25.00,26.00,32.00,0.00,14.00,214.00,139.00,189.00,114.00,330.00,485.00,1512.00
Emmet,10.00,2018.00,1797.00,1460.00,2741.00,691.00,9276.00,8681.00,169.00,200.00,66.00,12.00,25.00,26.00,32.00,0.00,14.00,214.00,139.00,189.00,114.00,330.00,485.00,1512.00
Emmet,10.00,2019.00,1797.00,1460.00,2741.00,691.00,9224.00,8681.00,169.00,200.00,66.00,12.00,25.00,26.00,32.00,0.00,14.00,214.00,139.00,189.00,114.00,330.00,485.00,1512.00
Emmet,10.00,2020.00,1797.00,1460.00,2741.00,691.00,9095.00,8681.00,169.00,200.00,66.00,12.00,25.00,26.00,32.00,0.00,14.00,214.00,139.00,189.00,114.00,330.00,485.00,1512.00
Fayette,12.00,2016.00,3793.00,2992.00,5749.00,2006.00,19858.00,18595.00,157.00,299.00,94.00,26.00,26.00,87.00,60.00,1.00,3.00,29.00,28.00,567.00,193.00,689.00,1171.00,3172.00
Fayette,12.00,2017.00,3793.00,2992.00,5749.00,2006.00,19680.00,18595.00,157.00,299.00,94.00,26.00,26.00,87.00,60.00,1.00,3.00,29.00,28.00,567.00,193.00,689.00,1171.00,3172.00
Fayette,12.00,2018.00,3793.00,2992.00,5749.00,2006.00,19643.00,18595.00,157.00,299.00,94.00,26.00,26.00,87.00,60.00,1.00,3.00,29.00,28.00,567.00,193.00,689.00,1171.00,3172.00
Fayette,12.00,2019.00,3793.00,2992.00,5749.00,2006.00,19575.00,18595.00,157.00,299.00,94.00,26.00,26.00,87.00,60.00,1.00,3.00,29.00,28.00,567.00,193.00,689.00,1171.00,3172.00
Fayette,12.00,2020.00,3793.00,2992.00,5749.00,2006.00,19258.00,18595.00,157.00,299.00,94.00,26.00,26.00,87.00,60.00,1.00,3.00,29.00,28.00,567.00,193.00,689.00,1171.00,3172.00
Floyd,12.50,2016.00,3280.00,2459.00,4402.00,1548.00,15870.00,14651.00,150.00,241.00,96.00,87.00,95.00,240.00,15.00,107.00,93.00,47.00,40.00,340.00,181.00,696.00,841.00,2599.00
Floyd,12.50,2017.00,3280.00,2459.00,4402.00,1548.00,15778.00,14651.00,150.00,241.00,96.00,87.00,95.00,240.00,15.00,107.00,93.00,47.00,40.00,340.00,181.00,696.00,841.00,2599.00
Floyd,12.50,2018.00,3280.00,2459.00,4402.00,1548.00,15784.00,14651.00,150.00,241.00,96.00,87.00,95.00,240.00,15.00,107.00,93.00,47.00,40.00,340.00,181.00,696.00,841.00,2599.00
Floyd,12.50,2019.00,3280.00,2459.00,4402.00,1548.00,15655.00,14651.00,150.00,241.00,96.00,87.00,95.00,240.00,15.00,107.00,93.00,47.00,40.00,340.00,181.00,696.00,841.00,2599.00
Floyd,12.50,2020.00,3280.00,2459.00,4402.00,1548.00,15480.00,14651.00,150.00,241.00,96.00,87.00,95.00,240.00,15.00,107.00,93.00,47.00,40.00,340.00,181.00,696.00,841.00,2599.00
Franklin,15.80,2016.00,1966.00,1671.00,2951.00,939.00,10173.00,9688.00,137.00,133.00,71.00,5.00,6.00,0.00,16.00,0.00,16.00,18.00,26.00,247.00,158.00,361.00,807.00,1690.00
Franklin,15.80,2017.00,1966.00,1671.00,2951.00,939.00,10150.00,9688.00,137.00,133.00,71.00,5.00,6.00,0.00,16.00,0.00,16.00,18.00,26.00,247.00,158.00,361.00,807.00,1690.00
Franklin,15.80,2018.00,1966.00,1671.00,2951.00,939.00,10081.00,9688.00,137.00,133.00,71.00,5.00,6.00,0.00,16.00,0.00,16.00,18.00,26.00,247.00,158.00,361.00,807.00,1690.00
Franklin,15.80,2019.00,1966.00,1671.00,2951.00,939.00,10082.00,9688.00,137.00,133.00,71.00,5.00,6.00,0.00,16.00,0.00,16.00,18.00,26.00,247.00,158.00,361.00,807.00,1690.00
Franklin,15.80,2020.00,1966.00,1671.00,2951.00,939.00,9971.00,9688.00,137.00,133.00,71.00,5.00,6.00,0.00,16.00,0.00,16.00,18.00,26.00,247.00,158.00,361.00,807.00,1690.00
Fremont,8.10,2016.00,1350.00,1125.00,2156.00,649.00,6945.00,6611.00,57.00,58.00,40.00,18.00,13.00,0.00,14.00,0.00,14.00,85.00,55.00,123.00,57.00,402.00,372.00,1134.00
Fremont,8.10,2017.00,1350.00,1125.00,2156.00,649.00,6927.00,6611.00,57.00,58.00,40.00,18.00,13.00,0.00,14.00,0.00,14.00,85.00,55.00,123.00,57.00,402.00,372.00,1134.00
Fremont,8.10,2018.00,1350.00,1125.00,2156.00,649.00,6956.00,6611.00,57.00,58.00,40.00,18.00,13.00,0.00,14.00,0.00,14.00,85.00,55.00,123.00,57.00,402.00,372.00,1134.00
Fremont,8.10,2019.00,1350.00,1125.00,2156.00,649.00,6917.00,6611.00,57.00,58.00,40.00,18.00,13.00,0.00,14.00,0.00,14.00,85.00,55.00,123.00,57.00,402.00,372.00,1134.00
Fremont,8.10,2020.00,1350.00,1125.00,2156.00,649.00,6729.00,6611.00,57.00,58.00,40.00,18.00,13.00,0.00,14.00,0.00,14.00,85.00,55.00,123.00,57.00,402.00,372.00,1134.00
Greene,9.00,2016.00,1653.00,1465.00,2745.00,875.00,9011.00,8540.00,88.00,33.00,28.00,13.00,22.00,47.00,18.00,0.00,14.00,72.00,51.00,218.00,77.00,442.00,571.00,1472.00
Greene,9.00,2017.00,1653.00,1465.00,2745.00,875.00,8959.00,8540.00,88.00,33.00,28.00,13.00,22.00,47.00,18.00,0.00,14.00,72.00,51.00,218.00,77.00,442.00,571.00,1472.00
Greene,9.00,2018.00,1653.00,1465.00,2745.00,875.00,8971.00,8540.00,88.00,33.00,28.00,13.00,22.00,47.00,18.00,0.00,14.00,72.00,51.00,218.00,77.00,442.00,571.00,1472.00
Greene,9.00,2019.00,1653.00,1465.00,2745.00,875.00,8881.00,8540.00,88.00,33.00,28.00,13.00,22.00,47.00,18.00,0.00,14.00,72.00,51.00,218.00,77.00,442.00,571.00,1472.00
Greene,9.00,2020.00,1653.00,1465.00,2745.00,875.00,8795.00,8540.00,88.00,33.00,28.00,13.00,22.00,47.00,18.00,0.00,14.00,72.00,51.00,218.00,77.00,442.00,571.00,1472.00
Grundy,5.10,2016.00,2389.00,2182.00,3372.00,1145.00,12303.00,11992.00,24.00,85.00,52.00,9.00,12.00,40.00,15.00,0.00,16.00,0.00,16.00,136.00,62.00,797.00,507.00,2290.00
Grundy,5.10,2017.00,2389.00,2182.00,3372.00,1145.00,12296.00,11992.00,24.00,85.00,52.00,9.00,12.00,40.00,15.00,0.00,16.00,0.00,16.00,136.00,62.00,797.00,507.00,2290.00
Grundy,5.10,2018.00,2389.00,2182.00,3372.00,1145.00,12268.00,11992.00,24.00,85.00,52.00,9.00,12.00,40.00,15.00,0.00,16.00,0.00,16.00,136.00,62.00,797.00,507.00,2290.00
Grundy,5.10,2019.00,2389.00,2182.00,3372.00,1145.00,12227.00,11992.00,24.00,85.00,52.00,9.00,12.00,40.00,15.00,0.00,16.00,0.00,16.00,136.00,62.00,797.00,507.00,2290.00
Grundy,5.10,2020.00,2389.00,2182.00,3372.00,1145.00,12217.00,11992.00,24.00,85.00,52.00,9.00,12.00,40.00,15.00,0.00,16.00,0.00,16.00,136.00,62.00,797.00,507.00,2290.00
Guthrie,9.10,2016.00,2186.00,1697.00,3244.00,808.00,10661.00,10287.00,50.00,26.00,27.00,14.00,14.00,27.00,10.00,0.00,16.00,103.00,51.00,245.00,47.00,570.00,642.00,1896.00
Guthrie,9.10,2017.00,2186.00,1697.00,3244.00,808.00,10652.00,10287.00,50.00,26.00,27.00,14.00,14.00,27.00,10.00,0.00,16.00,103.00,51.00,245.00,47.00,570.00,642.00,1896.00
Guthrie,9.10,2018.00,2186.00,1697.00,3244.00,808.00,10719.00,10287.00,50.00,26.00,27.00,14.00,14.00,27.00,10.00,0.00,16.00,103.00,51.00,245.00,47.00,570.00,642.00,1896.00
Guthrie,9.10,2019.00,2186.00,1697.00,3244.00,808.00,10741.00,10287.00,50.00,26.00,27.00,14.00,14.00,27.00,10.00,0.00,16.00,103.00,51.00,245.00,47.00,570.00,642.00,1896.00
Guthrie,9.10,2020.00,2186.00,1697.00,3244.00,808.00,10737.00,10287.00,50.00,26.00,27.00,14.00,14.00,27.00,10.00,0.00,16.00,103.00,51.00,245.00,47.00,570.00,642.00,1896.00
Hamilton,7.50,2016.00,3072.00,2613.00,4061.00,1408.00,15090.00,13890.00,119.00,184.00,26.00,26.00,31.00,405.00,73.00,40.00,64.00,93.00,81.00,267.00,90.00,624.00,750.00,2614.00
Hamilton,7.50,2017.00,3072.00,2613.00,4061.00,1408.00,15034.00,13890.00,119.00,184.00,26.00,26.00,31.00,405.00,73.00,40.00,64.00,93.00,81.00,267.00,90.00,624.00,750.00,2614.00
Hamilton,7.50,2018.00,3072.00,2613.00,4061.00,1408.00,14887.00,13890.00,119.00,184.00,26.00,26.00,31.00,405.00,73.00,40.00,64.00,93.00,81.00,267.00,90.00,624.00,750.00,2614.00
Hamilton,7.50,2019.00,3072.00,2613.00,4061.00,1408.00,14797.00,13890.00,119.00,184.00,26.00,26.00,31.00,405.00,73.00,40.00,64.00,93.00,81.00,267.00,90.00,624.00,750.00,2614.00
Hamilton,7.50,2020.00,3072.00,2613.00,4061.00,1408.00,14716.00,13890.00,119.00,184.00,26.00,26.00,31.00,405.00,73.00,40.00,64.00,93.00,81.00,267.00,90.00,624.00,750.00,2614.00
Hancock,11.00,2016.00,2210.00,1780.00,3069.00,1101.00,10887.00,10241.00,82.00,143.00,62.00,30.00,18.00,41.00,42.00,0.00,16.00,114.00,68.00,140.00,64.00,488.00,752.00,2072.00
Hancock,11.00,2017.00,2210.00,1780.00,3069.00,1101.00,10762.00,10241.00,82.00,143.00,62.00,30.00,18.00,41.00,42.00,0.00,16.00,114.00,68.00,140.00,64.00,488.00,752.00,2072.00
Hancock,11.00,2018.00,2210.00,1780.00,3069.00,1101.00,10726.00,10241.00,82.00,143.00,62.00,30.00,18.00,41.00,42.00,0.00,16.00,114.00,68.00,140.00,64.00,488.00,752.00,2072.00
Hancock,11.00,2019.00,2210.00,1780.00,3069.00,1101.00,10664.00,10241.00,82.00,143.00,62.00,30.00,18.00,41.00,42.00,0.00,16.00,114.00,68.00,140.00,64.00,488.00,752.00,2072.00
Hancock,11.00,2020.00,2210.00,1780.00,3069.00,1101.00,10507.00,10241.00,82.00,143.00,62.00,30.00,18.00,41.00,42.00,0.00,16.00,114.00,68.00,140.00,64.00,488.00,752.00,2072.00
Hardin,9.60,2016.00,3307.00,2791.00,5062.00,1519.00,17193.00,16007.00,99.00,225.00,78.00,102.00,46.00,64.00,57.00,19.00,29.00,113.00,89.00,394.00,125.00,580.00,874.00,2982.00
Hardin,9.60,2017.00,3307.00,2791.00,5062.00,1519.00,17076.00,16007.00,99.00,225.00,78.00,102.00,46.00,64.00,57.00,19.00,29.00,113.00,89.00,394.00,125.00,580.00,874.00,2982.00
Hardin,9.60,2018.00,3307.00,2791.00,5062.00,1519.00,16965.00,16007.00,99.00,225.00,78.00,102.00,46.00,64.00,57.00,19.00,29.00,113.00,89.00,394.00,125.00,580.00,874.00,2982.00
Hardin,9.60,2019.00,3307.00,2791.00,5062.00,1519.00,16809.00,16007.00,99.00,225.00,78.00,102.00,46.00,64.00,57.00,19.00,29.00,113.00,89.00,394.00,125.00,580.00,874.00,2982.00
Hardin,9.60,2020.00,3307.00,2791.00,5062.00,1519.00,16575.00,16007.00,99.00,225.00,78.00,102.00,46.00,64.00,57.00,19.00,29.00,113.00,89.00,394.00,125.00,580.00,874.00,2982.00
Harrison,8.70,2016.00,2949.00,2353.00,3813.00,1418.00,14051.00,13666.00,37.00,41.00,32.00,34.00,29.00,37.00,24.00,19.00,24.00,16.00,15.00,230.00,59.00,811.00,879.00,2540.00
Harrison,8.70,2017.00,2949.00,2353.00,3813.00,1418.00,14116.00,13666.00,37.00,41.00,32.00,34.00,29.00,37.00,24.00,19.00,24.00,16.00,15.00,230.00,59.00,811.00,879.00,2540.00
Harrison,8.70,2018.00,2949.00,2353.00,3813.00,1418.00,14086.00,13666.00,37.00,41.00,32.00,34.00,29.00,37.00,24.00,19.00,24.00,16.00,15.00,230.00,59.00,811.00,879.00,2540.00
Harrison,8.70,2019.00,2949.00,2353.00,3813.00,1418.00,14034.00,13666.00,37.00,41.00,32.00,34.00,29.00,37.00,24.00,19.00,24.00,16.00,15.00,230.00,59.00,811.00,879.00,2540.00
Harrison,8.70,2020.00,2949.00,2353.00,3813.00,1418.00,13928.00,13666.00,37.00,41.00,32.00,34.00,29.00,37.00,24.00,19.00,24.00,16.00,15.00,230.00,59.00,811.00,879.00,2540.00
Henry,10.70,2016.00,3741.00,3553.00,5109.00,2288.00,19842.00,18091.00,176.00,446.00,62.00,68.00,65.00,545.00,71.00,9.00,13.00,156.00,101.00,574.00,160.00,639.00,1112.00,3350.00
Henry,10.70,2017.00,3741.00,3553.00,5109.00,2288.00,20056.00,18091.00,176.00,446.00,62.00,68.00,65.00,545.00,71.00,9.00,13.00,156.00,101.00,574.00,160.00,639.00,1112.00,3350.00
Henry,10.70,2018.00,3741.00,3553.00,5109.00,2288.00,20015.00,18091.00,176.00,446.00,62.00,68.00,65.00,545.00,71.00,9.00,13.00,156.00,101.00,574.00,160.00,639.00,1112.00,3350.00
Henry,10.70,2019.00,3741.00,3553.00,5109.00,2288.00,19835.00,18091.00,176.00,446.00,62.00,68.00,65.00,545.00,71.00,9.00,13.00,156.00,101.00,574.00,160.00,639.00,1112.00,3350.00
Henry,10.70,2020.00,3741.00,3553.00,5109.00,2288.00,19697.00,18091.00,176.00,446.00,62.00,68.00,65.00,545.00,71.00,9.00,13.00,156.00,101.00,574.00,160.00,639.00,1112.00,3350.00
Howard,9.00,2016.00,1742.00,1533.00,2525.00,851.00,9261.00,8965.00,61.00,33.00,20.00,1.00,2.00,48.00,36.00,2.00,4.00,1.00,3.00,151.00,70.00,304.00,600.00,1651.00
Howard,9.00,2017.00,1742.00,1533.00,2525.00,851.00,9235.00,8965.00,61.00,33.00,20.00,1.00,2.00,48.00,36.00,2.00,4.00,1.00,3.00,151.00,70.00,304.00,600.00,1651.00
Howard,9.00,2018.00,1742.00,1533.00,2525.00,851.00,9185.00,8965.00,61.00,33.00,20.00,1.00,2.00,48.00,36.00,2.00,4.00,1.00,3.00,151.00,70.00,304.00,600.00,1651.00
Howard,9.00,2019.00,1742.00,1533.00,2525.00,851.00,9146.00,8965.00,61.00,33.00,20.00,1.00,2.00,48.00,36.00,2.00,4.00,1.00,3.00,151.00,70.00,304.00,600.00,1651.00
Howard,9.00,2020.00,1742.00,1533.00,2525.00,851.00,9176.00,8965.00,61.00,33.00,20.00,1.00,2.00,48.00,36.00,2.00,4.00,1.00,3.00,151.00,70.00,304.00,600.00,1651.00
Humboldt,13.60,2016.00,1718.00,1716.00,2765.00,868.00,9530.00,9146.00,76.00,26.00,21.00,13.00,22.00,79.00,59.00,0.00,14.00,50.00,40.00,204.00,89.00,361.00,644.00,1579.00
Humboldt,13.60,2017.00,1718.00,1716.00,2765.00,868.00,9568.00,9146.00,76.00,26.00,21.00,13.00,22.00,79.00,59.00,0.00,14.00,50.00,40.00,204.00,89.00,361.00,644.00,1579.00
Humboldt,13.60,2018.00,1718.00,1716.00,2765.00,868.00,9520.00,9146.00,76.00,26.00,21.00,13.00,22.00,79.00,59.00,0.00,14.00,50.00,40.00,204.00,89.00,361.00,644.00,1579.00
Humboldt,13.60,2019.00,1718.00,1716.00,2765.00,868.00,9499.00,9146.00,76.00,26.00,21.00,13.00,22.00,79.00,59.00,0.00,14.00,50.00,40.00,204.00,89.00,361.00,644.00,1579.00
Humboldt,13.60,2020.00,1718.00,1716.00,2765.00,868.00,9473.00,9146.00,76.00,26.00,21.00,13.00,22.00,79.00,59.00,0.00,14.00,50.00,40.00,204.00,89.00,361.00,644.00,1579.00
Ida,11.60,2016.00,1199.00,1129.00,2054.00,624.00,6960.00,6634.00,40.00,114.00,32.00,5.00,7.00,5.00,8.00,0.00,14.00,44.00,33.00,60.00,30.00,320.00,419.00,1163.00
Ida,11.60,2017.00,1199.00,1129.00,2054.00,624.00,6864.00,6634.00,40.00,114.00,32.00,5.00,7.00,5.00,8.00,0.00,14.00,44.00,33.00,60.00,30.00,320.00,419.00,1163.00
Ida,11.60,2018.00,1199.00,1129.00,2054.00,624.00,6829.00,6634.00,40.00,114.00,32.00,5.00,7.00,5.00,8.00,0.00,14.00,44.00,33.00,60.00,30.00,320.00,419.00,1163.00
Ida,11.60,2019.00,1199.00,1129.00,2054.00,624.00,6822.00,6634.00,40.00,114.00,32.00,5.00,7.00,5.00,8.00,0.00,14.00,44.00,33.00,60.00,30.00,320.00,419.00,1163.00
Ida,11.60,2020.00,1199.00,1129.00,2054.00,624.00,6833.00,6634.00,40.00,114.00,32.00,5.00,7.00,5.00,8.00,0.00,14.00,44.00,33.00,60.00,30.00,320.00,419.00,1163.00
Iowa,8.40,2016.00,3419.00,2793.00,4252.00,1607.00,16202.00,15508.00,171.00,89.00,66.00,4.00,10.00,61.00,52.00,0.00,16.00,56.00,51.00,437.00,181.00,924.00,738.00,2838.00
Iowa,8.40,2017.00,3419.00,2793.00,4252.00,1607.00,16139.00,15508.00,171.00,89.00,66.00,4.00,10.00,61.00,52.00,0.00,16.00,56.00,51.00,437.00,181.00,924.00,738.00,2838.00
Iowa,8.40,2018.00,3419.00,2793.00,4252.00,1607.00,16150.00,15508.00,171.00,89.00,66.00,4.00,10.00,61.00,52.00,0.00,16.00,56.00,51.00,437.00,181.00,924.00,738.00,2838.00
Iowa,8.40,2019.00,3419.00,2793.00,4252.00,1607.00,16146.00,15508.00,171.00,89.00,66.00,4.00,10.00,61.00,52.00,0.00,16.00,56.00,51.00,437.00,181.00,924.00,738.00,2838.00
Iowa,8.40,2020.00,3419.00,2793.00,4252.00,1607.00,16138.00,15508.00,171.00,89.00,66.00,4.00,10.00,61.00,52.00,0.00,16.00,56.00,51.00,437.00,181.00,924.00,738.00,2838.00
Jackson,11.90,2016.00,4148.00,3130.00,5376.00,1846.00,19406.00,18675.00,52.00,138.00,106.00,3.00,5.00,82.00,26.00,106.00,150.00,43.00,50.00,301.00,149.00,1094.00,1248.00,3133.00
Jackson,11.90,2017.00,4148.00,3130.00,5376.00,1846.00,19377.00,18675.00,52.00,138.00,106.00,3.00,5.00,82.00,26.00,106.00,150.00,43.00,50.00,301.00,149.00,1094.00,1248.00,3133.00
Jackson,11.90,2018.00,4148.00,3130.00,5376.00,1846.00,19375.00,18675.00,52.00,138.00,106.00,3.00,5.00,82.00,26.00,106.00,150.00,43.00,50.00,301.00,149.00,1094.00,1248.00,3133.00
Jackson,11.90,2019.00,4148.00,3130.00,5376.00,1846.00,19375.00,18675.00,52.00,138.00,106.00,3.00,5.00,82.00,26.00,106.00,150.00,43.00,50.00,301.00,149.00,1094.00,1248.00,3133.00
