County,Poverty ,Year,Middle-Old,Middle-Young,Old,Young,Population,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME,HighIncome,LowIncome,MidIncome
Palo Alto,5.70,2020.00,1674.00,1528.00,2518.00,819.00,8845.00,8439.00,105.00,134.00,75.00,32.00,42.00,13.00,14.00,0.00,14.00,31.00,29.00,292.00,116.00,349.00,371.00,1458.00
Plymouth,7.20,2016.00,4954.00,4363.00,6463.00,2291.00,25207.00,23761.00,221.00,383.00,69.00,135.00,39.00,171.00,55.00,0.00,18.00,470.00,231.00,221.00,115.00,1663.00,1146.00,4637.00
Plymouth,7.20,2017.00,4954.00,4363.00,6463.00,2291.00,25053.00,23761.00,221.00,383.00,69.00,135.00,39.00,171.00,55.00,0.00,18.00,470.00,231.00,221.00,115.00,1663.00,1146.00,4637.00
Plymouth,7.20,2018.00,4954.00,4363.00,6463.00,2291.00,25024.00,23761.00,221.00,383.00,69.00,135.00,39.00,171.00,55.00,0.00,18.00,470.00,231.00,221.00,115.00,1663.00,1146.00,4637.00
Plymouth,7.20,2019.00,4954.00,4363.00,6463.00,2291.00,25200.00,23761.00,221.00,383.00,69.00,135.00,39.00,171.00,55.00,0.00,18.00,470.00,231.00,221.00,115.00,1663.00,1146.00,4637.00
Plymouth,7.20,2020.00,4954.00,4363.00,6463.00,2291.00,25219.00,23761.00,221.00,383.00,69.00,135.00,39.00,171.00,55.00,0.00,18.00,470.00,231.00,221.00,115.00,1663.00,1146.00,4637.00
Pocahontas,11.20,2016.00,1299.00,1003.00,2133.00,664.00,6845.00,6455.00,36.00,28.00,34.00,11.00,21.00,54.00,62.00,32.00,45.00,43.00,33.00,102.00,66.00,224.00,503.00,1131.00
Pocahontas,11.20,2017.00,1299.00,1003.00,2133.00,664.00,6830.00,6455.00,36.00,28.00,34.00,11.00,21.00,54.00,62.00,32.00,45.00,43.00,33.00,102.00,66.00,224.00,503.00,1131.00
Pocahontas,11.20,2018.00,1299.00,1003.00,2133.00,664.00,6709.00,6455.00,36.00,28.00,34.00,11.00,21.00,54.00,62.00,32.00,45.00,43.00,33.00,102.00,66.00,224.00,503.00,1131.00
Pocahontas,11.20,2019.00,1299.00,1003.00,2133.00,664.00,6632.00,6455.00,36.00,28.00,34.00,11.00,21.00,54.00,62.00,32.00,45.00,43.00,33.00,102.00,66.00,224.00,503.00,1131.00
Pocahontas,11.20,2020.00,1299.00,1003.00,2133.00,664.00,6607.00,6455.00,36.00,28.00,34.00,11.00,21.00,54.00,62.00,32.00,45.00,43.00,33.00,102.00,66.00,224.00,503.00,1131.00
Polk,10.40,2016.00,91744.00,103629.00,89113.00,62565.00,474593.00,400882.00,1384.00,33808.00,1084.00,1180.00,271.00,23235.00,598.00,417.00,88.00,8538.00,1089.00,17358.00,1412.00,33902.00,20847.00,62371.00
Polk,10.40,2017.00,91744.00,103629.00,89113.00,62565.00,480962.00,400882.00,1384.00,33808.00,1084.00,1180.00,271.00,23235.00,598.00,417.00,88.00,8538.00,1089.00,17358.00,1412.00,33902.00,20847.00,62371.00
Polk,10.40,2018.00,91744.00,103629.00,89113.00,62565.00,486222.00,400882.00,1384.00,33808.00,1084.00,1180.00,271.00,23235.00,598.00,417.00,88.00,8538.00,1089.00,17358.00,1412.00,33902.00,20847.00,62371.00
Polk,10.40,2019.00,91744.00,103629.00,89113.00,62565.00,491031.00,400882.00,1384.00,33808.00,1084.00,1180.00,271.00,23235.00,598.00,417.00,88.00,8538.00,1089.00,17358.00,1412.00,33902.00,20847.00,62371.00
Polk,10.40,2020.00,91744.00,103629.00,89113.00,62565.00,494281.00,400882.00,1384.00,33808.00,1084.00,1180.00,271.00,23235.00,598.00,417.00,88.00,8538.00,1089.00,17358.00,1412.00,33902.00,20847.00,62371.00
Pottawattamie,10.30,2016.00,18452.00,16808.00,22654.00,10104.00,93649.00,86673.00,563.00,1561.00,246.00,365.00,117.00,723.00,228.00,11.00,20.00,1564.00,519.00,2581.00,465.00,4729.00,5089.00,13837.00
Pottawattamie,10.30,2017.00,18452.00,16808.00,22654.00,10104.00,93563.00,86673.00,563.00,1561.00,246.00,365.00,117.00,723.00,228.00,11.00,20.00,1564.00,519.00,2581.00,465.00,4729.00,5089.00,13837.00
Pottawattamie,10.30,2018.00,18452.00,16808.00,22654.00,10104.00,93445.00,86673.00,563.00,1561.00,246.00,365.00,117.00,723.00,228.00,11.00,20.00,1564.00,519.00,2581.00,465.00,4729.00,5089.00,13837.00
Pottawattamie,10.30,2019.00,18452.00,16808.00,22654.00,10104.00,93405.00,86673.00,563.00,1561.00,246.00,365.00,117.00,723.00,228.00,11.00,20.00,1564.00,519.00,2581.00,465.00,4729.00,5089.00,13837.00
Pottawattamie,10.30,2020.00,18452.00,16808.00,22654.00,10104.00,93328.00,86673.00,563.00,1561.00,246.00,365.00,117.00,723.00,228.00,11.00,20.00,1564.00,519.00,2581.00,465.00,4729.00,5089.00,13837.00
Poweshiek,10.90,2016.00,3306.00,2719.00,5084.00,2128.00,18297.00,17162.00,97.00,245.00,86.00,2.00,6.00,423.00,34.00,0.00,16.00,100.00,60.00,459.00,112.00,1051.00,899.00,2751.00
Poweshiek,10.90,2017.00,3306.00,2719.00,5084.00,2128.00,18359.00,17162.00,97.00,245.00,86.00,2.00,6.00,423.00,34.00,0.00,16.00,100.00,60.00,459.00,112.00,1051.00,899.00,2751.00
Poweshiek,10.90,2018.00,3306.00,2719.00,5084.00,2128.00,18461.00,17162.00,97.00,245.00,86.00,2.00,6.00,423.00,34.00,0.00,16.00,100.00,60.00,459.00,112.00,1051.00,899.00,2751.00
Poweshiek,10.90,2019.00,3306.00,2719.00,5084.00,2128.00,18458.00,17162.00,97.00,245.00,86.00,2.00,6.00,423.00,34.00,0.00,16.00,100.00,60.00,459.00,112.00,1051.00,899.00,2751.00
Poweshiek,10.90,2020.00,3306.00,2719.00,5084.00,2128.00,18381.00,17162.00,97.00,245.00,86.00,2.00,6.00,423.00,34.00,0.00,16.00,100.00,60.00,459.00,112.00,1051.00,899.00,2751.00
Ringgold,10.00,2016.00,892.00,744.00,1536.00,314.00,4994.00,4708.00,36.00,5.00,9.00,10.00,11.00,38.00,33.00,0.00,10.00,99.00,36.00,62.00,30.00,226.00,307.00,702.00
Ringgold,10.00,2017.00,892.00,744.00,1536.00,314.00,5029.00,4708.00,36.00,5.00,9.00,10.00,11.00,38.00,33.00,0.00,10.00,99.00,36.00,62.00,30.00,226.00,307.00,702.00
Ringgold,10.00,2018.00,892.00,744.00,1536.00,314.00,4921.00,4708.00,36.00,5.00,9.00,10.00,11.00,38.00,33.00,0.00,10.00,99.00,36.00,62.00,30.00,226.00,307.00,702.00
Ringgold,10.00,2019.00,892.00,744.00,1536.00,314.00,4866.00,4708.00,36.00,5.00,9.00,10.00,11.00,38.00,33.00,0.00,10.00,99.00,36.00,62.00,30.00,226.00,307.00,702.00
Ringgold,10.00,2020.00,892.00,744.00,1536.00,314.00,4801.00,4708.00,36.00,5.00,9.00,10.00,11.00,38.00,33.00,0.00,10.00,99.00,36.00,62.00,30.00,226.00,307.00,702.00
Sac,10.50,2016.00,1945.00,1467.00,3012.00,835.00,9804.00,9452.00,47.00,70.00,58.00,0.00,14.00,38.00,34.00,0.00,14.00,53.00,46.00,98.00,46.00,528.00,548.00,1700.00
Sac,10.50,2017.00,1945.00,1467.00,3012.00,835.00,9797.00,9452.00,47.00,70.00,58.00,0.00,14.00,38.00,34.00,0.00,14.00,53.00,46.00,98.00,46.00,528.00,548.00,1700.00
Sac,10.50,2018.00,1945.00,1467.00,3012.00,835.00,9675.00,9452.00,47.00,70.00,58.00,0.00,14.00,38.00,34.00,0.00,14.00,53.00,46.00,98.00,46.00,528.00,548.00,1700.00
Sac,10.50,2019.00,1945.00,1467.00,3012.00,835.00,9675.00,9452.00,47.00,70.00,58.00,0.00,14.00,38.00,34.00,0.00,14.00,53.00,46.00,98.00,46.00,528.00,548.00,1700.00
Sac,10.50,2020.00,1945.00,1467.00,3012.00,835.00,9603.00,9452.00,47.00,70.00,58.00,0.00,14.00,38.00,34.00,0.00,14.00,53.00,46.00,98.00,46.00,528.00,548.00,1700.00
Scott,11.90,2016.00,32994.00,33809.00,39533.00,18949.00,172361.00,145722.00,546.00,12765.00,689.00,505.00,158.00,4827.00,252.00,21.00,25.00,1509.00,425.00,7589.00,845.00,11259.00,8075.00,23410.00
Scott,11.90,2017.00,32994.00,33809.00,39533.00,18949.00,172691.00,145722.00,546.00,12765.00,689.00,505.00,158.00,4827.00,252.00,21.00,25.00,1509.00,425.00,7589.00,845.00,11259.00,8075.00,23410.00
Scott,11.90,2018.00,32994.00,33809.00,39533.00,18949.00,173019.00,145722.00,546.00,12765.00,689.00,505.00,158.00,4827.00,252.00,21.00,25.00,1509.00,425.00,7589.00,845.00,11259.00,8075.00,23410.00
Scott,11.90,2019.00,32994.00,33809.00,39533.00,18949.00,173400.00,145722.00,546.00,12765.00,689.00,505.00,158.00,4827.00,252.00,21.00,25.00,1509.00,425.00,7589.00,845.00,11259.00,8075.00,23410.00
Scott,11.90,2020.00,32994.00,33809.00,39533.00,18949.00,173216.00,145722.00,546.00,12765.00,689.00,505.00,158.00,4827.00,252.00,21.00,25.00,1509.00,425.00,7589.00,845.00,11259.00,8075.00,23410.00
Shelby,8.90,2016.00,2410.00,1723.00,3490.00,1061.00,11662.00,11094.00,61.00,115.00,76.00,20.00,31.00,37.00,68.00,0.00,16.00,131.00,57.00,147.00,86.00,731.00,707.00,1775.00
Shelby,8.90,2017.00,2410.00,1723.00,3490.00,1061.00,11584.00,11094.00,61.00,115.00,76.00,20.00,31.00,37.00,68.00,0.00,16.00,131.00,57.00,147.00,86.00,731.00,707.00,1775.00
Shelby,8.90,2018.00,2410.00,1723.00,3490.00,1061.00,11564.00,11094.00,61.00,115.00,76.00,20.00,31.00,37.00,68.00,0.00,16.00,131.00,57.00,147.00,86.00,731.00,707.00,1775.00
Shelby,8.90,2019.00,2410.00,1723.00,3490.00,1061.00,11479.00,11094.00,61.00,115.00,76.00,20.00,31.00,37.00,68.00,0.00,16.00,131.00,57.00,147.00,86.00,731.00,707.00,1775.00
Shelby,8.90,2020.00,2410.00,1723.00,3490.00,1061.00,11430.00,11094.00,61.00,115.00,76.00,20.00,31.00,37.00,68.00,0.00,16.00,131.00,57.00,147.00,86.00,731.00,707.00,1775.00
Sioux,5.50,2016.00,5449.00,6064.00,7362.00,4458.00,34955.00,32621.00,315.00,143.00,49.00,92.00,82.00,206.00,82.00,16.00,18.00,787.00,287.00,1035.00,264.00,1823.00,1090.00,6053.00
Sioux,5.50,2017.00,5449.00,6064.00,7362.00,4458.00,34784.00,32621.00,315.00,143.00,49.00,92.00,82.00,206.00,82.00,16.00,18.00,787.00,287.00,1035.00,264.00,1823.00,1090.00,6053.00
Sioux,5.50,2018.00,5449.00,6064.00,7362.00,4458.00,34767.00,32621.00,315.00,143.00,49.00,92.00,82.00,206.00,82.00,16.00,18.00,787.00,287.00,1035.00,264.00,1823.00,1090.00,6053.00
Sioux,5.50,2019.00,5449.00,6064.00,7362.00,4458.00,34950.00,32621.00,315.00,143.00,49.00,92.00,82.00,206.00,82.00,16.00,18.00,787.00,287.00,1035.00,264.00,1823.00,1090.00,6053.00
Sioux,5.50,2020.00,5449.00,6064.00,7362.00,4458.00,35043.00,32621.00,315.00,143.00,49.00,92.00,82.00,206.00,82.00,16.00,18.00,787.00,287.00,1035.00,264.00,1823.00,1090.00,6053.00
Story,20.00,2016.00,12746.00,14905.00,16273.00,23060.00,97012.00,82952.00,470.00,2119.00,311.00,145.00,41.00,7825.00,278.00,0.00,23.00,1106.00,298.00,3208.00,547.00,5914.00,2901.00,10096.00
Story,20.00,2017.00,12746.00,14905.00,16273.00,23060.00,97335.00,82952.00,470.00,2119.00,311.00,145.00,41.00,7825.00,278.00,0.00,23.00,1106.00,298.00,3208.00,547.00,5914.00,2901.00,10096.00
Story,20.00,2018.00,12746.00,14905.00,16273.00,23060.00,96749.00,82952.00,470.00,2119.00,311.00,145.00,41.00,7825.00,278.00,0.00,23.00,1106.00,298.00,3208.00,547.00,5914.00,2901.00,10096.00
Story,20.00,2019.00,12746.00,14905.00,16273.00,23060.00,97441.00,82952.00,470.00,2119.00,311.00,145.00,41.00,7825.00,278.00,0.00,23.00,1106.00,298.00,3208.00,547.00,5914.00,2901.00,10096.00
Story,20.00,2020.00,12746.00,14905.00,16273.00,23060.00,98237.00,82952.00,470.00,2119.00,311.00,145.00,41.00,7825.00,278.00,0.00,23.00,1106.00,298.00,3208.00,547.00,5914.00,2901.00,10096.00
Tama,12.60,2016.00,3379.00,2683.00,4597.00,1498.00,17212.00,14720.00,157.00,106.00,42.00,1354.00,103.00,57.00,46.00,6.00,15.00,130.00,94.00,589.00,85.00,710.00,940.00,2744.00
Tama,12.60,2017.00,3379.00,2683.00,4597.00,1498.00,17040.00,14720.00,157.00,106.00,42.00,1354.00,103.00,57.00,46.00,6.00,15.00,130.00,94.00,589.00,85.00,710.00,940.00,2744.00
Tama,12.60,2018.00,3379.00,2683.00,4597.00,1498.00,16853.00,14720.00,157.00,106.00,42.00,1354.00,103.00,57.00,46.00,6.00,15.00,130.00,94.00,589.00,85.00,710.00,940.00,2744.00
Tama,12.60,2019.00,3379.00,2683.00,4597.00,1498.00,16904.00,14720.00,157.00,106.00,42.00,1354.00,103.00,57.00,46.00,6.00,15.00,130.00,94.00,589.00,85.00,710.00,940.00,2744.00
Tama,12.60,2020.00,3379.00,2683.00,4597.00,1498.00,16801.00,14720.00,157.00,106.00,42.00,1354.00,103.00,57.00,46.00,6.00,15.00,130.00,94.00,589.00,85.00,710.00,940.00,2744.00
Taylor,7.10,2016.00,1071.00,981.00,1911.00,543.00,6219.00,5808.00,71.00,1.00,2.00,9.00,12.00,9.00,13.00,0.00,14.00,155.00,77.00,178.00,65.00,269.00,326.00,996.00
Taylor,7.10,2017.00,1071.00,981.00,1911.00,543.00,6113.00,5808.00,71.00,1.00,2.00,9.00,12.00,9.00,13.00,0.00,14.00,155.00,77.00,178.00,65.00,269.00,326.00,996.00
Taylor,7.10,2018.00,1071.00,981.00,1911.00,543.00,6190.00,5808.00,71.00,1.00,2.00,9.00,12.00,9.00,13.00,0.00,14.00,155.00,77.00,178.00,65.00,269.00,326.00,996.00
Taylor,7.10,2019.00,1071.00,981.00,1911.00,543.00,6188.00,5808.00,71.00,1.00,2.00,9.00,12.00,9.00,13.00,0.00,14.00,155.00,77.00,178.00,65.00,269.00,326.00,996.00
Taylor,7.10,2020.00,1071.00,981.00,1911.00,543.00,6092.00,5808.00,71.00,1.00,2.00,9.00,12.00,9.00,13.00,0.00,14.00,155.00,77.00,178.00,65.00,269.00,326.00,996.00
Union,11.90,2016.00,2265.00,2218.00,3314.00,1198.00,12366.00,11779.00,71.00,21.00,32.00,0.00,16.00,204.00,86.00,8.00,16.00,116.00,70.00,175.00,75.00,567.00,787.00,1785.00
Union,11.90,2017.00,2265.00,2218.00,3314.00,1198.00,12472.00,11779.00,71.00,21.00,32.00,0.00,16.00,204.00,86.00,8.00,16.00,116.00,70.00,175.00,75.00,567.00,787.00,1785.00
Union,11.90,2018.00,2265.00,2218.00,3314.00,1198.00,12297.00,11779.00,71.00,21.00,32.00,0.00,16.00,204.00,86.00,8.00,16.00,116.00,70.00,175.00,75.00,567.00,787.00,1785.00
Union,11.90,2019.00,2265.00,2218.00,3314.00,1198.00,12224.00,11779.00,71.00,21.00,32.00,0.00,16.00,204.00,86.00,8.00,16.00,116.00,70.00,175.00,75.00,567.00,787.00,1785.00
Union,11.90,2020.00,2265.00,2218.00,3314.00,1198.00,12157.00,11779.00,71.00,21.00,32.00,0.00,16.00,204.00,86.00,8.00,16.00,116.00,70.00,175.00,75.00,567.00,787.00,1785.00
Van Buren,13.10,2016.00,1368.00,1108.00,2213.00,596.00,7243.00,6914.00,36.00,21.00,11.00,0.00,14.00,34.00,24.00,0.00,14.00,25.00,30.00,110.00,26.00,249.00,500.00,1180.00
Van Buren,13.10,2017.00,1368.00,1108.00,2213.00,596.00,7155.00,6914.00,36.00,21.00,11.00,0.00,14.00,34.00,24.00,0.00,14.00,25.00,30.00,110.00,26.00,249.00,500.00,1180.00
Van Buren,13.10,2018.00,1368.00,1108.00,2213.00,596.00,7008.00,6914.00,36.00,21.00,11.00,0.00,14.00,34.00,24.00,0.00,14.00,25.00,30.00,110.00,26.00,249.00,500.00,1180.00
Van Buren,13.10,2019.00,1368.00,1108.00,2213.00,596.00,7044.00,6914.00,36.00,21.00,11.00,0.00,14.00,34.00,24.00,0.00,14.00,25.00,30.00,110.00,26.00,249.00,500.00,1180.00
Van Buren,13.10,2020.00,1368.00,1108.00,2213.00,596.00,7069.00,6914.00,36.00,21.00,11.00,0.00,14.00,34.00,24.00,0.00,14.00,25.00,30.00,110.00,26.00,249.00,500.00,1180.00
Wapello,16.60,2016.00,6534.00,6120.00,9077.00,3883.00,35270.00,30517.00,365.00,1298.00,145.00,86.00,83.00,507.00,71.00,303.00,19.00,1322.00,331.00,1069.00,245.00,1206.00,3006.00,5121.00
Wapello,16.60,2017.00,6534.00,6120.00,9077.00,3883.00,35043.00,30517.00,365.00,1298.00,145.00,86.00,83.00,507.00,71.00,303.00,19.00,1322.00,331.00,1069.00,245.00,1206.00,3006.00,5121.00
Wapello,16.60,2018.00,6534.00,6120.00,9077.00,3883.00,35060.00,30517.00,365.00,1298.00,145.00,86.00,83.00,507.00,71.00,303.00,19.00,1322.00,331.00,1069.00,245.00,1206.00,3006.00,5121.00
Wapello,16.60,2019.00,6534.00,6120.00,9077.00,3883.00,35151.00,30517.00,365.00,1298.00,145.00,86.00,83.00,507.00,71.00,303.00,19.00,1322.00,331.00,1069.00,245.00,1206.00,3006.00,5121.00
Wapello,16.60,2020.00,6534.00,6120.00,9077.00,3883.00,34985.00,30517.00,365.00,1298.00,145.00,86.00,83.00,507.00,71.00,303.00,19.00,1322.00,331.00,1069.00,245.00,1206.00,3006.00,5121.00
Warren,6.70,2016.00,9866.00,9822.00,11218.00,4852.00,49383.00,48594.00,164.00,301.00,172.00,24.00,30.00,388.00,88.00,141.00,123.00,325.00,153.00,1094.00,231.00,4192.00,1595.00,7576.00
Warren,6.70,2017.00,9866.00,9822.00,11218.00,4852.00,50087.00,48594.00,164.00,301.00,172.00,24.00,30.00,388.00,88.00,141.00,123.00,325.00,153.00,1094.00,231.00,4192.00,1595.00,7576.00
Warren,6.70,2018.00,9866.00,9822.00,11218.00,4852.00,51053.00,48594.00,164.00,301.00,172.00,24.00,30.00,388.00,88.00,141.00,123.00,325.00,153.00,1094.00,231.00,4192.00,1595.00,7576.00
Warren,6.70,2019.00,9866.00,9822.00,11218.00,4852.00,51548.00,48594.00,164.00,301.00,172.00,24.00,30.00,388.00,88.00,141.00,123.00,325.00,153.00,1094.00,231.00,4192.00,1595.00,7576.00
Warren,6.70,2020.00,9866.00,9822.00,11218.00,4852.00,52265.00,48594.00,164.00,301.00,172.00,24.00,30.00,388.00,88.00,141.00,123.00,325.00,153.00,1094.00,231.00,4192.00,1595.00,7576.00
Washington,8.20,2016.00,4283.00,3924.00,5526.00,2303.00,22147.00,20790.00,266.00,147.00,48.00,45.00,30.00,97.00,31.00,6.00,7.00,579.00,264.00,436.00,68.00,1041.00,1066.00,4176.00
Washington,8.20,2017.00,4283.00,3924.00,5526.00,2303.00,22236.00,20790.00,266.00,147.00,48.00,45.00,30.00,97.00,31.00,6.00,7.00,579.00,264.00,436.00,68.00,1041.00,1066.00,4176.00
Washington,8.20,2018.00,4283.00,3924.00,5526.00,2303.00,22095.00,20790.00,266.00,147.00,48.00,45.00,30.00,97.00,31.00,6.00,7.00,579.00,264.00,436.00,68.00,1041.00,1066.00,4176.00
Washington,8.20,2019.00,4283.00,3924.00,5526.00,2303.00,22030.00,20790.00,266.00,147.00,48.00,45.00,30.00,97.00,31.00,6.00,7.00,579.00,264.00,436.00,68.00,1041.00,1066.00,4176.00
Washington,8.20,2020.00,4283.00,3924.00,5526.00,2303.00,21992.00,20790.00,266.00,147.00,48.00,45.00,30.00,97.00,31.00,6.00,7.00,579.00,264.00,436.00,68.00,1041.00,1066.00,4176.00
Wayne,16.00,2016.00,1217.00,969.00,1808.00,623.00,6438.00,6165.00,77.00,12.00,12.00,31.00,28.00,5.00,12.00,0.00,14.00,35.00,30.00,178.00,85.00,188.00,431.00,1064.00
Wayne,16.00,2017.00,1217.00,969.00,1808.00,623.00,6488.00,6165.00,77.00,12.00,12.00,31.00,28.00,5.00,12.00,0.00,14.00,35.00,30.00,178.00,85.00,188.00,431.00,1064.00
Wayne,16.00,2018.00,1217.00,969.00,1808.00,623.00,6376.00,6165.00,77.00,12.00,12.00,31.00,28.00,5.00,12.00,0.00,14.00,35.00,30.00,178.00,85.00,188.00,431.00,1064.00
Wayne,16.00,2019.00,1217.00,969.00,1808.00,623.00,6413.00,6165.00,77.00,12.00,12.00,31.00,28.00,5.00,12.00,0.00,14.00,35.00,30.00,178.00,85.00,188.00,431.00,1064.00
Wayne,16.00,2020.00,1217.00,969.00,1808.00,623.00,6415.00,6165.00,77.00,12.00,12.00,31.00,28.00,5.00,12.00,0.00,14.00,35.00,30.00,178.00,85.00,188.00,431.00,1064.00
Webster,14.30,2016.00,6766.00,5992.00,9310.00,4605.00,36813.00,32516.00,278.00,1567.00,163.00,114.00,43.00,494.00,19.00,5.00,5.00,573.00,256.00,1079.00,139.00,1334.00,2501.00,5051.00
Webster,14.30,2017.00,6766.00,5992.00,9310.00,4605.00,36650.00,32516.00,278.00,1567.00,163.00,114.00,43.00,494.00,19.00,5.00,5.00,573.00,256.00,1079.00,139.00,1334.00,2501.00,5051.00
Webster,14.30,2018.00,6766.00,5992.00,9310.00,4605.00,36361.00,32516.00,278.00,1567.00,163.00,114.00,43.00,494.00,19.00,5.00,5.00,573.00,256.00,1079.00,139.00,1334.00,2501.00,5051.00
Webster,14.30,2019.00,6766.00,5992.00,9310.00,4605.00,35982.00,32516.00,278.00,1567.00,163.00,114.00,43.00,494.00,19.00,5.00,5.00,573.00,256.00,1079.00,139.00,1334.00,2501.00,5051.00
Webster,14.30,2020.00,6766.00,5992.00,9310.00,4605.00,35934.00,32516.00,278.00,1567.00,163.00,114.00,43.00,494.00,19.00,5.00,5.00,573.00,256.00,1079.00,139.00,1334.00,2501.00,5051.00
Winnebago,6.90,2016.00,1945.00,1622.00,3024.00,1042.00,10599.00,9920.00,62.00,162.00,57.00,31.00,47.00,132.00,8.00,0.00,16.00,82.00,59.00,147.00,76.00,405.00,511.00,1711.00
Winnebago,6.90,2017.00,1945.00,1622.00,3024.00,1042.00,10582.00,9920.00,62.00,162.00,57.00,31.00,47.00,132.00,8.00,0.00,16.00,82.00,59.00,147.00,76.00,405.00,511.00,1711.00
Winnebago,6.90,2018.00,1945.00,1622.00,3024.00,1042.00,10555.00,9920.00,62.00,162.00,57.00,31.00,47.00,132.00,8.00,0.00,16.00,82.00,59.00,147.00,76.00,405.00,511.00,1711.00
Winnebago,6.90,2019.00,1945.00,1622.00,3024.00,1042.00,10357.00,9920.00,62.00,162.00,57.00,31.00,47.00,132.00,8.00,0.00,16.00,82.00,59.00,147.00,76.00,405.00,511.00,1711.00
Winnebago,6.90,2020.00,1945.00,1622.00,3024.00,1042.00,10277.00,9920.00,62.00,162.00,57.00,31.00,47.00,132.00,8.00,0.00,16.00,82.00,59.00,147.00,76.00,405.00,511.00,1711.00
Winneshiek,8.80,2016.00,3726.00,2886.00,5717.00,2345.00,20432.00,19347.00,85.00,183.00,97.00,67.00,69.00,183.00,78.00,2.00,5.00,154.00,81.00,154.00,80.00,1132.00,954.00,3183.00
Winneshiek,8.80,2017.00,3726.00,2886.00,5717.00,2345.00,20140.00,19347.00,85.00,183.00,97.00,67.00,69.00,183.00,78.00,2.00,5.00,154.00,81.00,154.00,80.00,1132.00,954.00,3183.00
Winneshiek,8.80,2018.00,3726.00,2886.00,5717.00,2345.00,20026.00,19347.00,85.00,183.00,97.00,67.00,69.00,183.00,78.00,2.00,5.00,154.00,81.00,154.00,80.00,1132.00,954.00,3183.00
Winneshiek,8.80,2019.00,3726.00,2886.00,5717.00,2345.00,19992.00,19347.00,85.00,183.00,97.00,67.00,69.00,183.00,78.00,2.00,5.00,154.00,81.00,154.00,80.00,1132.00,954.00,3183.00
Winneshiek,8.80,2020.00,3726.00,2886.00,5717.00,2345.00,19862.00,19347.00,85.00,183.00,97.00,67.00,69.00,183.00,78.00,2.00,5.00,154.00,81.00,154.00,80.00,1132.00,954.00,3183.00
Woodbury,12.40,2016.00,18626.00,19134.00,21431.00,12077.00,102654.00,85615.00,812.00,3860.00,535.00,1872.00,331.00,2664.00,212.00,413.00,60.00,2669.00,666.00,5594.00,903.00,4785.00,6406.00,14619.00
Woodbury,12.40,2017.00,18626.00,19134.00,21431.00,12077.00,102098.00,85615.00,812.00,3860.00,535.00,1872.00,331.00,2664.00,212.00,413.00,60.00,2669.00,666.00,5594.00,903.00,4785.00,6406.00,14619.00
Woodbury,12.40,2018.00,18626.00,19134.00,21431.00,12077.00,102415.00,85615.00,812.00,3860.00,535.00,1872.00,331.00,2664.00,212.00,413.00,60.00,2669.00,666.00,5594.00,903.00,4785.00,6406.00,14619.00
Woodbury,12.40,2019.00,18626.00,19134.00,21431.00,12077.00,103132.00,85615.00,812.00,3860.00,535.00,1872.00,331.00,2664.00,212.00,413.00,60.00,2669.00,666.00,5594.00,903.00,4785.00,6406.00,14619.00
Woodbury,12.40,2020.00,18626.00,19134.00,21431.00,12077.00,103138.00,85615.00,812.00,3860.00,535.00,1872.00,331.00,2664.00,212.00,413.00,60.00,2669.00,666.00,5594.00,903.00,4785.00,6406.00,14619.00
Worth,5.30,2016.00,1567.00,1266.00,2067.00,748.00,7470.00,7065.00,45.00,60.00,32.00,0.00,14.00,31.00,17.00,2.00,3.00,39.00,29.00,225.00,59.00,403.00,378.00,1319.00
Worth,5.30,2017.00,1567.00,1266.00,2067.00,748.00,7456.00,7065.00,45.00,60.00,32.00,0.00,14.00,31.00,17.00,2.00,3.00,39.00,29.00,225.00,59.00,403.00,378.00,1319.00
Worth,5.30,2018.00,1567.00,1266.00,2067.00,748.00,7416.00,7065.00,45.00,60.00,32.00,0.00,14.00,31.00,17.00,2.00,3.00,39.00,29.00,225.00,59.00,403.00,378.00,1319.00
Worth,5.30,2019.00,1567.00,1266.00,2067.00,748.00,7407.00,7065.00,45.00,60.00,32.00,0.00,14.00,31.00,17.00,2.00,3.00,39.00,29.00,225.00,59.00,403.00,378.00,1319.00
Worth,5.30,2020.00,1567.00,1266.00,2067.00,748.00,7359.00,7065.00,45.00,60.00,32.00,0.00,14.00,31.00,17.00,2.00,3.00,39.00,29.00,225.00,59.00,403.00,378.00,1319.00
Wright,13.40,2016.00,2003.00,2159.00,3934.00,1230.00,12825.00,11829.00,236.00,19.00,23.00,2.00,5.00,12.00,15.00,0.00,16.00,380.00,216.00,402.00,121.00,455.00,959.00,2009.00
Wright,13.40,2017.00,2003.00,2159.00,3934.00,1230.00,12758.00,11829.00,236.00,19.00,23.00,2.00,5.00,12.00,15.00,0.00,16.00,380.00,216.00,402.00,121.00,455.00,959.00,2009.00
Wright,13.40,2018.00,2003.00,2159.00,3934.00,1230.00,12669.00,11829.00,236.00,19.00,23.00,2.00,5.00,12.00,15.00,0.00,16.00,380.00,216.00,402.00,121.00,455.00,959.00,2009.00
Wright,13.40,2019.00,2003.00,2159.00,3934.00,1230.00,12551.00,11829.00,236.00,19.00,23.00,2.00,5.00,12.00,15.00,0.00,16.00,380.00,216.00,402.00,121.00,455.00,959.00,2009.00
